"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"04.01.2017 07:30 - 04.01.2017 07:45 (CET)","35690","9","2493","33188"
"04.01.2017 07:45 - 04.01.2017 08:00 (CET)","35601","10","2523","33068"
"04.01.2017 08:00 - 04.01.2017 08:15 (CET)","35653","24","2556","33073"
"04.01.2017 08:15 - 04.01.2017 08:30 (CET)","35833","48","2603","33182"
"04.01.2017 08:30 - 04.01.2017 08:45 (CET)","35899","107","2655","33137"
"04.01.2017 08:45 - 04.01.2017 09:00 (CET)","35837","202","2704","32931"
"04.01.2017 09:00 - 04.01.2017 09:15 (CET)","36873","342","2757","33774"
"04.01.2017 09:15 - 04.01.2017 09:30 (CET)","37015","541","2786","33688"
"04.01.2017 09:30 - 04.01.2017 09:45 (CET)","37201","787","2814","33600"
"04.01.2017 09:45 - 04.01.2017 10:00 (CET)","37412","1042","2838","33532"
"04.01.2017 10:00 - 04.01.2017 10:15 (CET)","37592","1293","2879","33420"
"04.01.2017 10:15 - 04.01.2017 10:30 (CET)","37780","1534","2899","33347"
"04.01.2017 10:30 - 04.01.2017 10:45 (CET)","37968","1765","2921","33282"
"04.01.2017 10:45 - 04.01.2017 11:00 (CET)","38135","1968","2943","33224"
"04.01.2017 11:00 - 04.01.2017 11:15 (CET)","38254","2148","2965","33141"
"04.01.2017 11:15 - 04.01.2017 11:30 (CET)","38310","2285","2984","33041"
"04.01.2017 11:30 - 04.01.2017 11:45 (CET)","38331","2397","3003","32931"
"04.01.2017 11:45 - 04.01.2017 12:00 (CET)","38336","2497","3020","32819"
"04.01.2017 12:00 - 04.01.2017 12:15 (CET)","38278","2561","3036","32681"
"04.01.2017 12:15 - 04.01.2017 12:30 (CET)","38140","2561","3047","32532"
"04.01.2017 12:30 - 04.01.2017 12:45 (CET)","37962","2520","3056","32386"
"04.01.2017 12:45 - 04.01.2017 13:00 (CET)","37786","2476","3070","32240"
"04.01.2017 13:00 - 04.01.2017 13:15 (CET)","37576","2408","3083","32085"
"04.01.2017 13:15 - 04.01.2017 13:30 (CET)","37227","2290","3081","31856"
"04.01.2017 13:30 - 04.01.2017 13:45 (CET)","36858","2151","3085","31622"
"04.01.2017 13:45 - 04.01.2017 14:00 (CET)","36425","1967","3084","31374"
"04.01.2017 14:00 - 04.01.2017 14:15 (CET)","35898","1769","3086","31043"
"04.01.2017 14:15 - 04.01.2017 14:30 (CET)","35296","1578","3091","30627"
"04.01.2017 14:30 - 04.01.2017 14:45 (CET)","34680","1365","3098","30217"
"04.01.2017 14:45 - 04.01.2017 15:00 (CET)","34044","1131","3102","29811"
"04.01.2017 15:00 - 04.01.2017 15:15 (CET)","33397","897","3109","29391"
"04.01.2017 15:15 - 04.01.2017 15:30 (CET)","32823","681","3106","29036"
"04.01.2017 15:30 - 04.01.2017 15:45 (CET)","32247","470","3096","28681"
"04.01.2017 15:45 - 04.01.2017 16:00 (CET)","31687","286","3088","28313"
"04.01.2017 16:00 - 04.01.2017 16:15 (CET)","31159","146","3080","27933"
"04.01.2017 16:15 - 04.01.2017 16:30 (CET)","30780","69","3088","27623"
"04.01.2017 16:30 - 04.01.2017 16:45 (CET)","30440","37","3094","27309"
"04.01.2017 16:45 - 04.01.2017 17:00 (CET)","30126","16","3101","27009"
"04.01.2017 17:00 - 04.01.2017 17:15 (CET)","29851","8","3112","26731"
"04.01.2017 17:15 - 04.01.2017 17:30 (CET)","29601","8","3113","26480"
"04.01.2017 17:30 - 04.01.2017 17:45 (CET)","29352","8","3116","26228"
"04.01.2017 17:45 - 04.01.2017 18:00 (CET)","29133","8","3120","26005"
"04.01.2017 18:00 - 04.01.2017 18:15 (CET)","28922","8","3124","25790"
"04.01.2017 18:15 - 04.01.2017 18:30 (CET)","28677","8","3128","25541"
"04.01.2017 18:30 - 04.01.2017 18:45 (CET)","28431","8","3133","25290"
"04.01.2017 18:45 - 04.01.2017 19:00 (CET)","28183","8","3136","25039"
"04.01.2017 19:00 - 04.01.2017 19:15 (CET)","27954","0","3144","24810"
"04.01.2017 19:15 - 04.01.2017 19:30 (CET)","27665","0","3148","24517"
"04.01.2017 19:30 - 04.01.2017 19:45 (CET)","27358","0","3148","24210"
"04.01.2017 19:45 - 04.01.2017 20:00 (CET)","27037","0","3147","23890"
"04.01.2017 20:00 - 04.01.2017 20:15 (CET)","26589","0","3145","23444"
"04.01.2017 20:15 - 04.01.2017 20:30 (CET)","26283","0","3133","23150"
"04.01.2017 20:30 - 04.01.2017 20:45 (CET)","25974","0","3126","22848"
"04.01.2017 20:45 - 04.01.2017 21:00 (CET)","25660","0","3113","22547"
"04.01.2017 21:00 - 04.01.2017 21:15 (CET)","25359","0","3101","22258"
"04.01.2017 21:15 - 04.01.2017 21:30 (CET)","25070","0","3072","21998"
"04.01.2017 21:30 - 04.01.2017 21:45 (CET)","24787","0","3045","21742"
"04.01.2017 21:45 - 04.01.2017 22:00 (CET)","24527","0","3013","21514"
"04.01.2017 22:00 - 04.01.2017 22:15 (CET)","24233","0","2985","21248"
"04.01.2017 22:15 - 04.01.2017 22:30 (CET)","23860","0","2943","20917"
"04.01.2017 22:30 - 04.01.2017 22:45 (CET)","23479","0","2899","20580"
"04.01.2017 22:45 - 04.01.2017 23:00 (CET)","23108","0","2853","20255"
"04.01.2017 23:00 - 04.01.2017 23:15 (CET)","22733","0","2807","19926"
"04.01.2017 23:15 - 04.01.2017 23:30 (CET)","22332","0","2768","19564"
"04.01.2017 23:30 - 04.01.2017 23:45 (CET)","21928","0","2733","19195"
"04.01.2017 23:45 - 05.01.2017 00:00 (CET)","21520","0","2689","18831"
"05.01.2017 00:00 - 05.01.2017 00:15 (CET)","20715","0","2707","18008"
"05.01.2017 00:15 - 05.01.2017 00:30 (CET)","20274","0","2637","17637"
"05.01.2017 00:30 - 05.01.2017 00:45 (CET)","19841","0","2572","17269"
"05.01.2017 00:45 - 05.01.2017 01:00 (CET)","19428","0","2504","16924"
"05.01.2017 01:00 - 05.01.2017 01:15 (CET)","19688","0","2440","17248"
"05.01.2017 01:15 - 05.01.2017 01:30 (CET)","19333","0","2383","16950"
"05.01.2017 01:30 - 05.01.2017 01:45 (CET)","19108","0","2327","16781"
"05.01.2017 01:45 - 05.01.2017 02:00 (CET)","18663","0","2267","16396"
"05.01.2017 02:00 - 05.01.2017 02:15 (CET)","18064","0","2212","15852"
"05.01.2017 02:15 - 05.01.2017 02:30 (CET)","17732","0","2150","15582"
"05.01.2017 02:30 - 05.01.2017 02:45 (CET)","17564","0","2081","15483"
"05.01.2017 02:45 - 05.01.2017 03:00 (CET)","17109","0","2014","15095"
"05.01.2017 03:00 - 05.01.2017 03:15 (CET)","16936","0","1947","14989"
"05.01.2017 03:15 - 05.01.2017 03:30 (CET)","16836","0","1921","14915"
"05.01.2017 03:30 - 05.01.2017 03:45 (CET)","16672","0","1894","14778"
"05.01.2017 03:45 - 05.01.2017 04:00 (CET)","16341","0","1868","14473"
"05.01.2017 04:00 - 05.01.2017 04:15 (CET)","16077","0","2144","13933"
"05.01.2017 04:15 - 05.01.2017 04:30 (CET)","15841","0","2111","13730"
"05.01.2017 04:30 - 05.01.2017 04:45 (CET)","15554","0","2077","13477"
"05.01.2017 04:45 - 05.01.2017 05:00 (CET)","15391","0","2044","13347"
"05.01.2017 05:00 - 05.01.2017 05:15 (CET)","15296","0","2008","13288"
"05.01.2017 05:15 - 05.01.2017 05:30 (CET)","15079","0","1991","13088"
"05.01.2017 05:30 - 05.01.2017 05:45 (CET)","14771","0","1972","12799"
"05.01.2017 05:45 - 05.01.2017 06:00 (CET)","14657","0","1956","12701"
"05.01.2017 06:00 - 05.01.2017 06:15 (CET)","14457","0","1937","12520"
"05.01.2017 06:15 - 05.01.2017 06:30 (CET)","14172","0","1922","12250"
"05.01.2017 06:30 - 05.01.2017 06:45 (CET)","14046","0","1905","12141"
"05.01.2017 06:45 - 05.01.2017 07:00 (CET)","13978","0","1887","12091"
"05.01.2017 07:00 - 05.01.2017 07:15 (CET)","13937","8","1872","12057"
"05.01.2017 07:15 - 05.01.2017 07:30 (CET)","13707","8","1842","11857"
"05.01.2017 07:30 - 05.01.2017 07:45 (CET)","13586","10","1812","11764"
"05.01.2017 07:45 - 05.01.2017 08:00 (CET)","13308","12","1782","11514"
"05.01.2017 08:00 - 05.01.2017 08:15 (CET)","13165","38","1753","11374"
"05.01.2017 08:15 - 05.01.2017 08:30 (CET)","13176","94","1758","11324"
"05.01.2017 08:30 - 05.01.2017 08:45 (CET)","13084","231","1762","11091"
"05.01.2017 08:45 - 05.01.2017 09:00 (CET)","13250","460","1770","11020"
"05.01.2017 09:00 - 05.01.2017 09:15 (CET)","13618","796","1772","11050"
"05.01.2017 09:15 - 05.01.2017 09:30 (CET)","13948","1241","1738","10969"
"05.01.2017 09:30 - 05.01.2017 09:45 (CET)","14344","1751","1699","10894"
"05.01.2017 09:45 - 05.01.2017 10:00 (CET)","14744","2275","1662","10807"
"05.01.2017 10:00 - 05.01.2017 10:15 (CET)","15150","2788","1432","10930"
"05.01.2017 10:15 - 05.01.2017 10:30 (CET)","15578","3261","1376","10941"
"05.01.2017 10:30 - 05.01.2017 10:45 (CET)","15971","3700","1319","10952"
"05.01.2017 10:45 - 05.01.2017 11:00 (CET)","16339","4106","1260","10973"
"05.01.2017 11:00 - 05.01.2017 11:15 (CET)","16692","4470","1205","11017"
"05.01.2017 11:15 - 05.01.2017 11:30 (CET)","16998","4766","1151","11081"
"05.01.2017 11:30 - 05.01.2017 11:45 (CET)","17254","5018","1101","11135"
"05.01.2017 11:45 - 05.01.2017 12:00 (CET)","17460","5221","1048","11191"
"05.01.2017 12:00 - 05.01.2017 12:15 (CET)","17588","5348","1003","11237"
"05.01.2017 12:15 - 05.01.2017 12:30 (CET)","17635","5398","960","11277"
"05.01.2017 12:30 - 05.01.2017 12:45 (CET)","17623","5388","923","11312"
"05.01.2017 12:45 - 05.01.2017 13:00 (CET)","17569","5347","886","11336"
"05.01.2017 13:00 - 05.01.2017 13:15 (CET)","17402","5239","845","11318"
"05.01.2017 13:15 - 05.01.2017 13:30 (CET)","17099","5063","821","11215"
"05.01.2017 13:30 - 05.01.2017 13:45 (CET)","16743","4838","790","11115"
"05.01.2017 13:45 - 05.01.2017 14:00 (CET)","16306","4538","761","11007"
"05.01.2017 14:00 - 05.01.2017 14:15 (CET)","15839","4183","735","10921"
"05.01.2017 14:15 - 05.01.2017 14:30 (CET)","15191","3757","704","10730"
"05.01.2017 14:30 - 05.01.2017 14:45 (CET)","14509","3300","680","10529"
"05.01.2017 14:45 - 05.01.2017 15:00 (CET)","13785","2807","653","10325"
"05.01.2017 15:00 - 05.01.2017 15:15 (CET)","13036","2289","624","10123"
"05.01.2017 15:15 - 05.01.2017 15:30 (CET)","12269","1736","604","9929"
"05.01.2017 15:30 - 05.01.2017 15:45 (CET)","11495","1192","579","9724"
"05.01.2017 15:45 - 05.01.2017 16:00 (CET)","10817","703","558","9556"
"05.01.2017 16:00 - 05.01.2017 16:15 (CET)","10286","340","533","9413"
"05.01.2017 16:15 - 05.01.2017 16:30 (CET)","10001","140","519","9342"
"05.01.2017 16:30 - 05.01.2017 16:45 (CET)","9823","64","503","9256"
"05.01.2017 16:45 - 05.01.2017 17:00 (CET)","9668","21","490","9157"
"05.01.2017 17:00 - 05.01.2017 17:15 (CET)","9552","9","476","9067"
"05.01.2017 17:15 - 05.01.2017 17:30 (CET)","9484","11","458","9015"
"05.01.2017 17:30 - 05.01.2017 17:45 (CET)","9409","10","445","8954"
"05.01.2017 17:45 - 05.01.2017 18:00 (CET)","9344","9","427","8908"
"05.01.2017 18:00 - 05.01.2017 18:15 (CET)","9285","8","413","8864"
"05.01.2017 18:15 - 05.01.2017 18:30 (CET)","9228","8","398","8822"
"05.01.2017 18:30 - 05.01.2017 18:45 (CET)","9168","8","386","8774"
"05.01.2017 18:45 - 05.01.2017 19:00 (CET)","9120","8","370","8742"
"05.01.2017 19:00 - 05.01.2017 19:15 (CET)","9035","0","361","8674"
"05.01.2017 19:15 - 05.01.2017 19:30 (CET)","8875","0","353","8522"
"05.01.2017 19:30 - 05.01.2017 19:45 (CET)","8715","0","336","8379"
"05.01.2017 19:45 - 05.01.2017 20:00 (CET)","8547","0","321","8226"
"05.01.2017 20:00 - 05.01.2017 20:15 (CET)","8417","0","306","8111"
"05.01.2017 20:15 - 05.01.2017 20:30 (CET)","8209","0","294","7915"
"05.01.2017 20:30 - 05.01.2017 20:45 (CET)","8012","0","281","7731"
"05.01.2017 20:45 - 05.01.2017 21:00 (CET)","7817","0","264","7553"
"05.01.2017 21:00 - 05.01.2017 21:15 (CET)","7635","0","251","7384"
"05.01.2017 21:15 - 05.01.2017 21:30 (CET)","7457","0","241","7216"
"05.01.2017 21:30 - 05.01.2017 21:45 (CET)","7281","0","231","7050"
"05.01.2017 21:45 - 05.01.2017 22:00 (CET)","7103","0","220","6883"
"05.01.2017 22:00 - 05.01.2017 22:15 (CET)","6935","0","208","6727"
"05.01.2017 22:15 - 05.01.2017 22:30 (CET)","6794","0","206","6588"
"05.01.2017 22:30 - 05.01.2017 22:45 (CET)","6655","0","202","6453"
"05.01.2017 22:45 - 05.01.2017 23:00 (CET)","6515","0","203","6312"
"05.01.2017 23:00 - 05.01.2017 23:15 (CET)","6392","0","199","6193"
"05.01.2017 23:15 - 05.01.2017 23:30 (CET)","6301","0","200","6101"
"05.01.2017 23:30 - 05.01.2017 23:45 (CET)","6211","0","205","6006"
"05.01.2017 23:45 - 06.01.2017 00:00 (CET)","6119","0","209","5910"
"06.01.2017 00:00 - 06.01.2017 00:15 (CET)","6123","0","272","5851"
"06.01.2017 00:15 - 06.01.2017 00:30 (CET)","6051","0","281","5770"
"06.01.2017 00:30 - 06.01.2017 00:45 (CET)","5984","0","290","5694"
"06.01.2017 00:45 - 06.01.2017 01:00 (CET)","5912","0","296","5616"
"06.01.2017 01:00 - 06.01.2017 01:15 (CET)","6049","0","307","5742"
"06.01.2017 01:15 - 06.01.2017 01:30 (CET)","6045","0","321","5724"
"06.01.2017 01:30 - 06.01.2017 01:45 (CET)","5942","0","334","5608"
"06.01.2017 01:45 - 06.01.2017 02:00 (CET)","6138","0","347","5791"
"06.01.2017 02:00 - 06.01.2017 02:15 (CET)","5775","0","360","5415"
"06.01.2017 02:15 - 06.01.2017 02:30 (CET)","5669","0","369","5300"
"06.01.2017 02:30 - 06.01.2017 02:45 (CET)","5940","0","376","5564"
"06.01.2017 02:45 - 06.01.2017 03:00 (CET)","5633","0","380","5253"
"06.01.2017 03:00 - 06.01.2017 03:15 (CET)","5422","0","388","5034"
"06.01.2017 03:15 - 06.01.2017 03:30 (CET)","5382","0","399","4983"
"06.01.2017 03:30 - 06.01.2017 03:45 (CET)","5309","0","406","4903"
"06.01.2017 03:45 - 06.01.2017 04:00 (CET)","5283","0","415","4868"
"06.01.2017 04:00 - 06.01.2017 04:15 (CET)","5259","0","460","4799"
"06.01.2017 04:15 - 06.01.2017 04:30 (CET)","5218","0","480","4738"
"06.01.2017 04:30 - 06.01.2017 04:45 (CET)","5199","0","501","4698"
"06.01.2017 04:45 - 06.01.2017 05:00 (CET)","5210","0","524","4686"
"06.01.2017 05:00 - 06.01.2017 05:15 (CET)","5239","0","546","4693"
"06.01.2017 05:15 - 06.01.2017 05:30 (CET)","5167","0","561","4606"
"06.01.2017 05:30 - 06.01.2017 05:45 (CET)","5149","0","578","4571"
"06.01.2017 05:45 - 06.01.2017 06:00 (CET)","5125","0","595","4530"
"06.01.2017 06:00 - 06.01.2017 06:15 (CET)","5088","0","608","4480"
"06.01.2017 06:15 - 06.01.2017 06:30 (CET)","5060","0","656","4404"
"06.01.2017 06:30 - 06.01.2017 06:45 (CET)","5123","0","700","4423"
"06.01.2017 06:45 - 06.01.2017 07:00 (CET)","5260","0","749","4511"
"06.01.2017 07:00 - 06.01.2017 07:15 (CET)","5351","8","790","4553"
"06.01.2017 07:15 - 06.01.2017 07:30 (CET)","5346","8","825","4513"
"06.01.2017 07:30 - 06.01.2017 07:45 (CET)","5404","9","865","4530"
"06.01.2017 07:45 - 06.01.2017 08:00 (CET)","5440","10","896","4534"
"06.01.2017 08:00 - 06.01.2017 08:15 (CET)","5459","35","933","4491"
"06.01.2017 08:15 - 06.01.2017 08:30 (CET)","5264","116","957","4191"
"06.01.2017 08:30 - 06.01.2017 08:45 (CET)","5452","323","983","4146"
"06.01.2017 08:45 - 06.01.2017 09:00 (CET)","5914","701","1007","4206"
"06.01.2017 09:00 - 06.01.2017 09:15 (CET)","6093","1269","1032","3792"
"06.01.2017 09:15 - 06.01.2017 09:30 (CET)","6737","1901","1059","3777"
"06.01.2017 09:30 - 06.01.2017 09:45 (CET)","7420","2581","1087","3752"
"06.01.2017 09:45 - 06.01.2017 10:00 (CET)","8135","3297","1116","3722"
"06.01.2017 10:00 - 06.01.2017 10:15 (CET)","8835","3980","1035","3820"
"06.01.2017 10:15 - 06.01.2017 10:30 (CET)","9416","4580","1076","3760"
"06.01.2017 10:30 - 06.01.2017 10:45 (CET)","9903","5104","1115","3684"
"06.01.2017 10:45 - 06.01.2017 11:00 (CET)","10367","5594","1160","3613"
"06.01.2017 11:00 - 06.01.2017 11:15 (CET)","10753","6000","1199","3554"
"06.01.2017 11:15 - 06.01.2017 11:30 (CET)","11102","6344","1244","3514"
"06.01.2017 11:30 - 06.01.2017 11:45 (CET)","11365","6605","1285","3475"
"06.01.2017 11:45 - 06.01.2017 12:00 (CET)","11578","6816","1326","3436"
"06.01.2017 12:00 - 06.01.2017 12:15 (CET)","11704","6937","1367","3400"
"06.01.2017 12:15 - 06.01.2017 12:30 (CET)","11783","6979","1406","3398"
"06.01.2017 12:30 - 06.01.2017 12:45 (CET)","11751","6917","1447","3387"
"06.01.2017 12:45 - 06.01.2017 13:00 (CET)","11658","6801","1485","3372"
"06.01.2017 13:00 - 06.01.2017 13:15 (CET)","11483","6604","1522","3357"
"06.01.2017 13:15 - 06.01.2017 13:30 (CET)","11251","6331","1548","3372"
"06.01.2017 13:30 - 06.01.2017 13:45 (CET)","10929","5969","1580","3380"
"06.01.2017 13:45 - 06.01.2017 14:00 (CET)","10565","5566","1604","3395"
"06.01.2017 14:00 - 06.01.2017 14:15 (CET)","10130","5101","1637","3392"
"06.01.2017 14:15 - 06.01.2017 14:30 (CET)","9643","4578","1656","3409"
"06.01.2017 14:30 - 06.01.2017 14:45 (CET)","9099","3996","1677","3426"
"06.01.2017 14:45 - 06.01.2017 15:00 (CET)","8524","3395","1699","3430"
"06.01.2017 15:00 - 06.01.2017 15:15 (CET)","7935","2766","1723","3446"
"06.01.2017 15:15 - 06.01.2017 15:30 (CET)","7328","2121","1741","3466"
"06.01.2017 15:30 - 06.01.2017 15:45 (CET)","6709","1467","1760","3482"
"06.01.2017 15:45 - 06.01.2017 16:00 (CET)","6167","875","1779","3513"
"06.01.2017 16:00 - 06.01.2017 16:15 (CET)","5784","422","1797","3565"
"06.01.2017 16:15 - 06.01.2017 16:30 (CET)","5690","152","1826","3712"
"06.01.2017 16:30 - 06.01.2017 16:45 (CET)","5774","61","1854","3859"
"06.01.2017 16:45 - 06.01.2017 17:00 (CET)","5910","20","1886","4004"
"06.01.2017 17:00 - 06.01.2017 17:15 (CET)","6078","9","1912","4157"
"06.01.2017 17:15 - 06.01.2017 17:30 (CET)","6293","9","1953","4331"
"06.01.2017 17:30 - 06.01.2017 17:45 (CET)","6500","8","1994","4498"
"06.01.2017 17:45 - 06.01.2017 18:00 (CET)","6695","8","2036","4651"
"06.01.2017 18:00 - 06.01.2017 18:15 (CET)","6917","8","2075","4834"
"06.01.2017 18:15 - 06.01.2017 18:30 (CET)","7138","8","2112","5018"
"06.01.2017 18:30 - 06.01.2017 18:45 (CET)","7353","8","2148","5197"
"06.01.2017 18:45 - 06.01.2017 19:00 (CET)","7575","8","2187","5380"
"06.01.2017 19:00 - 06.01.2017 19:15 (CET)","7770","0","2228","5542"
"06.01.2017 19:15 - 06.01.2017 19:30 (CET)","7937","0","2268","5669"
"06.01.2017 19:30 - 06.01.2017 19:45 (CET)","8105","0","2305","5800"
"06.01.2017 19:45 - 06.01.2017 20:00 (CET)","8255","0","2341","5914"
"06.01.2017 20:00 - 06.01.2017 20:15 (CET)","8420","0","2379","6041"
"06.01.2017 20:15 - 06.01.2017 20:30 (CET)","8549","0","2416","6133"
"06.01.2017 20:30 - 06.01.2017 20:45 (CET)","8675","0","2449","6226"
"06.01.2017 20:45 - 06.01.2017 21:00 (CET)","8781","0","2480","6301"
"06.01.2017 21:00 - 06.01.2017 21:15 (CET)","8922","0","2511","6411"
"06.01.2017 21:15 - 06.01.2017 21:30 (CET)","9049","0","2542","6507"
"06.01.2017 21:30 - 06.01.2017 21:45 (CET)","9174","0","2572","6602"
"06.01.2017 21:45 - 06.01.2017 22:00 (CET)","9315","0","2600","6715"
"06.01.2017 22:00 - 06.01.2017 22:15 (CET)","9448","0","2631","6817"
"06.01.2017 22:15 - 06.01.2017 22:30 (CET)","9556","0","2649","6907"
"06.01.2017 22:30 - 06.01.2017 22:45 (CET)","9660","0","2670","6990"
"06.01.2017 22:45 - 06.01.2017 23:00 (CET)","9765","0","2689","7076"
"06.01.2017 23:00 - 06.01.2017 23:15 (CET)","9883","0","2710","7173"
"06.01.2017 23:15 - 06.01.2017 23:30 (CET)","10035","0","2730","7305"
"06.01.2017 23:30 - 06.01.2017 23:45 (CET)","10193","0","2748","7445"
"06.01.2017 23:45 - 07.01.2017 00:00 (CET)","10352","0","2768","7584"
"07.01.2017 00:00 - 07.01.2017 00:15 (CET)","10339","0","3070","7269"
"07.01.2017 00:15 - 07.01.2017 00:30 (CET)","10445","0","3082","7363"
"07.01.2017 00:30 - 07.01.2017 00:45 (CET)","10547","0","3096","7451"
"07.01.2017 00:45 - 07.01.2017 01:00 (CET)","10649","0","3108","7541"
"07.01.2017 01:00 - 07.01.2017 01:15 (CET)","11054","0","3124","7930"
"07.01.2017 01:15 - 07.01.2017 01:30 (CET)","11041","0","3124","7917"
"07.01.2017 01:30 - 07.01.2017 01:45 (CET)","11161","0","3130","8031"
"07.01.2017 01:45 - 07.01.2017 02:00 (CET)","11218","0","3132","8086"
"07.01.2017 02:00 - 07.01.2017 02:15 (CET)","11341","0","3134","8207"
"07.01.2017 02:15 - 07.01.2017 02:30 (CET)","11445","0","3134","8311"
"07.01.2017 02:30 - 07.01.2017 02:45 (CET)","11574","0","3134","8440"
"07.01.2017 02:45 - 07.01.2017 03:00 (CET)","11676","0","3136","8540"
"07.01.2017 03:00 - 07.01.2017 03:15 (CET)","11790","0","3133","8657"
"07.01.2017 03:15 - 07.01.2017 03:30 (CET)","11961","0","3128","8833"
"07.01.2017 03:30 - 07.01.2017 03:45 (CET)","12151","0","3122","9029"
"07.01.2017 03:45 - 07.01.2017 04:00 (CET)","12342","0","3118","9224"
"07.01.2017 04:00 - 07.01.2017 04:15 (CET)","12478","0","3050","9428"
"07.01.2017 04:15 - 07.01.2017 04:30 (CET)","12626","0","3015","9611"
"07.01.2017 04:30 - 07.01.2017 04:45 (CET)","12834","0","2975","9859"
"07.01.2017 04:45 - 07.01.2017 05:00 (CET)","12989","0","2940","10049"
"07.01.2017 05:00 - 07.01.2017 05:15 (CET)","13145","0","2898","10247"
"07.01.2017 05:15 - 07.01.2017 05:30 (CET)","13236","0","2859","10377"
"07.01.2017 05:30 - 07.01.2017 05:45 (CET)","13339","0","2815","10524"
"07.01.2017 05:45 - 07.01.2017 06:00 (CET)","13362","0","2775","10587"
"07.01.2017 06:00 - 07.01.2017 06:15 (CET)","13527","0","2732","10795"
"07.01.2017 06:15 - 07.01.2017 06:30 (CET)","13744","0","2681","11063"
"07.01.2017 06:30 - 07.01.2017 06:45 (CET)","13790","0","2630","11160"
"07.01.2017 06:45 - 07.01.2017 07:00 (CET)","13869","0","2582","11287"
"07.01.2017 07:00 - 07.01.2017 07:15 (CET)","13957","8","2532","11417"
"07.01.2017 07:15 - 07.01.2017 07:30 (CET)","14095","8","2487","11600"
"07.01.2017 07:30 - 07.01.2017 07:45 (CET)","14182","9","2439","11734"
"07.01.2017 07:45 - 07.01.2017 08:00 (CET)","14192","11","2393","11788"
"07.01.2017 08:00 - 07.01.2017 08:15 (CET)","14152","32","2347","11773"
"07.01.2017 08:15 - 07.01.2017 08:30 (CET)","14689","84","2309","12296"
"07.01.2017 08:30 - 07.01.2017 08:45 (CET)","15043","194","2268","12581"
"07.01.2017 08:45 - 07.01.2017 09:00 (CET)","15168","338","2226","12604"
"07.01.2017 09:00 - 07.01.2017 09:15 (CET)","14428","524","2186","11718"
"07.01.2017 09:15 - 07.01.2017 09:30 (CET)","14659","732","2164","11763"
"07.01.2017 09:30 - 07.01.2017 09:45 (CET)","14897","955","2140","11802"
"07.01.2017 09:45 - 07.01.2017 10:00 (CET)","15166","1188","2115","11863"
"07.01.2017 10:00 - 07.01.2017 10:15 (CET)","15417","1407","2051","11959"
"07.01.2017 10:15 - 07.01.2017 10:30 (CET)","15549","1616","2018","11915"
"07.01.2017 10:30 - 07.01.2017 10:45 (CET)","15662","1791","1981","11890"
"07.01.2017 10:45 - 07.01.2017 11:00 (CET)","15745","1953","1950","11842"
"07.01.2017 11:00 - 07.01.2017 11:15 (CET)","15783","2083","1917","11783"
"07.01.2017 11:15 - 07.01.2017 11:30 (CET)","15759","2185","1886","11688"
"07.01.2017 11:30 - 07.01.2017 11:45 (CET)","15694","2248","1859","11587"
"07.01.2017 11:45 - 07.01.2017 12:00 (CET)","15600","2285","1828","11487"
"07.01.2017 12:00 - 07.01.2017 12:15 (CET)","15520","2281","1792","11447"
"07.01.2017 12:15 - 07.01.2017 12:30 (CET)","15433","2246","1767","11420"
"07.01.2017 12:30 - 07.01.2017 12:45 (CET)","15251","2176","1773","11302"
"07.01.2017 12:45 - 07.01.2017 13:00 (CET)","15082","2093","1758","11231"
