"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"27.07.2017 08:00 - 27.07.2017 08:15 (CEST)","13840","3774","1605","8461"
"27.07.2017 08:15 - 27.07.2017 08:30 (CEST)","14286","4389","1559","8338"
"27.07.2017 08:30 - 27.07.2017 08:45 (CEST)","14681","5004","1518","8159"
"27.07.2017 08:45 - 27.07.2017 09:00 (CEST)","15097","5600","1473","8024"
"27.07.2017 09:00 - 27.07.2017 09:15 (CEST)","15534","6195","1429","7910"
"27.07.2017 09:15 - 27.07.2017 09:30 (CEST)","16166","6797","1408","7961"
"27.07.2017 09:30 - 27.07.2017 09:45 (CEST)","16718","7364","1404","7950"
"27.07.2017 09:45 - 27.07.2017 10:00 (CEST)","17391","7897","1403","8091"
"27.07.2017 10:00 - 27.07.2017 10:15 (CEST)","17720","8389","1193","8138"
"27.07.2017 10:15 - 27.07.2017 10:30 (CEST)","18378","8855","1181","8342"
"27.07.2017 10:30 - 27.07.2017 10:45 (CEST)","19034","9309","1171","8554"
"27.07.2017 10:45 - 27.07.2017 11:00 (CEST)","19602","9742","1167","8693"
"27.07.2017 11:00 - 27.07.2017 11:15 (CEST)","20136","10163","1159","8814"
"27.07.2017 11:15 - 27.07.2017 11:30 (CEST)","20573","10583","1156","8834"
"27.07.2017 11:30 - 27.07.2017 11:45 (CEST)","20994","10976","1149","8869"
"27.07.2017 11:45 - 27.07.2017 12:00 (CEST)","21380","11328","1143","8909"
"27.07.2017 12:00 - 27.07.2017 12:15 (CEST)","21663","11594","1142","8927"
"27.07.2017 12:15 - 27.07.2017 12:30 (CEST)","21837","11752","1127","8958"
"27.07.2017 12:30 - 27.07.2017 12:45 (CEST)","21951","11848","1119","8984"
"27.07.2017 12:45 - 27.07.2017 13:00 (CEST)","22017","11895","1110","9012"
"27.07.2017 13:00 - 27.07.2017 13:15 (CEST)","22038","11885","1096","9057"
"27.07.2017 13:15 - 27.07.2017 13:30 (CEST)","22030","11851","1083","9096"
"27.07.2017 13:30 - 27.07.2017 13:45 (CEST)","21979","11779","1066","9134"
"27.07.2017 13:45 - 27.07.2017 14:00 (CEST)","21917","11703","1053","9161"
"27.07.2017 14:00 - 27.07.2017 14:15 (CEST)","21832","11612","1043","9177"
"27.07.2017 14:15 - 27.07.2017 14:30 (CEST)","21675","11497","1066","9112"
"27.07.2017 14:30 - 27.07.2017 14:45 (CEST)","21498","11360","1091","9047"
"27.07.2017 14:45 - 27.07.2017 15:00 (CEST)","21295","11189","1118","8988"
"27.07.2017 15:00 - 27.07.2017 15:15 (CEST)","21027","10958","1148","8921"
"27.07.2017 15:15 - 27.07.2017 15:30 (CEST)","20752","10665","1177","8910"
"27.07.2017 15:30 - 27.07.2017 15:45 (CEST)","20433","10326","1209","8898"
"27.07.2017 15:45 - 27.07.2017 16:00 (CEST)","20060","9944","1241","8875"
"27.07.2017 16:00 - 27.07.2017 16:15 (CEST)","19641","9533","1270","8838"
"27.07.2017 16:15 - 27.07.2017 16:30 (CEST)","19206","9093","1303","8810"
"27.07.2017 16:30 - 27.07.2017 16:45 (CEST)","18749","8622","1334","8793"
"27.07.2017 16:45 - 27.07.2017 17:00 (CEST)","18243","8126","1366","8751"
"27.07.2017 17:00 - 27.07.2017 17:15 (CEST)","17653","7599","1394","8660"
"27.07.2017 17:15 - 27.07.2017 17:30 (CEST)","16939","7047","1392","8500"
"27.07.2017 17:30 - 27.07.2017 17:45 (CEST)","16190","6466","1385","8339"
"27.07.2017 17:45 - 27.07.2017 18:00 (CEST)","15406","5862","1385","8159"
"27.07.2017 18:00 - 27.07.2017 18:15 (CEST)","14644","5248","1419","7977"
"27.07.2017 18:15 - 27.07.2017 18:30 (CEST)","13780","4620","1410","7750"
"27.07.2017 18:30 - 27.07.2017 18:45 (CEST)","12913","3986","1404","7523"
"27.07.2017 18:45 - 27.07.2017 19:00 (CEST)","11959","3360","1395","7204"
"27.07.2017 19:00 - 27.07.2017 19:15 (CEST)","11040","2755","1386","6899"
"27.07.2017 19:15 - 27.07.2017 19:30 (CEST)","10239","2213","1347","6679"
"27.07.2017 19:30 - 27.07.2017 19:45 (CEST)","9509","1704","1305","6500"
"27.07.2017 19:45 - 27.07.2017 20:00 (CEST)","8810","1253","1266","6291"
"27.07.2017 20:00 - 27.07.2017 20:15 (CEST)","8194","874","1229","6091"
"27.07.2017 20:15 - 27.07.2017 20:30 (CEST)","7666","591","1196","5879"
"27.07.2017 20:30 - 27.07.2017 20:45 (CEST)","7186","344","1159","5683"
"27.07.2017 20:45 - 27.07.2017 21:00 (CEST)","6848","145","1125","5578"
"27.07.2017 21:00 - 27.07.2017 21:15 (CEST)","6607","40","1104","5463"
"27.07.2017 21:15 - 27.07.2017 21:30 (CEST)","6534","12","1079","5443"
"27.07.2017 21:30 - 27.07.2017 21:45 (CEST)","6482","4","1058","5420"
"27.07.2017 21:45 - 27.07.2017 22:00 (CEST)","6473","1","1034","5438"
"27.07.2017 22:00 - 27.07.2017 22:15 (CEST)","6532","0","1016","5516"
"27.07.2017 22:15 - 27.07.2017 22:30 (CEST)","6619","0","1012","5607"
"27.07.2017 22:30 - 27.07.2017 22:45 (CEST)","6698","0","1008","5690"
"27.07.2017 22:45 - 27.07.2017 23:00 (CEST)","6762","0","1006","5756"
"27.07.2017 23:00 - 27.07.2017 23:15 (CEST)","6822","0","1004","5818"
"27.07.2017 23:15 - 27.07.2017 23:30 (CEST)","6894","0","1022","5872"
"27.07.2017 23:30 - 27.07.2017 23:45 (CEST)","6965","0","1041","5924"
"27.07.2017 23:45 - 28.07.2017 00:00 (CEST)","7056","0","1058","5998"
"28.07.2017 00:00 - 28.07.2017 00:15 (CEST)","6081","0","558","5523"
"28.07.2017 00:15 - 28.07.2017 00:30 (CEST)","6141","0","585","5556"
"28.07.2017 00:30 - 28.07.2017 00:45 (CEST)","6226","0","621","5605"
"28.07.2017 00:45 - 28.07.2017 01:00 (CEST)","6306","0","657","5649"
"28.07.2017 01:00 - 28.07.2017 01:15 (CEST)","6370","0","677","5693"
"28.07.2017 01:15 - 28.07.2017 01:30 (CEST)","6517","0","760","5757"
"28.07.2017 01:30 - 28.07.2017 01:45 (CEST)","6605","0","788","5817"
"28.07.2017 01:45 - 28.07.2017 02:00 (CEST)","6702","0","827","5875"
"28.07.2017 02:00 - 28.07.2017 02:15 (CEST)","6022","0","829","5193"
"28.07.2017 02:15 - 28.07.2017 02:30 (CEST)","5966","0","866","5100"
"28.07.2017 02:30 - 28.07.2017 02:45 (CEST)","6054","0","920","5134"
"28.07.2017 02:45 - 28.07.2017 03:00 (CEST)","6279","0","957","5322"
"28.07.2017 03:00 - 28.07.2017 03:15 (CEST)","6200","0","1002","5198"
"28.07.2017 03:15 - 28.07.2017 03:30 (CEST)","6307","0","988","5319"
"28.07.2017 03:30 - 28.07.2017 03:45 (CEST)","6519","0","984","5535"
"28.07.2017 03:45 - 28.07.2017 04:00 (CEST)","6699","0","1048","5651"
"28.07.2017 04:00 - 28.07.2017 04:15 (CEST)","6840","0","1105","5735"
"28.07.2017 04:15 - 28.07.2017 04:30 (CEST)","6936","0","1145","5791"
"28.07.2017 04:30 - 28.07.2017 04:45 (CEST)","6979","0","1177","5802"
"28.07.2017 04:45 - 28.07.2017 05:00 (CEST)","7018","0","1213","5805"
"28.07.2017 05:00 - 28.07.2017 05:15 (CEST)","7015","2","1252","5761"
"28.07.2017 05:15 - 28.07.2017 05:30 (CEST)","7102","11","1312","5779"
"28.07.2017 05:30 - 28.07.2017 05:45 (CEST)","7211","46","1378","5787"
"28.07.2017 05:45 - 28.07.2017 06:00 (CEST)","7390","130","1447","5813"
"28.07.2017 06:00 - 28.07.2017 06:15 (CEST)","7708","302","1507","5899"
"28.07.2017 06:15 - 28.07.2017 06:30 (CEST)","8063","589","1533","5941"
"28.07.2017 06:30 - 28.07.2017 06:45 (CEST)","8478","956","1550","5972"
"28.07.2017 06:45 - 28.07.2017 07:00 (CEST)","9059","1468","1567","6024"
"28.07.2017 07:00 - 28.07.2017 07:15 (CEST)","9787","2119","1586","6082"
"28.07.2017 07:15 - 28.07.2017 07:30 (CEST)","10596","2873","1651","6072"
"28.07.2017 07:30 - 28.07.2017 07:45 (CEST)","11578","3701","1719","6158"
"28.07.2017 07:45 - 28.07.2017 08:00 (CEST)","12577","4577","1792","6208"
"28.07.2017 08:00 - 28.07.2017 08:15 (CEST)","13630","5540","1795","6295"
"28.07.2017 08:15 - 28.07.2017 08:30 (CEST)","14979","6650","1859","6470"
"28.07.2017 08:30 - 28.07.2017 08:45 (CEST)","16392","7802","1930","6660"
"28.07.2017 08:45 - 28.07.2017 09:00 (CEST)","17760","8874","1998","6888"
"28.07.2017 09:00 - 28.07.2017 09:15 (CEST)","19224","9944","2071","7209"
"28.07.2017 09:15 - 28.07.2017 09:30 (CEST)","20828","11041","2154","7633"
"28.07.2017 09:30 - 28.07.2017 09:45 (CEST)","22413","12119","2236","8058"
"28.07.2017 09:45 - 28.07.2017 10:00 (CEST)","23968","13117","2318","8533"
"28.07.2017 10:00 - 28.07.2017 10:15 (CEST)","26566","14025","2625","9916"
"28.07.2017 10:15 - 28.07.2017 10:30 (CEST)","27903","14843","2680","10380"
"28.07.2017 10:30 - 28.07.2017 10:45 (CEST)","29216","15620","2733","10863"
"28.07.2017 10:45 - 28.07.2017 11:00 (CEST)","30440","16315","2787","11338"
"28.07.2017 11:00 - 28.07.2017 11:15 (CEST)","31548","16924","2839","11785"
"28.07.2017 11:15 - 28.07.2017 11:30 (CEST)","32458","17456","2883","12119"
"28.07.2017 11:30 - 28.07.2017 11:45 (CEST)","33303","17912","2933","12458"
"28.07.2017 11:45 - 28.07.2017 12:00 (CEST)","34063","18277","2976","12810"
"28.07.2017 12:00 - 28.07.2017 12:15 (CEST)","34710","18549","3023","13138"
"28.07.2017 12:15 - 28.07.2017 12:30 (CEST)","35266","18775","3069","13422"
"28.07.2017 12:30 - 28.07.2017 12:45 (CEST)","35758","18932","3113","13713"
"28.07.2017 12:45 - 28.07.2017 13:00 (CEST)","36196","19048","3157","13991"
"28.07.2017 13:00 - 28.07.2017 13:15 (CEST)","36562","19078","3195","14289"
"28.07.2017 13:15 - 28.07.2017 13:30 (CEST)","36797","19024","3227","14546"
"28.07.2017 13:30 - 28.07.2017 13:45 (CEST)","36984","18922","3260","14802"
"28.07.2017 13:45 - 28.07.2017 14:00 (CEST)","37076","18753","3290","15033"
"28.07.2017 14:00 - 28.07.2017 14:15 (CEST)","37061","18495","3316","15250"
"28.07.2017 14:15 - 28.07.2017 14:30 (CEST)","36908","18195","3310","15403"
"28.07.2017 14:30 - 28.07.2017 14:45 (CEST)","36705","17846","3307","15552"
"28.07.2017 14:45 - 28.07.2017 15:00 (CEST)","36407","17401","3301","15705"
"28.07.2017 15:00 - 28.07.2017 15:15 (CEST)","35960","16882","3300","15778"
"28.07.2017 15:15 - 28.07.2017 15:30 (CEST)","35394","16347","3286","15761"
"28.07.2017 15:30 - 28.07.2017 15:45 (CEST)","34775","15766","3272","15737"
"28.07.2017 15:45 - 28.07.2017 16:00 (CEST)","34151","15178","3263","15710"
"28.07.2017 16:00 - 28.07.2017 16:15 (CEST)","33455","14538","3243","15674"
"28.07.2017 16:15 - 28.07.2017 16:30 (CEST)","32637","13860","3213","15564"
"28.07.2017 16:30 - 28.07.2017 16:45 (CEST)","31754","13128","3180","15446"
"28.07.2017 16:45 - 28.07.2017 17:00 (CEST)","30865","12395","3153","15317"
"28.07.2017 17:00 - 28.07.2017 17:15 (CEST)","29826","11584","3118","15124"
"28.07.2017 17:15 - 28.07.2017 17:30 (CEST)","28368","10644","3050","14674"
"28.07.2017 17:30 - 28.07.2017 17:45 (CEST)","26863","9670","2983","14210"
"28.07.2017 17:45 - 28.07.2017 18:00 (CEST)","25312","8663","2916","13733"
"28.07.2017 18:00 - 28.07.2017 18:15 (CEST)","23722","7635","2932","13155"
"28.07.2017 18:15 - 28.07.2017 18:30 (CEST)","22000","6603","2854","12543"
"28.07.2017 18:30 - 28.07.2017 18:45 (CEST)","20279","5586","2771","11922"
"28.07.2017 18:45 - 28.07.2017 19:00 (CEST)","18598","4597","2689","11312"
"28.07.2017 19:00 - 28.07.2017 19:15 (CEST)","17023","3671","2614","10738"
"28.07.2017 19:15 - 28.07.2017 19:30 (CEST)","15618","2868","2557","10193"
"28.07.2017 19:30 - 28.07.2017 19:45 (CEST)","14313","2176","2500","9637"
"28.07.2017 19:45 - 28.07.2017 20:00 (CEST)","13135","1606","2448","9081"
"28.07.2017 20:00 - 28.07.2017 20:15 (CEST)","12102","1107","2402","8593"
"28.07.2017 20:15 - 28.07.2017 20:30 (CEST)","11462","731","2405","8326"
"28.07.2017 20:30 - 28.07.2017 20:45 (CEST)","10886","415","2410","8061"
"28.07.2017 20:45 - 28.07.2017 21:00 (CEST)","10381","163","2413","7805"
"28.07.2017 21:00 - 28.07.2017 21:15 (CEST)","10037","39","2423","7575"
"28.07.2017 21:15 - 28.07.2017 21:30 (CEST)","9969","11","2426","7532"
"28.07.2017 21:30 - 28.07.2017 21:45 (CEST)","9926","5","2432","7489"
"28.07.2017 21:45 - 28.07.2017 22:00 (CEST)","9901","2","2433","7466"
"28.07.2017 22:00 - 28.07.2017 22:15 (CEST)","9938","0","2440","7498"
"28.07.2017 22:15 - 28.07.2017 22:30 (CEST)","10093","0","2464","7629"
"28.07.2017 22:30 - 28.07.2017 22:45 (CEST)","10260","0","2488","7772"
"28.07.2017 22:45 - 28.07.2017 23:00 (CEST)","10373","0","2513","7860"
"28.07.2017 23:00 - 28.07.2017 23:15 (CEST)","10496","0","2543","7953"
"28.07.2017 23:15 - 28.07.2017 23:30 (CEST)","10638","0","2587","8051"
"28.07.2017 23:30 - 28.07.2017 23:45 (CEST)","10784","0","2629","8155"
"28.07.2017 23:45 - 29.07.2017 00:00 (CEST)","10927","0","2668","8259"
"29.07.2017 00:00 - 29.07.2017 00:15 (CEST)","11050","0","2751","8299"
"29.07.2017 00:15 - 29.07.2017 00:30 (CEST)","11277","0","2871","8406"
"29.07.2017 00:30 - 29.07.2017 00:45 (CEST)","11508","0","2988","8520"
"29.07.2017 00:45 - 29.07.2017 01:00 (CEST)","11725","0","3093","8632"
"29.07.2017 01:00 - 29.07.2017 01:15 (CEST)","11899","0","3165","8734"
"29.07.2017 01:15 - 29.07.2017 01:30 (CEST)","12052","0","3219","8833"
"29.07.2017 01:30 - 29.07.2017 01:45 (CEST)","12108","0","3178","8930"
"29.07.2017 01:45 - 29.07.2017 02:00 (CEST)","12216","0","3190","9026"
"29.07.2017 02:00 - 29.07.2017 02:15 (CEST)","12724","0","3246","9478"
"29.07.2017 02:15 - 29.07.2017 02:30 (CEST)","12783","0","3160","9623"
"29.07.2017 02:30 - 29.07.2017 02:45 (CEST)","12931","0","3210","9721"
"29.07.2017 02:45 - 29.07.2017 03:00 (CEST)","13217","0","3242","9975"
"29.07.2017 03:00 - 29.07.2017 03:15 (CEST)","13625","0","3286","10339"
"29.07.2017 03:15 - 29.07.2017 03:30 (CEST)","13753","0","3366","10387"
"29.07.2017 03:30 - 29.07.2017 03:45 (CEST)","13810","0","3427","10383"
"29.07.2017 03:45 - 29.07.2017 04:00 (CEST)","13910","0","3471","10439"
"29.07.2017 04:00 - 29.07.2017 04:15 (CEST)","14115","0","3491","10624"
"29.07.2017 04:15 - 29.07.2017 04:30 (CEST)","14302","0","3524","10778"
"29.07.2017 04:30 - 29.07.2017 04:45 (CEST)","14588","0","3545","11043"
"29.07.2017 04:45 - 29.07.2017 05:00 (CEST)","14861","0","3568","11293"
"29.07.2017 05:00 - 29.07.2017 05:15 (CEST)","15074","2","3589","11483"
"29.07.2017 05:15 - 29.07.2017 05:30 (CEST)","15318","9","3604","11705"
"29.07.2017 05:30 - 29.07.2017 05:45 (CEST)","15630","38","3622","11970"
"29.07.2017 05:45 - 29.07.2017 06:00 (CEST)","15958","115","3635","12208"
"29.07.2017 06:00 - 29.07.2017 06:15 (CEST)","16341","280","3597","12464"
"29.07.2017 06:15 - 29.07.2017 06:30 (CEST)","16783","562","3598","12623"
"29.07.2017 06:30 - 29.07.2017 06:45 (CEST)","17345","934","3598","12813"
"29.07.2017 06:45 - 29.07.2017 07:00 (CEST)","18037","1446","3601","12990"
"29.07.2017 07:00 - 29.07.2017 07:15 (CEST)","18892","2131","3225","13536"
"29.07.2017 07:15 - 29.07.2017 07:30 (CEST)","19844","2935","3230","13679"
"29.07.2017 07:30 - 29.07.2017 07:45 (CEST)","20929","3817","3232","13880"
"29.07.2017 07:45 - 29.07.2017 08:00 (CEST)","22006","4768","3236","14002"
"29.07.2017 08:00 - 29.07.2017 08:15 (CEST)","23148","5810","3238","14100"
"29.07.2017 08:15 - 29.07.2017 08:30 (CEST)","24333","6932","3244","14157"
"29.07.2017 08:30 - 29.07.2017 08:45 (CEST)","25498","8073","3251","14174"
"29.07.2017 08:45 - 29.07.2017 09:00 (CEST)","26755","9214","3255","14286"
"29.07.2017 09:00 - 29.07.2017 09:15 (CEST)","27992","10346","3259","14387"
"29.07.2017 09:15 - 29.07.2017 09:30 (CEST)","29235","11446","3262","14527"
"29.07.2017 09:30 - 29.07.2017 09:45 (CEST)","30486","12505","3268","14713"
"29.07.2017 09:45 - 29.07.2017 10:00 (CEST)","31653","13509","3271","14873"
"29.07.2017 10:00 - 29.07.2017 10:15 (CEST)","33193","14437","3232","15524"
"29.07.2017 10:15 - 29.07.2017 10:30 (CEST)","34244","15295","3227","15722"
"29.07.2017 10:30 - 29.07.2017 10:45 (CEST)","35273","16103","3222","15948"
"29.07.2017 10:45 - 29.07.2017 11:00 (CEST)","36245","16853","3216","16176"
"29.07.2017 11:00 - 29.07.2017 11:15 (CEST)","37073","17501","3210","16362"
"29.07.2017 11:15 - 29.07.2017 11:30 (CEST)","37665","18048","3184","16433"
"29.07.2017 11:30 - 29.07.2017 11:45 (CEST)","38186","18528","3157","16501"
"29.07.2017 11:45 - 29.07.2017 12:00 (CEST)","38650","18946","3133","16571"
"29.07.2017 12:00 - 29.07.2017 12:15 (CEST)","39013","19245","3492","16276"
"29.07.2017 12:15 - 29.07.2017 12:30 (CEST)","39140","19441","3441","16258"
"29.07.2017 12:30 - 29.07.2017 12:45 (CEST)","39212","19567","3394","16251"
"29.07.2017 12:45 - 29.07.2017 13:00 (CEST)","39209","19627","3346","16236"
"29.07.2017 13:00 - 29.07.2017 13:15 (CEST)","39083","19603","3294","16186"
"29.07.2017 13:15 - 29.07.2017 13:30 (CEST)","38752","19498","3250","16004"
"29.07.2017 13:30 - 29.07.2017 13:45 (CEST)","38335","19329","3201","15805"
"29.07.2017 13:45 - 29.07.2017 14:00 (CEST)","37877","19117","3155","15605"
"29.07.2017 14:00 - 29.07.2017 14:15 (CEST)","37307","18841","3106","15360"
"29.07.2017 14:15 - 29.07.2017 14:30 (CEST)","36521","18517","3029","14975"
"29.07.2017 14:30 - 29.07.2017 14:45 (CEST)","35686","18146","2944","14596"
"29.07.2017 14:45 - 29.07.2017 15:00 (CEST)","34802","17716","2854","14232"
"29.07.2017 15:00 - 29.07.2017 15:15 (CEST)","33781","17213","2768","13800"
"29.07.2017 15:15 - 29.07.2017 15:30 (CEST)","32536","16639","2661","13236"
"29.07.2017 15:30 - 29.07.2017 15:45 (CEST)","31246","16043","2554","12649"
"29.07.2017 15:45 - 29.07.2017 16:00 (CEST)","29963","15441","2443","12079"
"29.07.2017 16:00 - 29.07.2017 16:15 (CEST)","28645","14783","2336","11526"
"29.07.2017 16:15 - 29.07.2017 16:30 (CEST)","27243","14071","2234","10938"
"29.07.2017 16:30 - 29.07.2017 16:45 (CEST)","25794","13321","2126","10347"
"29.07.2017 16:45 - 29.07.2017 17:00 (CEST)","24319","12530","2023","9766"
"29.07.2017 17:00 - 29.07.2017 17:15 (CEST)","22789","11657","1921","9211"
"29.07.2017 17:15 - 29.07.2017 17:30 (CEST)","21220","10707","1812","8701"
"29.07.2017 17:30 - 29.07.2017 17:45 (CEST)","19603","9715","1709","8179"
"29.07.2017 17:45 - 29.07.2017 18:00 (CEST)","17957","8686","1599","7672"
"29.07.2017 18:00 - 29.07.2017 18:15 (CEST)","16339","7656","1498","7185"
"29.07.2017 18:15 - 29.07.2017 18:30 (CEST)","14729","6627","1393","6709"
"29.07.2017 18:30 - 29.07.2017 18:45 (CEST)","13131","5607","1287","6237"
"29.07.2017 18:45 - 29.07.2017 19:00 (CEST)","11569","4619","1185","5765"
"29.07.2017 19:00 - 29.07.2017 19:15 (CEST)","10119","3701","1088","5330"
"29.07.2017 19:15 - 29.07.2017 19:30 (CEST)","8871","2904","1004","4963"
"29.07.2017 19:30 - 29.07.2017 19:45 (CEST)","7723","2208","919","4596"
"29.07.2017 19:45 - 29.07.2017 20:00 (CEST)","6690","1617","833","4240"
"29.07.2017 20:00 - 29.07.2017 20:15 (CEST)","5821","1118","754","3949"
"29.07.2017 20:15 - 29.07.2017 20:30 (CEST)","5292","733","707","3852"
"29.07.2017 20:30 - 29.07.2017 20:45 (CEST)","4832","409","659","3764"
"29.07.2017 20:45 - 29.07.2017 21:00 (CEST)","4449","155","610","3684"
"29.07.2017 21:00 - 29.07.2017 21:15 (CEST)","4256","35","564","3657"
"29.07.2017 21:15 - 29.07.2017 21:30 (CEST)","4245","11","533","3701"
"29.07.2017 21:30 - 29.07.2017 21:45 (CEST)","4255","5","501","3749"
"29.07.2017 21:45 - 29.07.2017 22:00 (CEST)","4269","2","467","3800"
"29.07.2017 22:00 - 29.07.2017 22:15 (CEST)","4333","0","435","3898"
"29.07.2017 22:15 - 29.07.2017 22:30 (CEST)","4498","0","414","4084"
"29.07.2017 22:30 - 29.07.2017 22:45 (CEST)","4669","0","394","4275"
"29.07.2017 22:45 - 29.07.2017 23:00 (CEST)","4826","0","374","4452"
"29.07.2017 23:00 - 29.07.2017 23:15 (CEST)","4980","0","354","4626"
"29.07.2017 23:15 - 29.07.2017 23:30 (CEST)","5224","0","378","4846"
"29.07.2017 23:30 - 29.07.2017 23:45 (CEST)","5461","0","400","5061"
"29.07.2017 23:45 - 30.07.2017 00:00 (CEST)","5699","0","422","5277"
"30.07.2017 00:00 - 30.07.2017 00:15 (CEST)","5563","0","355","5208"
"30.07.2017 00:15 - 30.07.2017 00:30 (CEST)","5853","0","379","5474"
"30.07.2017 00:30 - 30.07.2017 00:45 (CEST)","6143","0","391","5752"
"30.07.2017 00:45 - 30.07.2017 01:00 (CEST)","6451","0","423","6028"
"30.07.2017 01:00 - 30.07.2017 01:15 (CEST)","6729","0","421","6308"
"30.07.2017 01:15 - 30.07.2017 01:30 (CEST)","6977","0","372","6605"
"30.07.2017 01:30 - 30.07.2017 01:45 (CEST)","7289","0","388","6901"
"30.07.2017 01:45 - 30.07.2017 02:00 (CEST)","7636","0","436","7200"
"30.07.2017 02:00 - 30.07.2017 02:15 (CEST)","8465","0","457","8008"
"30.07.2017 02:15 - 30.07.2017 02:30 (CEST)","8643","0","415","8228"
"30.07.2017 02:30 - 30.07.2017 02:45 (CEST)","8546","0","435","8111"
"30.07.2017 02:45 - 30.07.2017 03:00 (CEST)","8960","0","434","8526"
"30.07.2017 03:00 - 30.07.2017 03:15 (CEST)","9228","0","472","8756"
"30.07.2017 03:15 - 30.07.2017 03:30 (CEST)","9510","0","429","9081"
"30.07.2017 03:30 - 30.07.2017 03:45 (CEST)","9631","0","460","9171"
"30.07.2017 03:45 - 30.07.2017 04:00 (CEST)","9786","0","518","9268"
"30.07.2017 04:00 - 30.07.2017 04:15 (CEST)","10099","0","559","9540"
"30.07.2017 04:15 - 30.07.2017 04:30 (CEST)","10403","0","598","9805"
"30.07.2017 04:30 - 30.07.2017 04:45 (CEST)","10742","0","647","10095"
"30.07.2017 04:45 - 30.07.2017 05:00 (CEST)","11028","0","695","10333"
"30.07.2017 05:00 - 30.07.2017 05:15 (CEST)","11255","2","741","10512"
"30.07.2017 05:15 - 30.07.2017 05:30 (CEST)","11509","7","827","10675"
"30.07.2017 05:30 - 30.07.2017 05:45 (CEST)","11888","38","932","10918"
"30.07.2017 05:45 - 30.07.2017 06:00 (CEST)","12286","120","1034","11132"
"30.07.2017 06:00 - 30.07.2017 06:15 (CEST)","12791","303","1155","11333"
"30.07.2017 06:15 - 30.07.2017 06:30 (CEST)","13366","614","1309","11443"
"30.07.2017 06:30 - 30.07.2017 06:45 (CEST)","14092","1055","1472","11565"
"30.07.2017 06:45 - 30.07.2017 07:00 (CEST)","14943","1658","1627","11658"
"30.07.2017 07:00 - 30.07.2017 07:15 (CEST)","15950","2452","1797","11701"
"30.07.2017 07:15 - 30.07.2017 07:30 (CEST)","17093","3380","1976","11737"
"30.07.2017 07:30 - 30.07.2017 07:45 (CEST)","18331","4408","2155","11768"
"30.07.2017 07:45 - 30.07.2017 08:00 (CEST)","19458","5515","2331","11612"
"30.07.2017 08:00 - 30.07.2017 08:15 (CEST)","20704","6736","2478","11490"
"30.07.2017 08:15 - 30.07.2017 08:30 (CEST)","22162","8072","2612","11478"
"30.07.2017 08:30 - 30.07.2017 08:45 (CEST)","23762","9452","2726","11584"
"30.07.2017 08:45 - 30.07.2017 09:00 (CEST)","25456","10836","2840","11780"
"30.07.2017 09:00 - 30.07.2017 09:15 (CEST)","27093","12199","2946","11948"
"30.07.2017 09:15 - 30.07.2017 09:30 (CEST)","28840","13522","3035","12283"
"30.07.2017 09:30 - 30.07.2017 09:45 (CEST)","30576","14805","3127","12644"
"30.07.2017 09:45 - 30.07.2017 10:00 (CEST)","32185","16042","3219","12924"
"30.07.2017 10:00 - 30.07.2017 10:15 (CEST)","34530","17198","3443","13889"
"30.07.2017 10:15 - 30.07.2017 10:30 (CEST)","36035","18254","3470","14311"
"30.07.2017 10:30 - 30.07.2017 10:45 (CEST)","37478","19237","3491","14750"
"30.07.2017 10:45 - 30.07.2017 11:00 (CEST)","38848","20153","3517","15178"
"30.07.2017 11:00 - 30.07.2017 11:15 (CEST)","40066","20957","3538","15571"
"30.07.2017 11:15 - 30.07.2017 11:30 (CEST)","41048","21657","3520","15871"
"30.07.2017 11:30 - 30.07.2017 11:45 (CEST)","41966","22282","3507","16177"
"30.07.2017 11:45 - 30.07.2017 12:00 (CEST)","42799","22826","3491","16482"
"30.07.2017 12:00 - 30.07.2017 12:15 (CEST)","43464","23245","3478","16741"
"30.07.2017 12:15 - 30.07.2017 12:30 (CEST)","43966","23539","3474","16953"
"30.07.2017 12:30 - 30.07.2017 12:45 (CEST)","44346","23705","3467","17174"
"30.07.2017 12:45 - 30.07.2017 13:00 (CEST)","44600","23741","3464","17395"
"30.07.2017 13:00 - 30.07.2017 13:15 (CEST)","44703","23629","3458","17616"
"30.07.2017 13:15 - 30.07.2017 13:30 (CEST)","44633","23389","3452","17792"
"30.07.2017 13:30 - 30.07.2017 13:45 (CEST)","44500","23083","3444","17973"
"30.07.2017 13:45 - 30.07.2017 14:00 (CEST)","44271","22709","3437","18125"
"30.07.2017 14:00 - 30.07.2017 14:15 (CEST)","43861","22233","3425","18203"
"30.07.2017 14:15 - 30.07.2017 14:30 (CEST)","43123","21660","3403","18060"
"30.07.2017 14:30 - 30.07.2017 14:45 (CEST)","42319","21032","3376","17911"
"30.07.2017 14:45 - 30.07.2017 15:00 (CEST)","41457","20341","3355","17761"
"30.07.2017 15:00 - 30.07.2017 15:15 (CEST)","40470","19592","3322","17556"
"30.07.2017 15:15 - 30.07.2017 15:30 (CEST)","39341","18794","3299","17248"
"30.07.2017 15:30 - 30.07.2017 15:45 (CEST)","38183","17975","3274","16934"
