"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"10.01.2015 14:45 - 10.01.2015 15:00 (CET)","33486","1359","410","31717"
"10.01.2015 15:00 - 10.01.2015 15:15 (CET)","33127","1093","367","31667"
"10.01.2015 15:15 - 10.01.2015 15:30 (CET)","32745","829","350","31566"
"10.01.2015 15:30 - 10.01.2015 15:45 (CET)","32391","581","332","31478"
"10.01.2015 15:45 - 10.01.2015 16:00 (CET)","32075","380","316","31379"
"10.01.2015 16:00 - 10.01.2015 16:15 (CET)","31765","228","246","31291"
"10.01.2015 16:15 - 10.01.2015 16:30 (CET)","31559","126","241","31192"
"10.01.2015 16:30 - 10.01.2015 16:45 (CET)","31349","63","236","31050"
"10.01.2015 16:45 - 10.01.2015 17:00 (CET)","31145","20","230","30895"
"10.01.2015 17:00 - 10.01.2015 17:15 (CET)","31015","2","227","30786"
"10.01.2015 17:15 - 10.01.2015 17:30 (CET)","30904","2","224","30678"
"10.01.2015 17:30 - 10.01.2015 17:45 (CET)","30766","1","220","30545"
"10.01.2015 17:45 - 10.01.2015 18:00 (CET)","30635","0","217","30418"
"10.01.2015 18:00 - 10.01.2015 18:15 (CET)","30561","0","214","30347"
"10.01.2015 18:15 - 10.01.2015 18:30 (CET)","30517","0","212","30305"
"10.01.2015 18:30 - 10.01.2015 18:45 (CET)","30512","0","210","30302"
"10.01.2015 18:45 - 10.01.2015 19:00 (CET)","30462","0","208","30254"
"10.01.2015 19:00 - 10.01.2015 19:15 (CET)","30411","0","207","30204"
"10.01.2015 19:15 - 10.01.2015 19:30 (CET)","30269","0","217","30052"
"10.01.2015 19:30 - 10.01.2015 19:45 (CET)","30155","0","227","29928"
"10.01.2015 19:45 - 10.01.2015 20:00 (CET)","29966","0","239","29727"
"10.01.2015 20:00 - 10.01.2015 20:15 (CET)","30299","0","250","30049"
"10.01.2015 20:15 - 10.01.2015 20:30 (CET)","30108","0","253","29855"
"10.01.2015 20:30 - 10.01.2015 20:45 (CET)","29909","0","258","29651"
"10.01.2015 20:45 - 10.01.2015 21:00 (CET)","29710","0","259","29451"
"10.01.2015 21:00 - 10.01.2015 21:15 (CET)","29569","0","262","29307"
"10.01.2015 21:15 - 10.01.2015 21:30 (CET)","29317","0","268","29049"
"10.01.2015 21:30 - 10.01.2015 21:45 (CET)","29147","0","272","28875"
"10.01.2015 21:45 - 10.01.2015 22:00 (CET)","28983","0","278","28705"
"10.01.2015 22:00 - 10.01.2015 22:15 (CET)","28824","0","284","28540"
"10.01.2015 22:15 - 10.01.2015 22:30 (CET)","28678","0","286","28392"
"10.01.2015 22:30 - 10.01.2015 22:45 (CET)","28519","0","288","28231"
"10.01.2015 22:45 - 10.01.2015 23:00 (CET)","28310","0","289","28021"
"10.01.2015 23:00 - 10.01.2015 23:15 (CET)","28167","0","321","27846"
"10.01.2015 23:15 - 10.01.2015 23:30 (CET)","27994","0","325","27669"
"10.01.2015 23:30 - 10.01.2015 23:45 (CET)","27834","0","329","27505"
"10.01.2015 23:45 - 11.01.2015 00:00 (CET)","27700","0","333","27367"
"11.01.2015 00:00 - 11.01.2015 00:15 (CET)","27580","0","338","27242"
"11.01.2015 00:15 - 11.01.2015 00:30 (CET)","27533","0","345","27188"
"11.01.2015 00:30 - 11.01.2015 00:45 (CET)","27496","0","352","27144"
"11.01.2015 00:45 - 11.01.2015 01:00 (CET)","27430","0","357","27073"
"11.01.2015 01:00 - 11.01.2015 01:15 (CET)","27700","0","368","27332"
"11.01.2015 01:15 - 11.01.2015 01:30 (CET)","27707","0","377","27330"
"11.01.2015 01:30 - 11.01.2015 01:45 (CET)","27750","0","388","27362"
"11.01.2015 01:45 - 11.01.2015 02:00 (CET)","27796","0","398","27398"
"11.01.2015 02:00 - 11.01.2015 02:15 (CET)","27793","0","410","27383"
"11.01.2015 02:15 - 11.01.2015 02:30 (CET)","27722","0","425","27297"
"11.01.2015 02:30 - 11.01.2015 02:45 (CET)","27620","0","438","27182"
"11.01.2015 02:45 - 11.01.2015 03:00 (CET)","27533","0","451","27082"
"11.01.2015 03:00 - 11.01.2015 03:15 (CET)","27445","0","468","26977"
"11.01.2015 03:15 - 11.01.2015 03:30 (CET)","27376","0","489","26887"
"11.01.2015 03:30 - 11.01.2015 03:45 (CET)","27316","0","513","26803"
"11.01.2015 03:45 - 11.01.2015 04:00 (CET)","27258","0","538","26720"
"11.01.2015 04:00 - 11.01.2015 04:15 (CET)","27126","0","586","26540"
"11.01.2015 04:15 - 11.01.2015 04:30 (CET)","27172","0","602","26570"
"11.01.2015 04:30 - 11.01.2015 04:45 (CET)","27240","0","618","26622"
"11.01.2015 04:45 - 11.01.2015 05:00 (CET)","27256","0","632","26624"
"11.01.2015 05:00 - 11.01.2015 05:15 (CET)","27211","0","643","26568"
"11.01.2015 05:15 - 11.01.2015 05:30 (CET)","27185","0","643","26542"
"11.01.2015 05:30 - 11.01.2015 05:45 (CET)","27188","0","644","26544"
"11.01.2015 05:45 - 11.01.2015 06:00 (CET)","27100","0","644","26456"
"11.01.2015 06:00 - 11.01.2015 06:15 (CET)","27096","0","643","26453"
"11.01.2015 06:15 - 11.01.2015 06:30 (CET)","27109","0","645","26464"
"11.01.2015 06:30 - 11.01.2015 06:45 (CET)","27184","0","646","26538"
"11.01.2015 06:45 - 11.01.2015 07:00 (CET)","27171","0","647","26524"
"11.01.2015 07:00 - 11.01.2015 07:15 (CET)","27230","0","648","26582"
"11.01.2015 07:15 - 11.01.2015 07:30 (CET)","27352","0","645","26707"
"11.01.2015 07:30 - 11.01.2015 07:45 (CET)","27482","0","640","26842"
"11.01.2015 07:45 - 11.01.2015 08:00 (CET)","27606","0","637","26969"
"11.01.2015 08:00 - 11.01.2015 08:15 (CET)","27772","18","634","27120"
"11.01.2015 08:15 - 11.01.2015 08:30 (CET)","27977","67","630","27280"
"11.01.2015 08:30 - 11.01.2015 08:45 (CET)","28229","183","625","27421"
"11.01.2015 08:45 - 11.01.2015 09:00 (CET)","28595","427","622","27546"
"11.01.2015 09:00 - 11.01.2015 09:15 (CET)","29002","737","618","27647"
"11.01.2015 09:15 - 11.01.2015 09:30 (CET)","29464","1043","623","27798"
"11.01.2015 09:30 - 11.01.2015 09:45 (CET)","29914","1366","627","27921"
"11.01.2015 09:45 - 11.01.2015 10:00 (CET)","30391","1711","631","28049"
"11.01.2015 10:00 - 11.01.2015 10:15 (CET)","30900","2067","635","28198"
"11.01.2015 10:15 - 11.01.2015 10:30 (CET)","31457","2457","631","28369"
"11.01.2015 10:30 - 11.01.2015 10:45 (CET)","32049","2844","624","28581"
"11.01.2015 10:45 - 11.01.2015 11:00 (CET)","32593","3193","620","28780"
"11.01.2015 11:00 - 11.01.2015 11:15 (CET)","33022","3474","631","28917"
"11.01.2015 11:15 - 11.01.2015 11:30 (CET)","33419","3744","633","29042"
"11.01.2015 11:30 - 11.01.2015 11:45 (CET)","33696","3893","634","29169"
"11.01.2015 11:45 - 11.01.2015 12:00 (CET)","33987","4055","637","29295"
"11.01.2015 12:00 - 11.01.2015 12:15 (CET)","34218","4214","622","29382"
"11.01.2015 12:15 - 11.01.2015 12:30 (CET)","34367","4307","619","29441"
"11.01.2015 12:30 - 11.01.2015 12:45 (CET)","34504","4388","619","29497"
"11.01.2015 12:45 - 11.01.2015 13:00 (CET)","34586","4417","618","29551"
"11.01.2015 13:00 - 11.01.2015 13:15 (CET)","34602","4418","617","29567"
"11.01.2015 13:15 - 11.01.2015 13:30 (CET)","34551","4358","619","29574"
"11.01.2015 13:30 - 11.01.2015 13:45 (CET)","34421","4226","619","29576"
"11.01.2015 13:45 - 11.01.2015 14:00 (CET)","34082","3898","620","29564"
"11.01.2015 14:00 - 11.01.2015 14:15 (CET)","33790","3580","621","29589"
"11.01.2015 14:15 - 11.01.2015 14:30 (CET)","33454","3228","623","29603"
"11.01.2015 14:30 - 11.01.2015 14:45 (CET)","33038","2840","624","29574"
"11.01.2015 14:45 - 11.01.2015 15:00 (CET)","32566","2404","626","29536"
"11.01.2015 15:00 - 11.01.2015 15:15 (CET)","32095","1965","627","29503"
"11.01.2015 15:15 - 11.01.2015 15:30 (CET)","31676","1559","630","29487"
"11.01.2015 15:30 - 11.01.2015 15:45 (CET)","31225","1140","631","29454"
"11.01.2015 15:45 - 11.01.2015 16:00 (CET)","30810","753","632","29425"
"11.01.2015 16:00 - 11.01.2015 16:15 (CET)","30520","471","611","29438"
"11.01.2015 16:15 - 11.01.2015 16:30 (CET)","30332","268","611","29453"
"11.01.2015 16:30 - 11.01.2015 16:45 (CET)","30205","99","612","29494"
"11.01.2015 16:45 - 11.01.2015 17:00 (CET)","30152","33","612","29507"
"11.01.2015 17:00 - 11.01.2015 17:15 (CET)","30116","0","613","29503"
"11.01.2015 17:15 - 11.01.2015 17:30 (CET)","30105","0","615","29490"
"11.01.2015 17:30 - 11.01.2015 17:45 (CET)","30100","0","619","29481"
"11.01.2015 17:45 - 11.01.2015 18:00 (CET)","30080","0","621","29459"
"11.01.2015 18:00 - 11.01.2015 18:15 (CET)","30058","0","624","29434"
"11.01.2015 18:15 - 11.01.2015 18:30 (CET)","30047","0","625","29422"
"11.01.2015 18:30 - 11.01.2015 18:45 (CET)","30075","0","626","29449"
"11.01.2015 18:45 - 11.01.2015 19:00 (CET)","30051","0","627","29424"
"11.01.2015 19:00 - 11.01.2015 19:15 (CET)","30019","0","626","29393"
"11.01.2015 19:15 - 11.01.2015 19:30 (CET)","30023","0","628","29395"
"11.01.2015 19:30 - 11.01.2015 19:45 (CET)","30010","0","629","29381"
"11.01.2015 19:45 - 11.01.2015 20:00 (CET)","30033","0","631","29402"
"11.01.2015 20:00 - 11.01.2015 20:15 (CET)","30455","0","631","29824"
"11.01.2015 20:15 - 11.01.2015 20:30 (CET)","30473","0","632","29841"
"11.01.2015 20:30 - 11.01.2015 20:45 (CET)","30490","0","632","29858"
"11.01.2015 20:45 - 11.01.2015 21:00 (CET)","30555","0","634","29921"
"11.01.2015 21:00 - 11.01.2015 21:15 (CET)","30556","0","634","29922"
"11.01.2015 21:15 - 11.01.2015 21:30 (CET)","30594","0","635","29959"
"11.01.2015 21:30 - 11.01.2015 21:45 (CET)","30609","0","635","29974"
"11.01.2015 21:45 - 11.01.2015 22:00 (CET)","30710","0","636","30074"
"11.01.2015 22:00 - 11.01.2015 22:15 (CET)","30726","0","636","30090"
"11.01.2015 22:15 - 11.01.2015 22:30 (CET)","30745","0","634","30111"
"11.01.2015 22:30 - 11.01.2015 22:45 (CET)","30784","0","633","30151"
"11.01.2015 22:45 - 11.01.2015 23:00 (CET)","30847","0","631","30216"
"11.01.2015 23:00 - 11.01.2015 23:15 (CET)","30850","0","629","30221"
"11.01.2015 23:15 - 11.01.2015 23:30 (CET)","30857","0","631","30226"
"11.01.2015 23:30 - 11.01.2015 23:45 (CET)","30894","0","633","30261"
"11.01.2015 23:45 - 12.01.2015 00:00 (CET)","30926","0","634","30292"
"12.01.2015 00:00 - 12.01.2015 00:15 (CET)","29460","0","637","28823"
"12.01.2015 00:15 - 12.01.2015 00:30 (CET)","29423","0","638","28785"
"12.01.2015 00:30 - 12.01.2015 00:45 (CET)","29372","0","638","28734"
"12.01.2015 00:45 - 12.01.2015 01:00 (CET)","29334","0","638","28696"
"12.01.2015 01:00 - 12.01.2015 01:15 (CET)","28250","0","638","27612"
"12.01.2015 01:15 - 12.01.2015 01:30 (CET)","28160","0","638","27522"
"12.01.2015 01:30 - 12.01.2015 01:45 (CET)","28046","0","638","27408"
"12.01.2015 01:45 - 12.01.2015 02:00 (CET)","27936","0","639","27297"
"12.01.2015 02:00 - 12.01.2015 02:15 (CET)","27859","0","639","27220"
"12.01.2015 02:15 - 12.01.2015 02:30 (CET)","27791","0","639","27152"
"12.01.2015 02:30 - 12.01.2015 02:45 (CET)","27726","0","638","27088"
"12.01.2015 02:45 - 12.01.2015 03:00 (CET)","27661","0","638","27023"
"12.01.2015 03:00 - 12.01.2015 03:15 (CET)","27583","0","638","26945"
"12.01.2015 03:15 - 12.01.2015 03:30 (CET)","27542","0","638","26904"
"12.01.2015 03:30 - 12.01.2015 03:45 (CET)","27521","0","638","26883"
"12.01.2015 03:45 - 12.01.2015 04:00 (CET)","27493","0","639","26854"
"12.01.2015 04:00 - 12.01.2015 04:15 (CET)","27504","0","640","26864"
"12.01.2015 04:15 - 12.01.2015 04:30 (CET)","27511","0","640","26871"
"12.01.2015 04:30 - 12.01.2015 04:45 (CET)","27529","0","640","26889"
"12.01.2015 04:45 - 12.01.2015 05:00 (CET)","27542","0","640","26902"
"12.01.2015 05:00 - 12.01.2015 05:15 (CET)","27570","0","636","26934"
"12.01.2015 05:15 - 12.01.2015 05:30 (CET)","27632","0","637","26995"
"12.01.2015 05:30 - 12.01.2015 05:45 (CET)","27705","0","637","27068"
"12.01.2015 05:45 - 12.01.2015 06:00 (CET)","27777","0","637","27140"
"12.01.2015 06:00 - 12.01.2015 06:15 (CET)","27823","0","637","27186"
"12.01.2015 06:15 - 12.01.2015 06:30 (CET)","27888","0","638","27250"
"12.01.2015 06:30 - 12.01.2015 06:45 (CET)","27971","0","638","27333"
"12.01.2015 06:45 - 12.01.2015 07:00 (CET)","28049","0","637","27412"
"12.01.2015 07:00 - 12.01.2015 07:15 (CET)","28153","0","637","27516"
"12.01.2015 07:15 - 12.01.2015 07:30 (CET)","28288","1","637","27650"
"12.01.2015 07:30 - 12.01.2015 07:45 (CET)","28439","1","637","27801"
"12.01.2015 07:45 - 12.01.2015 08:00 (CET)","28587","2","638","27947"
"12.01.2015 08:00 - 12.01.2015 08:15 (CET)","28728","15","638","28075"
"12.01.2015 08:15 - 12.01.2015 08:30 (CET)","28895","44","639","28212"
"12.01.2015 08:30 - 12.01.2015 08:45 (CET)","29095","96","639","28360"
"12.01.2015 08:45 - 12.01.2015 09:00 (CET)","29368","218","639","28511"
"12.01.2015 09:00 - 12.01.2015 09:15 (CET)","29662","391","639","28632"
"12.01.2015 09:15 - 12.01.2015 09:30 (CET)","30007","618","633","28756"
"12.01.2015 09:30 - 12.01.2015 09:45 (CET)","30386","867","626","28893"
"12.01.2015 09:45 - 12.01.2015 10:00 (CET)","30768","1110","621","29037"
"12.01.2015 10:00 - 12.01.2015 10:15 (CET)","31113","1350","614","29149"
"12.01.2015 10:15 - 12.01.2015 10:30 (CET)","31477","1613","617","29247"
"12.01.2015 10:30 - 12.01.2015 10:45 (CET)","31875","1894","621","29360"
"12.01.2015 10:45 - 12.01.2015 11:00 (CET)","32236","2163","624","29449"
"12.01.2015 11:00 - 12.01.2015 11:15 (CET)","32536","2393","628","29515"
"12.01.2015 11:15 - 12.01.2015 11:30 (CET)","32833","2600","632","29601"
"12.01.2015 11:30 - 12.01.2015 11:45 (CET)","33091","2750","634","29707"
"12.01.2015 11:45 - 12.01.2015 12:00 (CET)","33286","2854","636","29796"
"12.01.2015 12:00 - 12.01.2015 12:15 (CET)","33358","2875","625","29858"
"12.01.2015 12:15 - 12.01.2015 12:30 (CET)","33387","2902","622","29863"
"12.01.2015 12:30 - 12.01.2015 12:45 (CET)","33362","2896","618","29848"
"12.01.2015 12:45 - 12.01.2015 13:00 (CET)","33264","2824","614","29826"
"12.01.2015 13:00 - 12.01.2015 13:15 (CET)","33163","2769","610","29784"
"12.01.2015 13:15 - 12.01.2015 13:30 (CET)","33020","2671","612","29737"
"12.01.2015 13:30 - 12.01.2015 13:45 (CET)","32839","2541","613","29685"
"12.01.2015 13:45 - 12.01.2015 14:00 (CET)","32648","2390","615","29643"
"12.01.2015 14:00 - 12.01.2015 14:15 (CET)","32410","2198","617","29595"
"12.01.2015 14:15 - 12.01.2015 14:30 (CET)","32171","2016","622","29533"
"12.01.2015 14:30 - 12.01.2015 14:45 (CET)","31901","1835","627","29439"
"12.01.2015 14:45 - 12.01.2015 15:00 (CET)","31583","1612","632","29339"
"12.01.2015 15:00 - 12.01.2015 15:15 (CET)","31297","1372","637","29288"
"12.01.2015 15:15 - 12.01.2015 15:30 (CET)","31001","1112","637","29252"
"12.01.2015 15:30 - 12.01.2015 15:45 (CET)","30695","848","637","29210"
"12.01.2015 15:45 - 12.01.2015 16:00 (CET)","30424","620","637","29167"
"12.01.2015 16:00 - 12.01.2015 16:15 (CET)","30162","412","635","29115"
"12.01.2015 16:15 - 12.01.2015 16:30 (CET)","29907","237","636","29034"
"12.01.2015 16:30 - 12.01.2015 16:45 (CET)","29676","98","636","28942"
"12.01.2015 16:45 - 12.01.2015 17:00 (CET)","29516","32","636","28848"
"12.01.2015 17:00 - 12.01.2015 17:15 (CET)","29403","6","637","28760"
"12.01.2015 17:15 - 12.01.2015 17:30 (CET)","29319","4","637","28678"
"12.01.2015 17:30 - 12.01.2015 17:45 (CET)","29242","2","637","28603"
"12.01.2015 17:45 - 12.01.2015 18:00 (CET)","29165","0","639","28526"
"12.01.2015 18:00 - 12.01.2015 18:15 (CET)","29097","0","639","28458"
"12.01.2015 18:15 - 12.01.2015 18:30 (CET)","29016","0","639","28377"
"12.01.2015 18:30 - 12.01.2015 18:45 (CET)","28912","0","639","28273"
"12.01.2015 18:45 - 12.01.2015 19:00 (CET)","28801","0","639","28162"
"12.01.2015 19:00 - 12.01.2015 19:15 (CET)","28690","0","639","28051"
"12.01.2015 19:15 - 12.01.2015 19:30 (CET)","28561","0","638","27923"
"12.01.2015 19:30 - 12.01.2015 19:45 (CET)","28417","0","635","27782"
"12.01.2015 19:45 - 12.01.2015 20:00 (CET)","28270","0","633","27637"
"12.01.2015 20:00 - 12.01.2015 20:15 (CET)","28441","0","631","27810"
"12.01.2015 20:15 - 12.01.2015 20:30 (CET)","28235","0","626","27609"
"12.01.2015 20:30 - 12.01.2015 20:45 (CET)","28012","0","622","27390"
"12.01.2015 20:45 - 12.01.2015 21:00 (CET)","27784","0","616","27168"
"12.01.2015 21:00 - 12.01.2015 21:15 (CET)","27554","0","608","26946"
"12.01.2015 21:15 - 12.01.2015 21:30 (CET)","27328","0","597","26731"
"12.01.2015 21:30 - 12.01.2015 21:45 (CET)","27101","0","585","26516"
"12.01.2015 21:45 - 12.01.2015 22:00 (CET)","26873","0","574","26299"
"12.01.2015 22:00 - 12.01.2015 22:15 (CET)","26643","0","570","26073"
"12.01.2015 22:15 - 12.01.2015 22:30 (CET)","26353","0","540","25813"
"12.01.2015 22:30 - 12.01.2015 22:45 (CET)","26050","0","509","25541"
"12.01.2015 22:45 - 12.01.2015 23:00 (CET)","25753","0","481","25272"
"12.01.2015 23:00 - 12.01.2015 23:15 (CET)","25553","0","548","25005"
"12.01.2015 23:15 - 12.01.2015 23:30 (CET)","25261","0","526","24735"
"12.01.2015 23:30 - 12.01.2015 23:45 (CET)","24963","0","502","24461"
"12.01.2015 23:45 - 13.01.2015 00:00 (CET)","24666","0","479","24187"
"13.01.2015 00:00 - 13.01.2015 00:15 (CET)","24093","0","451","23642"
"13.01.2015 00:15 - 13.01.2015 00:30 (CET)","23811","0","420","23391"
"13.01.2015 00:30 - 13.01.2015 00:45 (CET)","23516","0","391","23125"
"13.01.2015 00:45 - 13.01.2015 01:00 (CET)","23222","0","359","22863"
"13.01.2015 01:00 - 13.01.2015 01:15 (CET)","22082","0","333","21749"
"13.01.2015 01:15 - 13.01.2015 01:30 (CET)","21936","0","313","21623"
"13.01.2015 01:30 - 13.01.2015 01:45 (CET)","21804","0","297","21507"
"13.01.2015 01:45 - 13.01.2015 02:00 (CET)","21669","0","278","21391"
"13.01.2015 02:00 - 13.01.2015 02:15 (CET)","21600","0","271","21329"
"13.01.2015 02:15 - 13.01.2015 02:30 (CET)","21592","0","272","21320"
"13.01.2015 02:30 - 13.01.2015 02:45 (CET)","21593","0","275","21318"
"13.01.2015 02:45 - 13.01.2015 03:00 (CET)","21594","0","278","21316"
"13.01.2015 03:00 - 13.01.2015 03:15 (CET)","21655","0","307","21348"
"13.01.2015 03:15 - 13.01.2015 03:30 (CET)","21754","0","328","21426"
"13.01.2015 03:30 - 13.01.2015 03:45 (CET)","21857","0","346","21511"
"13.01.2015 03:45 - 13.01.2015 04:00 (CET)","21957","0","368","21589"
"13.01.2015 04:00 - 13.01.2015 04:15 (CET)","22157","0","426","21731"
"13.01.2015 04:15 - 13.01.2015 04:30 (CET)","22316","0","445","21871"
"13.01.2015 04:30 - 13.01.2015 04:45 (CET)","22477","0","464","22013"
"13.01.2015 04:45 - 13.01.2015 05:00 (CET)","22638","0","484","22154"
"13.01.2015 05:00 - 13.01.2015 05:15 (CET)","22760","0","497","22263"
"13.01.2015 05:15 - 13.01.2015 05:30 (CET)","22853","0","496","22357"
"13.01.2015 05:30 - 13.01.2015 05:45 (CET)","22932","0","494","22438"
"13.01.2015 05:45 - 13.01.2015 06:00 (CET)","23006","0","492","22514"
"13.01.2015 06:00 - 13.01.2015 06:15 (CET)","23078","0","491","22587"
"13.01.2015 06:15 - 13.01.2015 06:30 (CET)","23141","0","492","22649"
"13.01.2015 06:30 - 13.01.2015 06:45 (CET)","23202","0","493","22709"
"13.01.2015 06:45 - 13.01.2015 07:00 (CET)","23271","0","492","22779"
"13.01.2015 07:00 - 13.01.2015 07:15 (CET)","23286","1","495","22790"
"13.01.2015 07:15 - 13.01.2015 07:30 (CET)","23217","2","497","22718"
"13.01.2015 07:30 - 13.01.2015 07:45 (CET)","23155","2","499","22654"
"13.01.2015 07:45 - 13.01.2015 08:00 (CET)","23081","4","503","22574"
"13.01.2015 08:00 - 13.01.2015 08:15 (CET)","23058","47","507","22504"
"13.01.2015 08:15 - 13.01.2015 08:30 (CET)","23170","180","517","22473"
"13.01.2015 08:30 - 13.01.2015 08:45 (CET)","23493","520","525","22448"
"13.01.2015 08:45 - 13.01.2015 09:00 (CET)","24232","1284","534","22414"
"13.01.2015 09:00 - 13.01.2015 09:15 (CET)","25125","2154","545","22426"
"13.01.2015 09:15 - 13.01.2015 09:30 (CET)","26023","3049","558","22416"
"13.01.2015 09:30 - 13.01.2015 09:45 (CET)","26923","3956","569","22398"
"13.01.2015 09:45 - 13.01.2015 10:00 (CET)","27926","4953","583","22390"
"13.01.2015 10:00 - 13.01.2015 10:15 (CET)","28896","5940","591","22365"
"13.01.2015 10:15 - 13.01.2015 10:30 (CET)","29786","6903","594","22289"
"13.01.2015 10:30 - 13.01.2015 10:45 (CET)","30590","7812","597","22181"
"13.01.2015 10:45 - 13.01.2015 11:00 (CET)","31237","8552","598","22087"
"13.01.2015 11:00 - 13.01.2015 11:15 (CET)","31830","9218","599","22013"
"13.01.2015 11:15 - 13.01.2015 11:30 (CET)","32355","9821","602","21932"
"13.01.2015 11:30 - 13.01.2015 11:45 (CET)","32826","10386","604","21836"
"13.01.2015 11:45 - 13.01.2015 12:00 (CET)","32901","10529","605","21767"
"13.01.2015 12:00 - 13.01.2015 12:15 (CET)","32937","10590","612","21735"
"13.01.2015 12:15 - 13.01.2015 12:30 (CET)","32921","10554","614","21753"
"13.01.2015 12:30 - 13.01.2015 12:45 (CET)","32817","10457","614","21746"
"13.01.2015 12:45 - 13.01.2015 13:00 (CET)","32476","10132","614","21730"
"13.01.2015 13:00 - 13.01.2015 13:15 (CET)","32063","9721","614","21728"
"13.01.2015 13:15 - 13.01.2015 13:30 (CET)","31571","9214","609","21748"
"13.01.2015 13:30 - 13.01.2015 13:45 (CET)","31011","8635","607","21769"
"13.01.2015 13:45 - 13.01.2015 14:00 (CET)","30362","7981","601","21780"
"13.01.2015 14:00 - 13.01.2015 14:15 (CET)","29606","7277","597","21732"
"13.01.2015 14:15 - 13.01.2015 14:30 (CET)","28718","6514","591","21613"
"13.01.2015 14:30 - 13.01.2015 14:45 (CET)","27734","5692","582","21460"
"13.01.2015 14:45 - 13.01.2015 15:00 (CET)","26682","4829","576","21277"
"13.01.2015 15:00 - 13.01.2015 15:15 (CET)","25668","3950","566","21152"
"13.01.2015 15:15 - 13.01.2015 15:30 (CET)","24700","3090","553","21057"
"13.01.2015 15:30 - 13.01.2015 15:45 (CET)","23717","2263","540","20914"
"13.01.2015 15:45 - 13.01.2015 16:00 (CET)","22819","1575","525","20719"
"13.01.2015 16:00 - 13.01.2015 16:15 (CET)","22033","967","506","20560"
"13.01.2015 16:15 - 13.01.2015 16:30 (CET)","21380","495","499","20386"
"13.01.2015 16:30 - 13.01.2015 16:45 (CET)","20847","162","492","20193"
"13.01.2015 16:45 - 13.01.2015 17:00 (CET)","20534","52","484","19998"
"13.01.2015 17:00 - 13.01.2015 17:15 (CET)","20264","2","475","19787"
"13.01.2015 17:15 - 13.01.2015 17:30 (CET)","20107","2","475","19630"
"13.01.2015 17:30 - 13.01.2015 17:45 (CET)","19953","1","475","19477"
"13.01.2015 17:45 - 13.01.2015 18:00 (CET)","19836","0","476","19360"
"13.01.2015 18:00 - 13.01.2015 18:15 (CET)","19689","0","478","19211"
"13.01.2015 18:15 - 13.01.2015 18:30 (CET)","19505","0","487","19018"
"13.01.2015 18:30 - 13.01.2015 18:45 (CET)","19292","0","495","18797"
"13.01.2015 18:45 - 13.01.2015 19:00 (CET)","19096","0","502","18594"
"13.01.2015 19:00 - 13.01.2015 19:15 (CET)","18876","0","512","18364"
"13.01.2015 19:15 - 13.01.2015 19:30 (CET)","18685","0","522","18163"
"13.01.2015 19:30 - 13.01.2015 19:45 (CET)","18533","0","534","17999"
"13.01.2015 19:45 - 13.01.2015 20:00 (CET)","18376","0","544","17832"
"13.01.2015 20:00 - 13.01.2015 20:15 (CET)","18535","0","553","17982"
"13.01.2015 20:15 - 13.01.2015 20:30 (CET)","18306","0","556","17750"
"13.01.2015 20:30 - 13.01.2015 20:45 (CET)","18078","0","560","17518"
"13.01.2015 20:45 - 13.01.2015 21:00 (CET)","17841","0","563","17278"
"13.01.2015 21:00 - 13.01.2015 21:15 (CET)","17660","0","565","17095"
"13.01.2015 21:15 - 13.01.2015 21:30 (CET)","17502","0","569","16933"
"13.01.2015 21:30 - 13.01.2015 21:45 (CET)","17354","0","573","16781"
"13.01.2015 21:45 - 13.01.2015 22:00 (CET)","17197","0","577","16620"
"13.01.2015 22:00 - 13.01.2015 22:15 (CET)","17071","0","571","16500"
"13.01.2015 22:15 - 13.01.2015 22:30 (CET)","16921","0","578","16343"
"13.01.2015 22:30 - 13.01.2015 22:45 (CET)","16771","0","587","16184"
"13.01.2015 22:45 - 13.01.2015 23:00 (CET)","16603","0","597","16006"
"13.01.2015 23:00 - 13.01.2015 23:15 (CET)","16394","0","520","15874"
"13.01.2015 23:15 - 13.01.2015 23:30 (CET)","16257","0","535","15722"
"13.01.2015 23:30 - 13.01.2015 23:45 (CET)","16110","0","550","15560"
"13.01.2015 23:45 - 14.01.2015 00:00 (CET)","15962","0","564","15398"
"14.01.2015 00:00 - 14.01.2015 00:15 (CET)","15884","0","578","15306"
"14.01.2015 00:15 - 14.01.2015 00:30 (CET)","15833","0","583","15250"
"14.01.2015 00:30 - 14.01.2015 00:45 (CET)","15829","0","587","15242"
"14.01.2015 00:45 - 14.01.2015 01:00 (CET)","15831","0","593","15238"
"14.01.2015 01:00 - 14.01.2015 01:15 (CET)","18573","0","596","17977"
"14.01.2015 01:15 - 14.01.2015 01:30 (CET)","18419","0","596","17823"
"14.01.2015 01:30 - 14.01.2015 01:45 (CET)","18234","0","595","17639"
"14.01.2015 01:45 - 14.01.2015 02:00 (CET)","18051","0","594","17457"
"14.01.2015 02:00 - 14.01.2015 02:15 (CET)","17871","0","592","17279"
"14.01.2015 02:15 - 14.01.2015 02:30 (CET)","17740","0","590","17150"
"14.01.2015 02:30 - 14.01.2015 02:45 (CET)","17668","0","588","17080"
