"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"10.07.2015 10:45 - 10.07.2015 11:00 (CEST)","35491","20522","1134","13835"
"10.07.2015 11:00 - 10.07.2015 11:15 (CEST)","36113","21215","1083","13815"
"10.07.2015 11:15 - 10.07.2015 11:30 (CEST)","36566","21826","1039","13701"
"10.07.2015 11:30 - 10.07.2015 11:45 (CEST)","36936","22381","994","13561"
"10.07.2015 11:45 - 10.07.2015 12:00 (CEST)","37206","22811","949","13446"
"10.07.2015 12:00 - 10.07.2015 12:15 (CEST)","37391","23193","891","13307"
"10.07.2015 12:15 - 10.07.2015 12:30 (CEST)","37474","23512","855","13107"
"10.07.2015 12:30 - 10.07.2015 12:45 (CEST)","37542","23789","821","12932"
"10.07.2015 12:45 - 10.07.2015 13:00 (CEST)","37458","23934","787","12737"
"10.07.2015 13:00 - 10.07.2015 13:15 (CEST)","37336","24030","753","12553"
"10.07.2015 13:15 - 10.07.2015 13:30 (CEST)","37148","24062","722","12364"
"10.07.2015 13:30 - 10.07.2015 13:45 (CEST)","36911","24053","689","12169"
"10.07.2015 13:45 - 10.07.2015 14:00 (CEST)","36562","23929","659","11974"
"10.07.2015 14:00 - 10.07.2015 14:15 (CEST)","36131","23733","628","11770"
"10.07.2015 14:15 - 10.07.2015 14:30 (CEST)","35614","23475","601","11538"
"10.07.2015 14:30 - 10.07.2015 14:45 (CEST)","35070","23179","573","11318"
"10.07.2015 14:45 - 10.07.2015 15:00 (CEST)","34369","22739","545","11085"
"10.07.2015 15:00 - 10.07.2015 15:15 (CEST)","33611","22231","500","10880"
"10.07.2015 15:15 - 10.07.2015 15:30 (CEST)","32779","21649","475","10655"
"10.07.2015 15:30 - 10.07.2015 15:45 (CEST)","31910","21011","451","10448"
"10.07.2015 15:45 - 10.07.2015 16:00 (CEST)","30930","20257","429","10244"
"10.07.2015 16:00 - 10.07.2015 16:15 (CEST)","29856","19444","409","10003"
"10.07.2015 16:15 - 10.07.2015 16:30 (CEST)","28694","18566","393","9735"
"10.07.2015 16:30 - 10.07.2015 16:45 (CEST)","27466","17618","380","9468"
"10.07.2015 16:45 - 10.07.2015 17:00 (CEST)","26139","16566","376","9197"
"10.07.2015 17:00 - 10.07.2015 17:15 (CEST)","24698","15440","361","8897"
"10.07.2015 17:15 - 10.07.2015 17:30 (CEST)","23158","14242","350","8566"
"10.07.2015 17:30 - 10.07.2015 17:45 (CEST)","21553","12982","337","8234"
"10.07.2015 17:45 - 10.07.2015 18:00 (CEST)","19904","11655","322","7927"
"10.07.2015 18:00 - 10.07.2015 18:15 (CEST)","18194","10319","311","7564"
"10.07.2015 18:15 - 10.07.2015 18:30 (CEST)","16460","8988","303","7169"
"10.07.2015 18:30 - 10.07.2015 18:45 (CEST)","14737","7676","294","6767"
"10.07.2015 18:45 - 10.07.2015 19:00 (CEST)","13121","6456","285","6380"
"10.07.2015 19:00 - 10.07.2015 19:15 (CEST)","11629","5325","278","6026"
"10.07.2015 19:15 - 10.07.2015 19:30 (CEST)","10258","4300","272","5686"
"10.07.2015 19:30 - 10.07.2015 19:45 (CEST)","9040","3399","267","5374"
"10.07.2015 19:45 - 10.07.2015 20:00 (CEST)","8028","2684","263","5081"
"10.07.2015 20:00 - 10.07.2015 20:15 (CEST)","7129","2085","259","4785"
"10.07.2015 20:15 - 10.07.2015 20:30 (CEST)","6307","1516","254","4537"
"10.07.2015 20:30 - 10.07.2015 20:45 (CEST)","5524","957","251","4316"
"10.07.2015 20:45 - 10.07.2015 21:00 (CEST)","4913","588","244","4081"
"10.07.2015 21:00 - 10.07.2015 21:15 (CEST)","4461","321","240","3900"
"10.07.2015 21:15 - 10.07.2015 21:30 (CEST)","4135","145","238","3752"
"10.07.2015 21:30 - 10.07.2015 21:45 (CEST)","3901","27","236","3638"
"10.07.2015 21:45 - 10.07.2015 22:00 (CEST)","3751","7","231","3513"
"10.07.2015 22:00 - 10.07.2015 22:15 (CEST)","3640","0","230","3410"
"10.07.2015 22:15 - 10.07.2015 22:30 (CEST)","3552","0","226","3326"
"10.07.2015 22:30 - 10.07.2015 22:45 (CEST)","3472","0","226","3246"
"10.07.2015 22:45 - 10.07.2015 23:00 (CEST)","3384","0","225","3159"
"10.07.2015 23:00 - 10.07.2015 23:15 (CEST)","3307","0","227","3080"
"10.07.2015 23:15 - 10.07.2015 23:30 (CEST)","3283","0","229","3054"
"10.07.2015 23:30 - 10.07.2015 23:45 (CEST)","3261","0","227","3034"
"10.07.2015 23:45 - 11.07.2015 00:00 (CEST)","3239","0","226","3013"
"11.07.2015 00:00 - 11.07.2015 00:15 (CEST)","2863","0","199","2664"
"11.07.2015 00:15 - 11.07.2015 00:30 (CEST)","2870","0","201","2669"
"11.07.2015 00:30 - 11.07.2015 00:45 (CEST)","2883","0","206","2677"
"11.07.2015 00:45 - 11.07.2015 01:00 (CEST)","2886","0","209","2677"
"11.07.2015 01:00 - 11.07.2015 01:15 (CEST)","2887","0","214","2673"
"11.07.2015 01:15 - 11.07.2015 01:30 (CEST)","2855","0","220","2635"
"11.07.2015 01:30 - 11.07.2015 01:45 (CEST)","2827","0","228","2599"
"11.07.2015 01:45 - 11.07.2015 02:00 (CEST)","2791","0","233","2558"
"11.07.2015 02:00 - 11.07.2015 02:15 (CEST)","2783","0","238","2545"
"11.07.2015 02:15 - 11.07.2015 02:30 (CEST)","2746","0","243","2503"
"11.07.2015 02:30 - 11.07.2015 02:45 (CEST)","2733","0","246","2487"
"11.07.2015 02:45 - 11.07.2015 03:00 (CEST)","2721","0","250","2471"
"11.07.2015 03:00 - 11.07.2015 03:15 (CEST)","2692","0","254","2438"
"11.07.2015 03:15 - 11.07.2015 03:30 (CEST)","2632","0","258","2374"
"11.07.2015 03:30 - 11.07.2015 03:45 (CEST)","2572","0","263","2309"
"11.07.2015 03:45 - 11.07.2015 04:00 (CEST)","2514","0","265","2249"
"11.07.2015 04:00 - 11.07.2015 04:15 (CEST)","2470","0","266","2204"
"11.07.2015 04:15 - 11.07.2015 04:30 (CEST)","2434","0","265","2169"
"11.07.2015 04:30 - 11.07.2015 04:45 (CEST)","2395","0","270","2125"
"11.07.2015 04:45 - 11.07.2015 05:00 (CEST)","2376","0","272","2104"
"11.07.2015 05:00 - 11.07.2015 05:15 (CEST)","2336","20","242","2074"
"11.07.2015 05:15 - 11.07.2015 05:30 (CEST)","2351","89","234","2028"
"11.07.2015 05:30 - 11.07.2015 05:45 (CEST)","2444","214","230","2000"
"11.07.2015 05:45 - 11.07.2015 06:00 (CEST)","2632","465","223","1944"
"11.07.2015 06:00 - 11.07.2015 06:15 (CEST)","2931","805","219","1907"
"11.07.2015 06:15 - 11.07.2015 06:30 (CEST)","3323","1230","217","1876"
"11.07.2015 06:30 - 11.07.2015 06:45 (CEST)","3818","1753","216","1849"
"11.07.2015 06:45 - 11.07.2015 07:00 (CEST)","4591","2553","213","1825"
"11.07.2015 07:00 - 11.07.2015 07:15 (CEST)","5516","3513","213","1790"
"11.07.2015 07:15 - 11.07.2015 07:30 (CEST)","6483","4544","214","1725"
"11.07.2015 07:30 - 11.07.2015 07:45 (CEST)","7525","5653","216","1656"
"11.07.2015 07:45 - 11.07.2015 08:00 (CEST)","8674","6858","219","1597"
"11.07.2015 08:00 - 11.07.2015 08:15 (CEST)","9862","8097","220","1545"
"11.07.2015 08:15 - 11.07.2015 08:30 (CEST)","11056","9356","226","1474"
"11.07.2015 08:30 - 11.07.2015 08:45 (CEST)","12222","10614","232","1376"
"11.07.2015 08:45 - 11.07.2015 09:00 (CEST)","13447","11915","237","1295"
"11.07.2015 09:00 - 11.07.2015 09:15 (CEST)","14650","13165","242","1243"
"11.07.2015 09:15 - 11.07.2015 09:30 (CEST)","15838","14365","250","1223"
"11.07.2015 09:30 - 11.07.2015 09:45 (CEST)","16986","15513","259","1214"
"11.07.2015 09:45 - 11.07.2015 10:00 (CEST)","18060","16597","266","1197"
"11.07.2015 10:00 - 11.07.2015 10:15 (CEST)","19089","17609","261","1219"
"11.07.2015 10:15 - 11.07.2015 10:30 (CEST)","20056","18584","270","1202"
"11.07.2015 10:30 - 11.07.2015 10:45 (CEST)","20962","19482","276","1204"
"11.07.2015 10:45 - 11.07.2015 11:00 (CEST)","21784","20273","288","1223"
"11.07.2015 11:00 - 11.07.2015 11:15 (CEST)","22516","20983","294","1239"
"11.07.2015 11:15 - 11.07.2015 11:30 (CEST)","23152","21608","290","1254"
"11.07.2015 11:30 - 11.07.2015 11:45 (CEST)","23737","22167","289","1281"
"11.07.2015 11:45 - 11.07.2015 12:00 (CEST)","24158","22595","283","1280"
"11.07.2015 12:00 - 11.07.2015 12:15 (CEST)","24549","22951","274","1324"
"11.07.2015 12:15 - 11.07.2015 12:30 (CEST)","24860","23252","263","1345"
"11.07.2015 12:30 - 11.07.2015 12:45 (CEST)","25147","23520","257","1370"
"11.07.2015 12:45 - 11.07.2015 13:00 (CEST)","25281","23676","246","1359"
"11.07.2015 13:00 - 11.07.2015 13:15 (CEST)","25382","23785","241","1356"
"11.07.2015 13:15 - 11.07.2015 13:30 (CEST)","25482","23867","239","1376"
"11.07.2015 13:30 - 11.07.2015 13:45 (CEST)","25530","23890","236","1404"
"11.07.2015 13:45 - 11.07.2015 14:00 (CEST)","25431","23777","233","1421"
"11.07.2015 14:00 - 11.07.2015 14:15 (CEST)","25278","23597","262","1419"
"11.07.2015 14:15 - 11.07.2015 14:30 (CEST)","25026","23355","264","1407"
"11.07.2015 14:30 - 11.07.2015 14:45 (CEST)","24716","23063","265","1388"
"11.07.2015 14:45 - 11.07.2015 15:00 (CEST)","24205","22599","269","1337"
"11.07.2015 15:00 - 11.07.2015 15:15 (CEST)","23729","22081","326","1322"
"11.07.2015 15:15 - 11.07.2015 15:30 (CEST)","23142","21485","333","1324"
"11.07.2015 15:30 - 11.07.2015 15:45 (CEST)","22507","20840","349","1318"
"11.07.2015 15:45 - 11.07.2015 16:00 (CEST)","21755","20082","357","1316"
"11.07.2015 16:00 - 11.07.2015 16:15 (CEST)","20935","19266","364","1305"
"11.07.2015 16:15 - 11.07.2015 16:30 (CEST)","20055","18369","373","1313"
"11.07.2015 16:30 - 11.07.2015 16:45 (CEST)","19104","17406","383","1315"
"11.07.2015 16:45 - 11.07.2015 17:00 (CEST)","18031","16330","392","1309"
"11.07.2015 17:00 - 11.07.2015 17:15 (CEST)","16891","15184","402","1305"
"11.07.2015 17:15 - 11.07.2015 17:30 (CEST)","15675","13968","404","1303"
"11.07.2015 17:30 - 11.07.2015 17:45 (CEST)","14421","12728","407","1286"
"11.07.2015 17:45 - 11.07.2015 18:00 (CEST)","13086","11406","409","1271"
"11.07.2015 18:00 - 11.07.2015 18:15 (CEST)","11792","10078","416","1298"
"11.07.2015 18:15 - 11.07.2015 18:30 (CEST)","10492","8767","429","1296"
"11.07.2015 18:30 - 11.07.2015 18:45 (CEST)","9214","7478","439","1297"
"11.07.2015 18:45 - 11.07.2015 19:00 (CEST)","8038","6285","453","1300"
"11.07.2015 19:00 - 11.07.2015 19:15 (CEST)","6931","5180","455","1296"
"11.07.2015 19:15 - 11.07.2015 19:30 (CEST)","5920","4174","449","1297"
"11.07.2015 19:30 - 11.07.2015 19:45 (CEST)","5025","3290","441","1294"
"11.07.2015 19:45 - 11.07.2015 20:00 (CEST)","4322","2591","432","1299"
"11.07.2015 20:00 - 11.07.2015 20:15 (CEST)","3743","1994","422","1327"
"11.07.2015 20:15 - 11.07.2015 20:30 (CEST)","3222","1441","418","1363"
"11.07.2015 20:30 - 11.07.2015 20:45 (CEST)","2740","915","413","1412"
"11.07.2015 20:45 - 11.07.2015 21:00 (CEST)","2469","562","409","1498"
"11.07.2015 21:00 - 11.07.2015 21:15 (CEST)","2310","303","405","1602"
"11.07.2015 21:15 - 11.07.2015 21:30 (CEST)","2332","134","402","1796"
"11.07.2015 21:30 - 11.07.2015 21:45 (CEST)","2422","24","399","1999"
"11.07.2015 21:45 - 11.07.2015 22:00 (CEST)","2605","5","397","2203"
"11.07.2015 22:00 - 11.07.2015 22:15 (CEST)","2806","0","395","2411"
"11.07.2015 22:15 - 11.07.2015 22:30 (CEST)","2972","0","386","2586"
"11.07.2015 22:30 - 11.07.2015 22:45 (CEST)","3125","0","374","2751"
"11.07.2015 22:45 - 11.07.2015 23:00 (CEST)","3303","0","363","2940"
"11.07.2015 23:00 - 11.07.2015 23:15 (CEST)","3329","0","263","3066"
"11.07.2015 23:15 - 11.07.2015 23:30 (CEST)","3380","0","259","3121"
"11.07.2015 23:30 - 11.07.2015 23:45 (CEST)","3457","0","255","3202"
"11.07.2015 23:45 - 12.07.2015 00:00 (CEST)","3515","0","251","3264"
"12.07.2015 00:00 - 12.07.2015 00:15 (CEST)","3302","0","261","3041"
"12.07.2015 00:15 - 12.07.2015 00:30 (CEST)","3306","0","270","3036"
"12.07.2015 00:30 - 12.07.2015 00:45 (CEST)","3295","0","276","3019"
"12.07.2015 00:45 - 12.07.2015 01:00 (CEST)","3295","0","283","3012"
"12.07.2015 01:00 - 12.07.2015 01:15 (CEST)","3289","0","286","3003"
"12.07.2015 01:15 - 12.07.2015 01:30 (CEST)","3289","0","292","2997"
"12.07.2015 01:30 - 12.07.2015 01:45 (CEST)","3267","0","296","2971"
"12.07.2015 01:45 - 12.07.2015 02:00 (CEST)","3251","0","303","2948"
"12.07.2015 02:00 - 12.07.2015 02:15 (CEST)","3548","0","309","3239"
"12.07.2015 02:15 - 12.07.2015 02:30 (CEST)","3545","0","310","3235"
"12.07.2015 02:30 - 12.07.2015 02:45 (CEST)","3547","0","313","3234"
"12.07.2015 02:45 - 12.07.2015 03:00 (CEST)","3547","0","313","3234"
"12.07.2015 03:00 - 12.07.2015 03:15 (CEST)","3557","0","317","3240"
"12.07.2015 03:15 - 12.07.2015 03:30 (CEST)","3585","0","329","3256"
"12.07.2015 03:30 - 12.07.2015 03:45 (CEST)","3605","0","338","3267"
"12.07.2015 03:45 - 12.07.2015 04:00 (CEST)","3636","0","349","3287"
"12.07.2015 04:00 - 12.07.2015 04:15 (CEST)","3669","0","355","3314"
"12.07.2015 04:15 - 12.07.2015 04:30 (CEST)","3683","0","368","3315"
"12.07.2015 04:30 - 12.07.2015 04:45 (CEST)","3695","0","385","3310"
"12.07.2015 04:45 - 12.07.2015 05:00 (CEST)","3711","0","400","3311"
"12.07.2015 05:00 - 12.07.2015 05:15 (CEST)","3835","15","512","3308"
"12.07.2015 05:15 - 12.07.2015 05:30 (CEST)","3887","71","518","3298"
"12.07.2015 05:30 - 12.07.2015 05:45 (CEST)","3977","180","523","3274"
"12.07.2015 05:45 - 12.07.2015 06:00 (CEST)","4190","397","530","3263"
"12.07.2015 06:00 - 12.07.2015 06:15 (CEST)","4491","725","535","3231"
"12.07.2015 06:15 - 12.07.2015 06:30 (CEST)","4851","1149","538","3164"
"12.07.2015 06:30 - 12.07.2015 06:45 (CEST)","5267","1637","545","3085"
"12.07.2015 06:45 - 12.07.2015 07:00 (CEST)","5911","2358","549","3004"
"12.07.2015 07:00 - 12.07.2015 07:15 (CEST)","6701","3197","552","2952"
"12.07.2015 07:15 - 12.07.2015 07:30 (CEST)","7553","4126","554","2873"
"12.07.2015 07:30 - 12.07.2015 07:45 (CEST)","8463","5119","554","2790"
"12.07.2015 07:45 - 12.07.2015 08:00 (CEST)","9411","6163","556","2692"
"12.07.2015 08:00 - 12.07.2015 08:15 (CEST)","10415","7241","555","2619"
"12.07.2015 08:15 - 12.07.2015 08:30 (CEST)","11511","8339","555","2617"
"12.07.2015 08:30 - 12.07.2015 08:45 (CEST)","12612","9432","555","2625"
"12.07.2015 08:45 - 12.07.2015 09:00 (CEST)","13740","10537","554","2649"
"12.07.2015 09:00 - 12.07.2015 09:15 (CEST)","14831","11616","558","2657"
"12.07.2015 09:15 - 12.07.2015 09:30 (CEST)","15887","12651","564","2672"
"12.07.2015 09:30 - 12.07.2015 09:45 (CEST)","16862","13610","571","2681"
"12.07.2015 09:45 - 12.07.2015 10:00 (CEST)","17725","14462","577","2686"
"12.07.2015 10:00 - 12.07.2015 10:15 (CEST)","18546","15233","588","2725"
"12.07.2015 10:15 - 12.07.2015 10:30 (CEST)","19335","15917","605","2813"
"12.07.2015 10:30 - 12.07.2015 10:45 (CEST)","20068","16519","623","2926"
"12.07.2015 10:45 - 12.07.2015 11:00 (CEST)","20671","17027","638","3006"
"12.07.2015 11:00 - 12.07.2015 11:15 (CEST)","21228","17455","658","3115"
"12.07.2015 11:15 - 12.07.2015 11:30 (CEST)","21766","17802","681","3283"
"12.07.2015 11:30 - 12.07.2015 11:45 (CEST)","22266","18089","704","3473"
"12.07.2015 11:45 - 12.07.2015 12:00 (CEST)","22647","18258","728","3661"
"12.07.2015 12:00 - 12.07.2015 12:15 (CEST)","22981","18368","749","3864"
"12.07.2015 12:15 - 12.07.2015 12:30 (CEST)","23301","18430","773","4098"
"12.07.2015 12:30 - 12.07.2015 12:45 (CEST)","23564","18423","794","4347"
"12.07.2015 12:45 - 12.07.2015 13:00 (CEST)","23696","18279","816","4601"
"12.07.2015 13:00 - 12.07.2015 13:15 (CEST)","23755","18062","839","4854"
"12.07.2015 13:15 - 12.07.2015 13:30 (CEST)","23731","17784","858","5089"
"12.07.2015 13:30 - 12.07.2015 13:45 (CEST)","23675","17469","880","5326"
"12.07.2015 13:45 - 12.07.2015 14:00 (CEST)","23513","17040","902","5571"
"12.07.2015 14:00 - 12.07.2015 14:15 (CEST)","23252","16564","910","5778"
"12.07.2015 14:15 - 12.07.2015 14:30 (CEST)","22894","16044","921","5929"
"12.07.2015 14:30 - 12.07.2015 14:45 (CEST)","22504","15494","934","6076"
"12.07.2015 14:45 - 12.07.2015 15:00 (CEST)","21978","14809","944","6225"
"12.07.2015 15:00 - 12.07.2015 15:15 (CEST)","21300","14124","834","6342"
"12.07.2015 15:15 - 12.07.2015 15:30 (CEST)","20691","13422","845","6424"
"12.07.2015 15:30 - 12.07.2015 15:45 (CEST)","20050","12691","853","6506"
"12.07.2015 15:45 - 12.07.2015 16:00 (CEST)","19394","11937","861","6596"
"12.07.2015 16:00 - 12.07.2015 16:15 (CEST)","18671","11131","868","6672"
"12.07.2015 16:15 - 12.07.2015 16:30 (CEST)","17863","10288","876","6699"
"12.07.2015 16:30 - 12.07.2015 16:45 (CEST)","17050","9447","888","6715"
"12.07.2015 16:45 - 12.07.2015 17:00 (CEST)","16308","8674","896","6738"
"12.07.2015 17:00 - 12.07.2015 17:15 (CEST)","15545","7898","908","6739"
"12.07.2015 17:15 - 12.07.2015 17:30 (CEST)","14675","7125","909","6641"
"12.07.2015 17:30 - 12.07.2015 17:45 (CEST)","13823","6361","911","6551"
"12.07.2015 17:45 - 12.07.2015 18:00 (CEST)","12972","5617","916","6439"
"12.07.2015 18:00 - 12.07.2015 18:15 (CEST)","12177","4901","921","6355"
"12.07.2015 18:15 - 12.07.2015 18:30 (CEST)","11367","4217","923","6227"
"12.07.2015 18:30 - 12.07.2015 18:45 (CEST)","10579","3577","925","6077"
"12.07.2015 18:45 - 12.07.2015 19:00 (CEST)","9887","3037","928","5922"
"12.07.2015 19:00 - 12.07.2015 19:15 (CEST)","9279","2527","927","5825"
"12.07.2015 19:15 - 12.07.2015 19:30 (CEST)","8753","2053","922","5778"
"12.07.2015 19:30 - 12.07.2015 19:45 (CEST)","8254","1621","919","5714"
"12.07.2015 19:45 - 12.07.2015 20:00 (CEST)","7789","1241","916","5632"
"12.07.2015 20:00 - 12.07.2015 20:15 (CEST)","7353","866","906","5581"
"12.07.2015 20:15 - 12.07.2015 20:30 (CEST)","6939","546","887","5506"
"12.07.2015 20:30 - 12.07.2015 20:45 (CEST)","6609","302","869","5438"
"12.07.2015 20:45 - 12.07.2015 21:00 (CEST)","6391","161","852","5378"
"12.07.2015 21:00 - 12.07.2015 21:15 (CEST)","6224","69","830","5325"
"12.07.2015 21:15 - 12.07.2015 21:30 (CEST)","6112","28","803","5281"
"12.07.2015 21:30 - 12.07.2015 21:45 (CEST)","6038","9","775","5254"
"12.07.2015 21:45 - 12.07.2015 22:00 (CEST)","5977","2","746","5229"
"12.07.2015 22:00 - 12.07.2015 22:15 (CEST)","5918","0","710","5208"
"12.07.2015 22:15 - 12.07.2015 22:30 (CEST)","5863","0","682","5181"
"12.07.2015 22:30 - 12.07.2015 22:45 (CEST)","5812","0","653","5159"
"12.07.2015 22:45 - 12.07.2015 23:00 (CEST)","5754","0","624","5130"
"12.07.2015 23:00 - 12.07.2015 23:15 (CEST)","5779","0","657","5122"
"12.07.2015 23:15 - 12.07.2015 23:30 (CEST)","5762","0","614","5148"
"12.07.2015 23:30 - 12.07.2015 23:45 (CEST)","5752","0","570","5182"
"12.07.2015 23:45 - 13.07.2015 00:00 (CEST)","5759","0","531","5228"
"13.07.2015 00:00 - 13.07.2015 00:15 (CEST)","5898","0","494","5404"
"13.07.2015 00:15 - 13.07.2015 00:30 (CEST)","5882","0","473","5409"
"13.07.2015 00:30 - 13.07.2015 00:45 (CEST)","5885","0","452","5433"
"13.07.2015 00:45 - 13.07.2015 01:00 (CEST)","5868","0","429","5439"
"13.07.2015 01:00 - 13.07.2015 01:15 (CEST)","5883","0","411","5472"
"13.07.2015 01:15 - 13.07.2015 01:30 (CEST)","5887","0","396","5491"
"13.07.2015 01:30 - 13.07.2015 01:45 (CEST)","5895","0","385","5510"
"13.07.2015 01:45 - 13.07.2015 02:00 (CEST)","5929","0","372","5557"
"13.07.2015 02:00 - 13.07.2015 02:15 (CEST)","5978","0","358","5620"
"13.07.2015 02:15 - 13.07.2015 02:30 (CEST)","5955","0","347","5608"
"13.07.2015 02:30 - 13.07.2015 02:45 (CEST)","5929","0","338","5591"
"13.07.2015 02:45 - 13.07.2015 03:00 (CEST)","5915","0","328","5587"
"13.07.2015 03:00 - 13.07.2015 03:15 (CEST)","5895","0","307","5588"
"13.07.2015 03:15 - 13.07.2015 03:30 (CEST)","5850","0","299","5551"
"13.07.2015 03:30 - 13.07.2015 03:45 (CEST)","5804","0","287","5517"
"13.07.2015 03:45 - 13.07.2015 04:00 (CEST)","5786","0","277","5509"
"13.07.2015 04:00 - 13.07.2015 04:15 (CEST)","5594","0","142","5452"
"13.07.2015 04:15 - 13.07.2015 04:30 (CEST)","5518","0","142","5376"
"13.07.2015 04:30 - 13.07.2015 04:45 (CEST)","5430","0","142","5288"
"13.07.2015 04:45 - 13.07.2015 05:00 (CEST)","5351","0","142","5209"
"13.07.2015 05:00 - 13.07.2015 05:15 (CEST)","5290","7","138","5145"
"13.07.2015 05:15 - 13.07.2015 05:30 (CEST)","5260","32","136","5092"
"13.07.2015 05:30 - 13.07.2015 05:45 (CEST)","5270","85","129","5056"
"13.07.2015 05:45 - 13.07.2015 06:00 (CEST)","5303","162","125","5016"
"13.07.2015 06:00 - 13.07.2015 06:15 (CEST)","5392","288","119","4985"
"13.07.2015 06:15 - 13.07.2015 06:30 (CEST)","5524","480","113","4931"
"13.07.2015 06:30 - 13.07.2015 06:45 (CEST)","5709","721","105","4883"
"13.07.2015 06:45 - 13.07.2015 07:00 (CEST)","5979","1046","100","4833"
"13.07.2015 07:00 - 13.07.2015 07:15 (CEST)","6329","1410","97","4822"
"13.07.2015 07:15 - 13.07.2015 07:30 (CEST)","6708","1797","91","4820"
"13.07.2015 07:30 - 13.07.2015 07:45 (CEST)","7122","2203","85","4834"
"13.07.2015 07:45 - 13.07.2015 08:00 (CEST)","7543","2625","80","4838"
"13.07.2015 08:00 - 13.07.2015 08:15 (CEST)","7978","3062","76","4840"
"13.07.2015 08:15 - 13.07.2015 08:30 (CEST)","8454","3521","75","4858"
"13.07.2015 08:30 - 13.07.2015 08:45 (CEST)","8958","4004","72","4882"
"13.07.2015 08:45 - 13.07.2015 09:00 (CEST)","9483","4498","71","4914"
"13.07.2015 09:00 - 13.07.2015 09:15 (CEST)","10051","4993","70","4988"
"13.07.2015 09:15 - 13.07.2015 09:30 (CEST)","10629","5486","69","5074"
"13.07.2015 09:30 - 13.07.2015 09:45 (CEST)","11227","5980","70","5177"
"13.07.2015 09:45 - 13.07.2015 10:00 (CEST)","11826","6473","68","5285"
"13.07.2015 10:00 - 13.07.2015 10:15 (CEST)","12387","6956","91","5340"
"13.07.2015 10:15 - 13.07.2015 10:30 (CEST)","12961","7434","94","5433"
"13.07.2015 10:30 - 13.07.2015 10:45 (CEST)","13512","7881","96","5535"
"13.07.2015 10:45 - 13.07.2015 11:00 (CEST)","14027","8282","99","5646"
"13.07.2015 11:00 - 13.07.2015 11:15 (CEST)","14512","8668","97","5747"
"13.07.2015 11:15 - 13.07.2015 11:30 (CEST)","14955","8960","108","5887"
"13.07.2015 11:30 - 13.07.2015 11:45 (CEST)","15345","9183","114","6048"
"13.07.2015 11:45 - 13.07.2015 12:00 (CEST)","15671","9348","126","6197"
"13.07.2015 12:00 - 13.07.2015 12:15 (CEST)","15905","9473","113","6319"
"13.07.2015 12:15 - 13.07.2015 12:30 (CEST)","16082","9560","122","6400"
"13.07.2015 12:30 - 13.07.2015 12:45 (CEST)","16158","9556","131","6471"
"13.07.2015 12:45 - 13.07.2015 13:00 (CEST)","16135","9450","138","6547"
"13.07.2015 13:00 - 13.07.2015 13:15 (CEST)","16039","9302","146","6591"
"13.07.2015 13:15 - 13.07.2015 13:30 (CEST)","15931","9106","156","6669"
"13.07.2015 13:30 - 13.07.2015 13:45 (CEST)","15813","8874","166","6773"
