"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"16.11.2016 00:30 - 16.11.2016 00:45 (CET)","11150","0","542","10608"
"16.11.2016 00:45 - 16.11.2016 01:00 (CET)","10911","0","528","10383"
"16.11.2016 01:00 - 16.11.2016 01:15 (CET)","10797","0","516","10281"
"16.11.2016 01:15 - 16.11.2016 01:30 (CET)","10602","0","515","10087"
"16.11.2016 01:30 - 16.11.2016 01:45 (CET)","10552","0","521","10031"
"16.11.2016 01:45 - 16.11.2016 02:00 (CET)","10247","0","527","9720"
"16.11.2016 02:00 - 16.11.2016 02:15 (CET)","10060","0","543","9517"
"16.11.2016 02:15 - 16.11.2016 02:30 (CET)","9775","0","576","9199"
"16.11.2016 02:30 - 16.11.2016 02:45 (CET)","9613","0","604","9009"
"16.11.2016 02:45 - 16.11.2016 03:00 (CET)","9618","0","638","8980"
"16.11.2016 03:00 - 16.11.2016 03:15 (CET)","9458","0","674","8784"
"16.11.2016 03:15 - 16.11.2016 03:30 (CET)","9325","0","720","8605"
"16.11.2016 03:30 - 16.11.2016 03:45 (CET)","9202","0","764","8438"
"16.11.2016 03:45 - 16.11.2016 04:00 (CET)","9072","0","805","8267"
"16.11.2016 04:00 - 16.11.2016 04:15 (CET)","8948","0","900","8048"
"16.11.2016 04:15 - 16.11.2016 04:30 (CET)","8964","0","951","8013"
"16.11.2016 04:30 - 16.11.2016 04:45 (CET)","8973","0","1000","7973"
"16.11.2016 04:45 - 16.11.2016 05:00 (CET)","8982","0","1049","7933"
"16.11.2016 05:00 - 16.11.2016 05:15 (CET)","8994","0","1108","7886"
"16.11.2016 05:15 - 16.11.2016 05:30 (CET)","9074","0","1198","7876"
"16.11.2016 05:30 - 16.11.2016 05:45 (CET)","9181","0","1289","7892"
"16.11.2016 05:45 - 16.11.2016 06:00 (CET)","9276","0","1384","7892"
"16.11.2016 06:00 - 16.11.2016 06:15 (CET)","9373","0","1486","7887"
"16.11.2016 06:15 - 16.11.2016 06:30 (CET)","9564","0","1580","7984"
"16.11.2016 06:30 - 16.11.2016 06:45 (CET)","9753","1","1679","8073"
"16.11.2016 06:45 - 16.11.2016 07:00 (CET)","9945","1","1778","8166"
"16.11.2016 07:00 - 16.11.2016 07:15 (CET)","10181","11","1876","8294"
"16.11.2016 07:15 - 16.11.2016 07:30 (CET)","10436","17","1928","8491"
"16.11.2016 07:30 - 16.11.2016 07:45 (CET)","10700","34","1976","8690"
"16.11.2016 07:45 - 16.11.2016 08:00 (CET)","11005","73","2027","8905"
"16.11.2016 08:00 - 16.11.2016 08:15 (CET)","12011","151","2079","9781"
"16.11.2016 08:15 - 16.11.2016 08:30 (CET)","12497","252","2148","10097"
"16.11.2016 08:30 - 16.11.2016 08:45 (CET)","13004","374","2218","10412"
"16.11.2016 08:45 - 16.11.2016 09:00 (CET)","13515","497","2288","10730"
"16.11.2016 09:00 - 16.11.2016 09:15 (CET)","14019","627","2346","11046"
"16.11.2016 09:15 - 16.11.2016 09:30 (CET)","14555","759","2390","11406"
"16.11.2016 09:30 - 16.11.2016 09:45 (CET)","15074","886","2437","11751"
"16.11.2016 09:45 - 16.11.2016 10:00 (CET)","15588","1008","2489","12091"
"16.11.2016 10:00 - 16.11.2016 10:15 (CET)","16083","1120","2534","12429"
"16.11.2016 10:15 - 16.11.2016 10:30 (CET)","16537","1215","2579","12743"
"16.11.2016 10:30 - 16.11.2016 10:45 (CET)","16973","1297","2624","13052"
"16.11.2016 10:45 - 16.11.2016 11:00 (CET)","17405","1370","2671","13364"
"16.11.2016 11:00 - 16.11.2016 11:15 (CET)","17875","1429","2716","13730"
"16.11.2016 11:15 - 16.11.2016 11:30 (CET)","18389","1477","2766","14146"
"16.11.2016 11:30 - 16.11.2016 11:45 (CET)","18898","1519","2821","14558"
"16.11.2016 11:45 - 16.11.2016 12:00 (CET)","19393","1552","2887","14954"
"16.11.2016 12:00 - 16.11.2016 12:15 (CET)","19879","1568","2953","15358"
"16.11.2016 12:15 - 16.11.2016 12:30 (CET)","20353","1562","3023","15768"
"16.11.2016 12:30 - 16.11.2016 12:45 (CET)","20815","1541","3075","16199"
"16.11.2016 12:45 - 16.11.2016 13:00 (CET)","21260","1505","3120","16635"
"16.11.2016 13:00 - 16.11.2016 13:15 (CET)","21647","1455","3171","17021"
"16.11.2016 13:15 - 16.11.2016 13:30 (CET)","21903","1398","3192","17313"
"16.11.2016 13:30 - 16.11.2016 13:45 (CET)","22154","1327","3211","17616"
"16.11.2016 13:45 - 16.11.2016 14:00 (CET)","22402","1251","3225","17926"
"16.11.2016 14:00 - 16.11.2016 14:15 (CET)","22616","1155","3236","18225"
"16.11.2016 14:15 - 16.11.2016 14:30 (CET)","22775","1041","3243","18491"
"16.11.2016 14:30 - 16.11.2016 14:45 (CET)","22917","915","3249","18753"
"16.11.2016 14:45 - 16.11.2016 15:00 (CET)","23052","779","3254","19019"
"16.11.2016 15:00 - 16.11.2016 15:15 (CET)","23153","632","3260","19261"
"16.11.2016 15:15 - 16.11.2016 15:30 (CET)","23130","481","3263","19386"
"16.11.2016 15:30 - 16.11.2016 15:45 (CET)","23119","344","3265","19510"
"16.11.2016 15:45 - 16.11.2016 16:00 (CET)","23117","220","3266","19631"
"16.11.2016 16:00 - 16.11.2016 16:15 (CET)","23098","129","3268","19701"
"16.11.2016 16:15 - 16.11.2016 16:30 (CET)","23019","73","3271","19675"
"16.11.2016 16:30 - 16.11.2016 16:45 (CET)","22954","35","3273","19646"
"16.11.2016 16:45 - 16.11.2016 17:00 (CET)","22908","15","3276","19617"
"16.11.2016 17:00 - 16.11.2016 17:15 (CET)","22863","9","3278","19576"
"16.11.2016 17:15 - 16.11.2016 17:30 (CET)","22772","8","3281","19483"
"16.11.2016 17:30 - 16.11.2016 17:45 (CET)","22682","8","3281","19393"
"16.11.2016 17:45 - 16.11.2016 18:00 (CET)","22594","8","3283","19303"
"16.11.2016 18:00 - 16.11.2016 18:15 (CET)","22504","8","3282","19214"
"16.11.2016 18:15 - 16.11.2016 18:30 (CET)","22363","8","3280","19075"
"16.11.2016 18:30 - 16.11.2016 18:45 (CET)","22215","8","3275","18932"
"16.11.2016 18:45 - 16.11.2016 19:00 (CET)","22050","8","3274","18768"
"16.11.2016 19:00 - 16.11.2016 19:15 (CET)","21867","0","3270","18597"
"16.11.2016 19:15 - 16.11.2016 19:30 (CET)","21681","0","3255","18426"
"16.11.2016 19:30 - 16.11.2016 19:45 (CET)","21492","0","3235","18257"
"16.11.2016 19:45 - 16.11.2016 20:00 (CET)","21325","0","3209","18116"
"16.11.2016 20:00 - 16.11.2016 20:15 (CET)","21156","0","3185","17971"
"16.11.2016 20:15 - 16.11.2016 20:30 (CET)","20988","0","3159","17829"
"16.11.2016 20:30 - 16.11.2016 20:45 (CET)","20827","0","3134","17693"
"16.11.2016 20:45 - 16.11.2016 21:00 (CET)","20666","0","3108","17558"
"16.11.2016 21:00 - 16.11.2016 21:15 (CET)","20500","0","3081","17419"
"16.11.2016 21:15 - 16.11.2016 21:30 (CET)","20342","0","3067","17275"
"16.11.2016 21:30 - 16.11.2016 21:45 (CET)","20188","0","3053","17135"
"16.11.2016 21:45 - 16.11.2016 22:00 (CET)","20031","0","3036","16995"
"16.11.2016 22:00 - 16.11.2016 22:15 (CET)","19865","0","3024","16841"
"16.11.2016 22:15 - 16.11.2016 22:30 (CET)","19678","0","3016","16662"
"16.11.2016 22:30 - 16.11.2016 22:45 (CET)","19490","0","3007","16483"
"16.11.2016 22:45 - 16.11.2016 23:00 (CET)","19304","0","3001","16303"
"16.11.2016 23:00 - 16.11.2016 23:15 (CET)","19111","0","2991","16120"
"16.11.2016 23:15 - 16.11.2016 23:30 (CET)","18906","0","3010","15896"
"16.11.2016 23:30 - 16.11.2016 23:45 (CET)","18694","0","3022","15672"
"16.11.2016 23:45 - 17.11.2016 00:00 (CET)","18482","0","3038","15444"
"17.11.2016 00:00 - 17.11.2016 00:15 (CET)","19276","0","3072","16204"
"17.11.2016 00:15 - 17.11.2016 00:30 (CET)","19155","0","3068","16087"
"17.11.2016 00:30 - 17.11.2016 00:45 (CET)","19029","0","3065","15964"
"17.11.2016 00:45 - 17.11.2016 01:00 (CET)","18898","0","3057","15841"
"17.11.2016 01:00 - 17.11.2016 01:15 (CET)","17858","0","3051","14807"
"17.11.2016 01:15 - 17.11.2016 01:30 (CET)","17919","0","3050","14869"
"17.11.2016 01:30 - 17.11.2016 01:45 (CET)","17956","0","3044","14912"
"17.11.2016 01:45 - 17.11.2016 02:00 (CET)","17776","0","3038","14738"
"17.11.2016 02:00 - 17.11.2016 02:15 (CET)","17748","0","3032","14716"
"17.11.2016 02:15 - 17.11.2016 02:30 (CET)","17668","0","3032","14636"
"17.11.2016 02:30 - 17.11.2016 02:45 (CET)","17613","0","3033","14580"
"17.11.2016 02:45 - 17.11.2016 03:00 (CET)","17545","0","3028","14517"
"17.11.2016 03:00 - 17.11.2016 03:15 (CET)","17408","0","2994","14414"
"17.11.2016 03:15 - 17.11.2016 03:30 (CET)","17249","0","2985","14264"
"17.11.2016 03:30 - 17.11.2016 03:45 (CET)","17085","0","2977","14108"
"17.11.2016 03:45 - 17.11.2016 04:00 (CET)","16936","0","2967","13969"
"17.11.2016 04:00 - 17.11.2016 04:15 (CET)","16788","0","2887","13901"
"17.11.2016 04:15 - 17.11.2016 04:30 (CET)","16676","0","2858","13818"
"17.11.2016 04:30 - 17.11.2016 04:45 (CET)","16565","0","2829","13736"
"17.11.2016 04:45 - 17.11.2016 05:00 (CET)","16453","0","2800","13653"
"17.11.2016 05:00 - 17.11.2016 05:15 (CET)","16313","0","2772","13541"
"17.11.2016 05:15 - 17.11.2016 05:30 (CET)","16203","0","2755","13448"
"17.11.2016 05:30 - 17.11.2016 05:45 (CET)","16094","0","2741","13353"
"17.11.2016 05:45 - 17.11.2016 06:00 (CET)","15968","0","2728","13240"
"17.11.2016 06:00 - 17.11.2016 06:15 (CET)","15848","0","2714","13134"
"17.11.2016 06:15 - 17.11.2016 06:30 (CET)","15792","0","2701","13091"
"17.11.2016 06:30 - 17.11.2016 06:45 (CET)","15758","1","2687","13070"
"17.11.2016 06:45 - 17.11.2016 07:00 (CET)","15713","1","2675","13037"
"17.11.2016 07:00 - 17.11.2016 07:15 (CET)","15704","12","2663","13029"
"17.11.2016 07:15 - 17.11.2016 07:30 (CET)","15835","18","2677","13140"
"17.11.2016 07:30 - 17.11.2016 07:45 (CET)","15959","40","2689","13230"
"17.11.2016 07:45 - 17.11.2016 08:00 (CET)","16129","93","2701","13335"
"17.11.2016 08:00 - 17.11.2016 08:15 (CET)","16571","211","2716","13644"
"17.11.2016 08:15 - 17.11.2016 08:30 (CET)","16878","399","2745","13734"
"17.11.2016 08:30 - 17.11.2016 08:45 (CET)","17248","649","2768","13831"
"17.11.2016 08:45 - 17.11.2016 09:00 (CET)","17645","922","2794","13929"
"17.11.2016 09:00 - 17.11.2016 09:15 (CET)","18096","1225","2823","14048"
"17.11.2016 09:15 - 17.11.2016 09:30 (CET)","18582","1547","2839","14196"
"17.11.2016 09:30 - 17.11.2016 09:45 (CET)","19074","1870","2857","14347"
"17.11.2016 09:45 - 17.11.2016 10:00 (CET)","19554","2187","2877","14490"
"17.11.2016 10:00 - 17.11.2016 10:15 (CET)","20049","2492","2894","14663"
"17.11.2016 10:15 - 17.11.2016 10:30 (CET)","20587","2770","2916","14901"
"17.11.2016 10:30 - 17.11.2016 10:45 (CET)","21113","3025","2937","15151"
"17.11.2016 10:45 - 17.11.2016 11:00 (CET)","21629","3262","2956","15411"
"17.11.2016 11:00 - 17.11.2016 11:15 (CET)","22092","3448","2978","15666"
"17.11.2016 11:15 - 17.11.2016 11:30 (CET)","22422","3582","2992","15848"
"17.11.2016 11:30 - 17.11.2016 11:45 (CET)","22712","3671","3003","16038"
"17.11.2016 11:45 - 17.11.2016 12:00 (CET)","22963","3722","3017","16224"
"17.11.2016 12:00 - 17.11.2016 12:15 (CET)","23177","3733","3026","16418"
"17.11.2016 12:15 - 17.11.2016 12:30 (CET)","23402","3704","3053","16645"
"17.11.2016 12:30 - 17.11.2016 12:45 (CET)","23609","3653","3072","16884"
"17.11.2016 12:45 - 17.11.2016 13:00 (CET)","23801","3584","3092","17125"
"17.11.2016 13:00 - 17.11.2016 13:15 (CET)","23966","3485","3116","17365"
"17.11.2016 13:15 - 17.11.2016 13:30 (CET)","24104","3345","3128","17631"
"17.11.2016 13:30 - 17.11.2016 13:45 (CET)","24200","3159","3142","17899"
"17.11.2016 13:45 - 17.11.2016 14:00 (CET)","24267","2947","3162","18158"
"17.11.2016 14:00 - 17.11.2016 14:15 (CET)","24280","2700","3166","18414"
"17.11.2016 14:15 - 17.11.2016 14:30 (CET)","24266","2411","3177","18678"
"17.11.2016 14:30 - 17.11.2016 14:45 (CET)","24210","2088","3182","18940"
"17.11.2016 14:45 - 17.11.2016 15:00 (CET)","24116","1733","3187","19196"
"17.11.2016 15:00 - 17.11.2016 15:15 (CET)","23980","1368","3193","19419"
"17.11.2016 15:15 - 17.11.2016 15:30 (CET)","23778","1020","3194","19564"
"17.11.2016 15:30 - 17.11.2016 15:45 (CET)","23610","706","3199","19705"
"17.11.2016 15:45 - 17.11.2016 16:00 (CET)","23477","430","3201","19846"
"17.11.2016 16:00 - 17.11.2016 16:15 (CET)","23413","235","3204","19974"
"17.11.2016 16:15 - 17.11.2016 16:30 (CET)","23460","120","3214","20126"
"17.11.2016 16:30 - 17.11.2016 16:45 (CET)","23571","60","3223","20288"
"17.11.2016 16:45 - 17.11.2016 17:00 (CET)","23703","21","3233","20449"
"17.11.2016 17:00 - 17.11.2016 17:15 (CET)","23878","9","3243","20626"
"17.11.2016 17:15 - 17.11.2016 17:30 (CET)","24115","8","3257","20850"
"17.11.2016 17:30 - 17.11.2016 17:45 (CET)","24348","8","3269","21071"
"17.11.2016 17:45 - 17.11.2016 18:00 (CET)","24581","8","3280","21293"
"17.11.2016 18:00 - 17.11.2016 18:15 (CET)","24848","8","3292","21548"
"17.11.2016 18:15 - 17.11.2016 18:30 (CET)","25179","8","3306","21865"
"17.11.2016 18:30 - 17.11.2016 18:45 (CET)","25498","8","3320","22170"
"17.11.2016 18:45 - 17.11.2016 19:00 (CET)","25805","8","3330","22467"
"17.11.2016 19:00 - 17.11.2016 19:15 (CET)","26130","0","3334","22796"
"17.11.2016 19:15 - 17.11.2016 19:30 (CET)","26507","0","3334","23173"
"17.11.2016 19:30 - 17.11.2016 19:45 (CET)","26882","0","3336","23546"
"17.11.2016 19:45 - 17.11.2016 20:00 (CET)","27274","0","3338","23936"
"17.11.2016 20:00 - 17.11.2016 20:15 (CET)","27649","0","3340","24309"
"17.11.2016 20:15 - 17.11.2016 20:30 (CET)","28004","0","3340","24664"
"17.11.2016 20:30 - 17.11.2016 20:45 (CET)","28363","0","3339","25024"
"17.11.2016 20:45 - 17.11.2016 21:00 (CET)","28735","0","3337","25398"
"17.11.2016 21:00 - 17.11.2016 21:15 (CET)","29100","0","3336","25764"
"17.11.2016 21:15 - 17.11.2016 21:30 (CET)","29478","0","3335","26143"
"17.11.2016 21:30 - 17.11.2016 21:45 (CET)","29847","0","3333","26514"
"17.11.2016 21:45 - 17.11.2016 22:00 (CET)","30217","0","3329","26888"
"17.11.2016 22:00 - 17.11.2016 22:15 (CET)","30550","0","3327","27223"
"17.11.2016 22:15 - 17.11.2016 22:30 (CET)","30769","0","3335","27434"
"17.11.2016 22:30 - 17.11.2016 22:45 (CET)","30978","0","3341","27637"
"17.11.2016 22:45 - 17.11.2016 23:00 (CET)","31192","0","3348","27844"
"17.11.2016 23:00 - 17.11.2016 23:15 (CET)","31373","0","3355","28018"
"17.11.2016 23:15 - 17.11.2016 23:30 (CET)","31474","0","3360","28114"
"17.11.2016 23:30 - 17.11.2016 23:45 (CET)","31569","0","3367","28202"
"17.11.2016 23:45 - 18.11.2016 00:00 (CET)","31654","0","3370","28284"
"18.11.2016 00:00 - 18.11.2016 00:15 (CET)","31949","0","3356","28593"
"18.11.2016 00:15 - 18.11.2016 00:30 (CET)","31844","0","3361","28483"
"18.11.2016 00:30 - 18.11.2016 00:45 (CET)","31715","0","3364","28351"
"18.11.2016 00:45 - 18.11.2016 01:00 (CET)","31590","0","3365","28225"
"18.11.2016 01:00 - 18.11.2016 01:15 (CET)","29951","0","3368","26583"
"18.11.2016 01:15 - 18.11.2016 01:30 (CET)","29953","0","3366","26587"
"18.11.2016 01:30 - 18.11.2016 01:45 (CET)","29447","0","3360","26087"
"18.11.2016 01:45 - 18.11.2016 02:00 (CET)","29106","0","3356","25750"
"18.11.2016 02:00 - 18.11.2016 02:15 (CET)","28830","0","3351","25479"
"18.11.2016 02:15 - 18.11.2016 02:30 (CET)","28500","0","3344","25156"
"18.11.2016 02:30 - 18.11.2016 02:45 (CET)","28415","0","3337","25078"
"18.11.2016 02:45 - 18.11.2016 03:00 (CET)","28116","0","3330","24786"
"18.11.2016 03:00 - 18.11.2016 03:15 (CET)","27925","0","3320","24605"
"18.11.2016 03:15 - 18.11.2016 03:30 (CET)","27702","0","3308","24394"
"18.11.2016 03:30 - 18.11.2016 03:45 (CET)","27571","0","3299","24272"
"18.11.2016 03:45 - 18.11.2016 04:00 (CET)","27410","0","3283","24127"
"18.11.2016 04:00 - 18.11.2016 04:15 (CET)","27047","0","3243","23804"
"18.11.2016 04:15 - 18.11.2016 04:30 (CET)","26813","0","3215","23598"
"18.11.2016 04:30 - 18.11.2016 04:45 (CET)","26608","0","3192","23416"
"18.11.2016 04:45 - 18.11.2016 05:00 (CET)","26408","0","3165","23243"
"18.11.2016 05:00 - 18.11.2016 05:15 (CET)","26191","0","3056","23135"
"18.11.2016 05:15 - 18.11.2016 05:30 (CET)","26058","0","3026","23032"
"18.11.2016 05:30 - 18.11.2016 05:45 (CET)","25919","0","2994","22925"
"18.11.2016 05:45 - 18.11.2016 06:00 (CET)","25778","0","2967","22811"
"18.11.2016 06:00 - 18.11.2016 06:15 (CET)","25656","0","2946","22710"
"18.11.2016 06:15 - 18.11.2016 06:30 (CET)","25570","0","2931","22639"
"18.11.2016 06:30 - 18.11.2016 06:45 (CET)","25491","0","2914","22577"
"18.11.2016 06:45 - 18.11.2016 07:00 (CET)","25359","1","2899","22459"
"18.11.2016 07:00 - 18.11.2016 07:15 (CET)","25279","15","2890","22374"
"18.11.2016 07:15 - 18.11.2016 07:30 (CET)","25585","27","2911","22647"
"18.11.2016 07:30 - 18.11.2016 07:45 (CET)","25880","68","2930","22882"
"18.11.2016 07:45 - 18.11.2016 08:00 (CET)","26299","172","2952","23175"
"18.11.2016 08:00 - 18.11.2016 08:15 (CET)","26742","397","2977","23368"
"18.11.2016 08:15 - 18.11.2016 08:30 (CET)","27377","737","3016","23624"
"18.11.2016 08:30 - 18.11.2016 08:45 (CET)","28151","1153","3058","23940"
"18.11.2016 08:45 - 18.11.2016 09:00 (CET)","28843","1587","3099","24157"
"18.11.2016 09:00 - 18.11.2016 09:15 (CET)","30909","2037","3137","25735"
"18.11.2016 09:15 - 18.11.2016 09:30 (CET)","31489","2479","3159","25851"
"18.11.2016 09:30 - 18.11.2016 09:45 (CET)","32052","2907","3182","25963"
"18.11.2016 09:45 - 18.11.2016 10:00 (CET)","32627","3324","3205","26098"
"18.11.2016 10:00 - 18.11.2016 10:15 (CET)","33148","3723","3222","26203"
"18.11.2016 10:15 - 18.11.2016 10:30 (CET)","33494","4078","3229","26187"
"18.11.2016 10:30 - 18.11.2016 10:45 (CET)","33837","4398","3233","26206"
"18.11.2016 10:45 - 18.11.2016 11:00 (CET)","34173","4688","3240","26245"
"18.11.2016 11:00 - 18.11.2016 11:15 (CET)","34486","4953","3243","26290"
"18.11.2016 11:15 - 18.11.2016 11:30 (CET)","34735","5177","3243","26315"
"18.11.2016 11:30 - 18.11.2016 11:45 (CET)","34934","5340","3242","26352"
"18.11.2016 11:45 - 18.11.2016 12:00 (CET)","35086","5444","3243","26399"
"18.11.2016 12:00 - 18.11.2016 12:15 (CET)","35109","5457","3244","26408"
"18.11.2016 12:15 - 18.11.2016 12:30 (CET)","34986","5371","3237","26378"
"18.11.2016 12:30 - 18.11.2016 12:45 (CET)","34800","5227","3230","26343"
"18.11.2016 12:45 - 18.11.2016 13:00 (CET)","34611","5061","3217","26333"
"18.11.2016 13:00 - 18.11.2016 13:15 (CET)","34315","4844","3213","26258"
"18.11.2016 13:15 - 18.11.2016 13:30 (CET)","33719","4584","3219","25916"
"18.11.2016 13:30 - 18.11.2016 13:45 (CET)","33071","4284","3232","25555"
"18.11.2016 13:45 - 18.11.2016 14:00 (CET)","32428","3950","3245","25233"
"18.11.2016 14:00 - 18.11.2016 14:15 (CET)","31741","3589","3261","24891"
"18.11.2016 14:15 - 18.11.2016 14:30 (CET)","31064","3203","3274","24587"
"18.11.2016 14:30 - 18.11.2016 14:45 (CET)","30347","2784","3290","24273"
"18.11.2016 14:45 - 18.11.2016 15:00 (CET)","29591","2331","3304","23956"
"18.11.2016 15:00 - 18.11.2016 15:15 (CET)","28834","1867","3321","23646"
"18.11.2016 15:15 - 18.11.2016 15:30 (CET)","28038","1406","3333","23299"
"18.11.2016 15:30 - 18.11.2016 15:45 (CET)","27271","978","3344","22949"
"18.11.2016 15:45 - 18.11.2016 16:00 (CET)","26505","583","3355","22567"
"18.11.2016 16:00 - 18.11.2016 16:15 (CET)","25860","290","3366","22204"
"18.11.2016 16:15 - 18.11.2016 16:30 (CET)","25598","128","3365","22105"
"18.11.2016 16:30 - 18.11.2016 16:45 (CET)","25429","60","3367","22002"
"18.11.2016 16:45 - 18.11.2016 17:00 (CET)","25281","20","3365","21896"
"18.11.2016 17:00 - 18.11.2016 17:15 (CET)","25204","9","3364","21831"
"18.11.2016 17:15 - 18.11.2016 17:30 (CET)","25207","8","3364","21835"
"18.11.2016 17:30 - 18.11.2016 17:45 (CET)","25213","8","3363","21842"
"18.11.2016 17:45 - 18.11.2016 18:00 (CET)","25213","8","3354","21851"
"18.11.2016 18:00 - 18.11.2016 18:15 (CET)","25233","8","3349","21876"
"18.11.2016 18:15 - 18.11.2016 18:30 (CET)","25309","8","3352","21949"
"18.11.2016 18:30 - 18.11.2016 18:45 (CET)","25403","8","3353","22042"
"18.11.2016 18:45 - 18.11.2016 19:00 (CET)","25479","8","3355","22116"
"18.11.2016 19:00 - 18.11.2016 19:15 (CET)","25558","0","3352","22206"
"18.11.2016 19:15 - 18.11.2016 19:30 (CET)","25591","0","3350","22241"
"18.11.2016 19:30 - 18.11.2016 19:45 (CET)","25623","0","3345","22278"
"18.11.2016 19:45 - 18.11.2016 20:00 (CET)","25642","0","3342","22300"
"18.11.2016 20:00 - 18.11.2016 20:15 (CET)","25758","0","3338","22420"
"18.11.2016 20:15 - 18.11.2016 20:30 (CET)","25734","0","3329","22405"
"18.11.2016 20:30 - 18.11.2016 20:45 (CET)","25710","0","3319","22391"
"18.11.2016 20:45 - 18.11.2016 21:00 (CET)","25686","0","3308","22378"
"18.11.2016 21:00 - 18.11.2016 21:15 (CET)","25639","0","3298","22341"
"18.11.2016 21:15 - 18.11.2016 21:30 (CET)","25561","0","3289","22272"
"18.11.2016 21:30 - 18.11.2016 21:45 (CET)","25493","0","3276","22217"
"18.11.2016 21:45 - 18.11.2016 22:00 (CET)","25440","0","3263","22177"
"18.11.2016 22:00 - 18.11.2016 22:15 (CET)","25375","0","3252","22123"
"18.11.2016 22:15 - 18.11.2016 22:30 (CET)","25288","0","3251","22037"
"18.11.2016 22:30 - 18.11.2016 22:45 (CET)","25206","0","3254","21952"
"18.11.2016 22:45 - 18.11.2016 23:00 (CET)","25123","0","3253","21870"
"18.11.2016 23:00 - 18.11.2016 23:15 (CET)","25021","0","3258","21763"
"18.11.2016 23:15 - 18.11.2016 23:30 (CET)","24873","0","3264","21609"
"18.11.2016 23:30 - 18.11.2016 23:45 (CET)","24723","0","3268","21455"
"18.11.2016 23:45 - 19.11.2016 00:00 (CET)","24564","0","3270","21294"
"19.11.2016 00:00 - 19.11.2016 00:15 (CET)","24660","0","3306","21354"
"19.11.2016 00:15 - 19.11.2016 00:30 (CET)","24404","0","3306","21098"
"19.11.2016 00:30 - 19.11.2016 00:45 (CET)","24159","0","3310","20849"
"19.11.2016 00:45 - 19.11.2016 01:00 (CET)","23918","0","3308","20610"
"19.11.2016 01:00 - 19.11.2016 01:15 (CET)","22276","0","3308","18968"
"19.11.2016 01:15 - 19.11.2016 01:30 (CET)","22131","0","3300","18831"
"19.11.2016 01:30 - 19.11.2016 01:45 (CET)","21653","0","3293","18360"
"19.11.2016 01:45 - 19.11.2016 02:00 (CET)","21394","0","3284","18110"
"19.11.2016 02:00 - 19.11.2016 02:15 (CET)","20918","0","3276","17642"
"19.11.2016 02:15 - 19.11.2016 02:30 (CET)","20442","0","3285","17157"
"19.11.2016 02:30 - 19.11.2016 02:45 (CET)","20056","0","3293","16763"
"19.11.2016 02:45 - 19.11.2016 03:00 (CET)","19704","0","3300","16404"
"19.11.2016 03:00 - 19.11.2016 03:15 (CET)","19324","0","3309","16015"
"19.11.2016 03:15 - 19.11.2016 03:30 (CET)","19030","0","3303","15727"
"19.11.2016 03:30 - 19.11.2016 03:45 (CET)","18924","0","3299","15625"
"19.11.2016 03:45 - 19.11.2016 04:00 (CET)","18709","0","3295","15414"
"19.11.2016 04:00 - 19.11.2016 04:15 (CET)","18536","0","3261","15275"
"19.11.2016 04:15 - 19.11.2016 04:30 (CET)","18404","0","3265","15139"
"19.11.2016 04:30 - 19.11.2016 04:45 (CET)","18267","0","3271","14996"
"19.11.2016 04:45 - 19.11.2016 05:00 (CET)","18125","0","3275","14850"
"19.11.2016 05:00 - 19.11.2016 05:15 (CET)","18001","0","3248","14753"
"19.11.2016 05:15 - 19.11.2016 05:30 (CET)","17921","0","3238","14683"
"19.11.2016 05:30 - 19.11.2016 05:45 (CET)","17840","0","3231","14609"
"19.11.2016 05:45 - 19.11.2016 06:00 (CET)","17779","0","3224","14555"
"19.11.2016 06:00 - 19.11.2016 06:15 (CET)","17731","0","3215","14516"
"19.11.2016 06:15 - 19.11.2016 06:30 (CET)","17746","0","3217","14529"
"19.11.2016 06:30 - 19.11.2016 06:45 (CET)","17768","1","3220","14547"
"19.11.2016 06:45 - 19.11.2016 07:00 (CET)","17773","1","3223","14549"
"19.11.2016 07:00 - 19.11.2016 07:15 (CET)","17785","10","3226","14549"
"19.11.2016 07:15 - 19.11.2016 07:30 (CET)","17718","14","3218","14486"
"19.11.2016 07:30 - 19.11.2016 07:45 (CET)","17686","34","3211","14441"
"19.11.2016 07:45 - 19.11.2016 08:00 (CET)","17703","89","3204","14410"
"19.11.2016 08:00 - 19.11.2016 08:15 (CET)","17780","234","3195","14351"
"19.11.2016 08:15 - 19.11.2016 08:30 (CET)","17960","490","3187","14283"
"19.11.2016 08:30 - 19.11.2016 08:45 (CET)","18214","837","3174","14203"
"19.11.2016 08:45 - 19.11.2016 09:00 (CET)","18514","1206","3161","14147"
"19.11.2016 09:00 - 19.11.2016 09:15 (CET)","19281","1594","3152","14535"
"19.11.2016 09:15 - 19.11.2016 09:30 (CET)","19540","1984","3137","14419"
"19.11.2016 09:30 - 19.11.2016 09:45 (CET)","19787","2357","3125","14305"
"19.11.2016 09:45 - 19.11.2016 10:00 (CET)","20030","2717","3111","14202"
"19.11.2016 10:00 - 19.11.2016 10:15 (CET)","20238","3044","3099","14095"
"19.11.2016 10:15 - 19.11.2016 10:30 (CET)","20488","3330","3108","14050"
