"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"13.04.2016 12:45 - 13.04.2016 13:00 (CEST)","15777","14522","228","1027"
"13.04.2016 13:00 - 13.04.2016 13:15 (CEST)","15716","14439","225","1052"
"13.04.2016 13:15 - 13.04.2016 13:30 (CEST)","15608","14301","221","1086"
"13.04.2016 13:30 - 13.04.2016 13:45 (CEST)","15456","14118","217","1121"
"13.04.2016 13:45 - 13.04.2016 14:00 (CEST)","15254","13887","211","1156"
"13.04.2016 14:00 - 13.04.2016 14:15 (CEST)","14983","13598","206","1179"
"13.04.2016 14:15 - 13.04.2016 14:30 (CEST)","14696","13251","207","1238"
"13.04.2016 14:30 - 13.04.2016 14:45 (CEST)","14324","12823","205","1296"
"13.04.2016 14:45 - 13.04.2016 15:00 (CEST)","13886","12328","205","1353"
"13.04.2016 15:00 - 13.04.2016 15:15 (CEST)","13371","11797","159","1415"
"13.04.2016 15:15 - 13.04.2016 15:30 (CEST)","12863","11222","163","1478"
"13.04.2016 15:30 - 13.04.2016 15:45 (CEST)","12312","10603","166","1543"
"13.04.2016 15:45 - 13.04.2016 16:00 (CEST)","11729","9945","174","1610"
"13.04.2016 16:00 - 13.04.2016 16:15 (CEST)","11101","9239","179","1683"
"13.04.2016 16:15 - 13.04.2016 16:30 (CEST)","10459","8499","188","1772"
"13.04.2016 16:30 - 13.04.2016 16:45 (CEST)","9845","7791","196","1858"
"13.04.2016 16:45 - 13.04.2016 17:00 (CEST)","9222","7073","207","1942"
"13.04.2016 17:00 - 13.04.2016 17:15 (CEST)","8583","6348","215","2020"
"13.04.2016 17:15 - 13.04.2016 17:30 (CEST)","7864","5572","230","2062"
"13.04.2016 17:30 - 13.04.2016 17:45 (CEST)","7183","4832","247","2104"
"13.04.2016 17:45 - 13.04.2016 18:00 (CEST)","6524","4112","263","2149"
"13.04.2016 18:00 - 13.04.2016 18:15 (CEST)","5908","3428","281","2199"
"13.04.2016 18:15 - 13.04.2016 18:30 (CEST)","5281","2772","283","2226"
"13.04.2016 18:30 - 13.04.2016 18:45 (CEST)","4701","2160","289","2252"
"13.04.2016 18:45 - 13.04.2016 19:00 (CEST)","4145","1578","291","2276"
"13.04.2016 19:00 - 13.04.2016 19:15 (CEST)","3673","1058","295","2320"
"13.04.2016 19:15 - 13.04.2016 19:30 (CEST)","3328","655","299","2374"
"13.04.2016 19:30 - 13.04.2016 19:45 (CEST)","3115","387","302","2426"
"13.04.2016 19:45 - 13.04.2016 20:00 (CEST)","2961","177","303","2481"
"13.04.2016 20:00 - 13.04.2016 20:15 (CEST)","2909","58","300","2551"
"13.04.2016 20:15 - 13.04.2016 20:30 (CEST)","2914","13","296","2605"
"13.04.2016 20:30 - 13.04.2016 20:45 (CEST)","2955","6","292","2657"
"13.04.2016 20:45 - 13.04.2016 21:00 (CEST)","2995","2","288","2705"
"13.04.2016 21:00 - 13.04.2016 21:15 (CEST)","3047","0","287","2760"
"13.04.2016 21:15 - 13.04.2016 21:30 (CEST)","3064","0","283","2781"
"13.04.2016 21:30 - 13.04.2016 21:45 (CEST)","3080","0","278","2802"
"13.04.2016 21:45 - 13.04.2016 22:00 (CEST)","3097","0","273","2824"
"13.04.2016 22:00 - 13.04.2016 22:15 (CEST)","3118","0","268","2850"
"13.04.2016 22:15 - 13.04.2016 22:30 (CEST)","3143","0","263","2880"
"13.04.2016 22:30 - 13.04.2016 22:45 (CEST)","3174","0","262","2912"
"13.04.2016 22:45 - 13.04.2016 23:00 (CEST)","3200","0","260","2940"
"13.04.2016 23:00 - 13.04.2016 23:15 (CEST)","3216","0","256","2960"
"13.04.2016 23:15 - 13.04.2016 23:30 (CEST)","3225","0","238","2987"
"13.04.2016 23:30 - 13.04.2016 23:45 (CEST)","3235","0","221","3014"
"13.04.2016 23:45 - 14.04.2016 00:00 (CEST)","3246","0","203","3043"
"14.04.2016 00:00 - 14.04.2016 00:15 (CEST)","2625","0","70","2555"
"14.04.2016 00:15 - 14.04.2016 00:30 (CEST)","2593","0","69","2524"
"14.04.2016 00:30 - 14.04.2016 00:45 (CEST)","2555","0","64","2491"
"14.04.2016 00:45 - 14.04.2016 01:00 (CEST)","2528","0","59","2469"
"14.04.2016 01:00 - 14.04.2016 01:15 (CEST)","2565","0","57","2508"
"14.04.2016 01:15 - 14.04.2016 01:30 (CEST)","2610","0","57","2553"
"14.04.2016 01:30 - 14.04.2016 01:45 (CEST)","2653","0","54","2599"
"14.04.2016 01:45 - 14.04.2016 02:00 (CEST)","2696","0","55","2641"
"14.04.2016 02:00 - 14.04.2016 02:15 (CEST)","3021","0","56","2965"
"14.04.2016 02:15 - 14.04.2016 02:30 (CEST)","3103","0","55","3048"
"14.04.2016 02:30 - 14.04.2016 02:45 (CEST)","3187","0","57","3130"
"14.04.2016 02:45 - 14.04.2016 03:00 (CEST)","3269","0","58","3211"
"14.04.2016 03:00 - 14.04.2016 03:15 (CEST)","3364","0","57","3307"
"14.04.2016 03:15 - 14.04.2016 03:30 (CEST)","3449","0","58","3391"
"14.04.2016 03:30 - 14.04.2016 03:45 (CEST)","3531","0","59","3472"
"14.04.2016 03:45 - 14.04.2016 04:00 (CEST)","3614","0","59","3555"
"14.04.2016 04:00 - 14.04.2016 04:15 (CEST)","3667","0","60","3607"
"14.04.2016 04:15 - 14.04.2016 04:30 (CEST)","3729","0","62","3667"
"14.04.2016 04:30 - 14.04.2016 04:45 (CEST)","3792","0","65","3727"
"14.04.2016 04:45 - 14.04.2016 05:00 (CEST)","3834","0","68","3766"
"14.04.2016 05:00 - 14.04.2016 05:15 (CEST)","3832","0","55","3777"
"14.04.2016 05:15 - 14.04.2016 05:30 (CEST)","3823","0","53","3770"
"14.04.2016 05:30 - 14.04.2016 05:45 (CEST)","3820","0","51","3769"
"14.04.2016 05:45 - 14.04.2016 06:00 (CEST)","3809","1","50","3758"
"14.04.2016 06:00 - 14.04.2016 06:15 (CEST)","3792","9","48","3735"
"14.04.2016 06:15 - 14.04.2016 06:30 (CEST)","3781","33","49","3699"
"14.04.2016 06:30 - 14.04.2016 06:45 (CEST)","3855","139","50","3666"
"14.04.2016 06:45 - 14.04.2016 07:00 (CEST)","3992","314","50","3628"
"14.04.2016 07:00 - 14.04.2016 07:15 (CEST)","4260","628","50","3582"
"14.04.2016 07:15 - 14.04.2016 07:30 (CEST)","4658","1088","50","3520"
"14.04.2016 07:30 - 14.04.2016 07:45 (CEST)","5233","1721","50","3462"
"14.04.2016 07:45 - 14.04.2016 08:00 (CEST)","5891","2441","50","3400"
"14.04.2016 08:00 - 14.04.2016 08:15 (CEST)","6615","3233","49","3333"
"14.04.2016 08:15 - 14.04.2016 08:30 (CEST)","7387","4078","45","3264"
"14.04.2016 08:30 - 14.04.2016 08:45 (CEST)","8239","5001","44","3194"
"14.04.2016 08:45 - 14.04.2016 09:00 (CEST)","9129","5964","40","3125"
"14.04.2016 09:00 - 14.04.2016 09:15 (CEST)","10037","6939","37","3061"
"14.04.2016 09:15 - 14.04.2016 09:30 (CEST)","10963","7917","35","3011"
"14.04.2016 09:30 - 14.04.2016 09:45 (CEST)","11930","8927","33","2970"
"14.04.2016 09:45 - 14.04.2016 10:00 (CEST)","12900","9936","32","2932"
"14.04.2016 10:00 - 14.04.2016 10:15 (CEST)","13861","10916","29","2916"
"14.04.2016 10:15 - 14.04.2016 10:30 (CEST)","14780","11837","29","2914"
"14.04.2016 10:30 - 14.04.2016 10:45 (CEST)","15650","12704","31","2915"
"14.04.2016 10:45 - 14.04.2016 11:00 (CEST)","16471","13523","30","2918"
"14.04.2016 11:00 - 14.04.2016 11:15 (CEST)","17217","14283","32","2902"
"14.04.2016 11:15 - 14.04.2016 11:30 (CEST)","17941","14985","35","2921"
"14.04.2016 11:30 - 14.04.2016 11:45 (CEST)","18610","15632","40","2938"
"14.04.2016 11:45 - 14.04.2016 12:00 (CEST)","19228","16225","45","2958"
"14.04.2016 12:00 - 14.04.2016 12:15 (CEST)","19770","16750","32","2988"
"14.04.2016 12:15 - 14.04.2016 12:30 (CEST)","20241","17193","33","3015"
"14.04.2016 12:30 - 14.04.2016 12:45 (CEST)","20615","17541","33","3041"
"14.04.2016 12:45 - 14.04.2016 13:00 (CEST)","20897","17792","34","3071"
"14.04.2016 13:00 - 14.04.2016 13:15 (CEST)","21086","17938","35","3113"
"14.04.2016 13:15 - 14.04.2016 13:30 (CEST)","21185","17991","36","3158"
"14.04.2016 13:30 - 14.04.2016 13:45 (CEST)","21211","17964","38","3209"
"14.04.2016 13:45 - 14.04.2016 14:00 (CEST)","21167","17871","38","3258"
"14.04.2016 14:00 - 14.04.2016 14:15 (CEST)","21066","17712","41","3313"
"14.04.2016 14:15 - 14.04.2016 14:30 (CEST)","20886","17484","45","3357"
"14.04.2016 14:30 - 14.04.2016 14:45 (CEST)","20628","17178","47","3403"
"14.04.2016 14:45 - 14.04.2016 15:00 (CEST)","20287","16790","49","3448"
"14.04.2016 15:00 - 14.04.2016 15:15 (CEST)","19850","16316","51","3483"
"14.04.2016 15:15 - 14.04.2016 15:30 (CEST)","19317","15742","56","3519"
"14.04.2016 15:30 - 14.04.2016 15:45 (CEST)","18702","15092","56","3554"
"14.04.2016 15:45 - 14.04.2016 16:00 (CEST)","18042","14391","61","3590"
"14.04.2016 16:00 - 14.04.2016 16:15 (CEST)","17254","13621","39","3594"
"14.04.2016 16:15 - 14.04.2016 16:30 (CEST)","16396","12790","41","3565"
"14.04.2016 16:30 - 14.04.2016 16:45 (CEST)","15431","11855","43","3533"
"14.04.2016 16:45 - 14.04.2016 17:00 (CEST)","14430","10885","44","3501"
"14.04.2016 17:00 - 14.04.2016 17:15 (CEST)","13306","9824","44","3438"
"14.04.2016 17:15 - 14.04.2016 17:30 (CEST)","12206","8848","45","3313"
"14.04.2016 17:30 - 14.04.2016 17:45 (CEST)","10981","7747","45","3189"
"14.04.2016 17:45 - 14.04.2016 18:00 (CEST)","9656","6547","46","3063"
"14.04.2016 18:00 - 14.04.2016 18:15 (CEST)","8423","5436","46","2941"
"14.04.2016 18:15 - 14.04.2016 18:30 (CEST)","7253","4376","46","2831"
"14.04.2016 18:30 - 14.04.2016 18:45 (CEST)","6124","3360","45","2719"
"14.04.2016 18:45 - 14.04.2016 19:00 (CEST)","5066","2415","45","2606"
"14.04.2016 19:00 - 14.04.2016 19:15 (CEST)","4159","1630","45","2484"
"14.04.2016 19:15 - 14.04.2016 19:30 (CEST)","3436","1019","46","2371"
"14.04.2016 19:30 - 14.04.2016 19:45 (CEST)","2902","597","50","2255"
"14.04.2016 19:45 - 14.04.2016 20:00 (CEST)","2473","281","48","2144"
"14.04.2016 20:00 - 14.04.2016 20:15 (CEST)","2178","94","50","2034"
"14.04.2016 20:15 - 14.04.2016 20:30 (CEST)","2088","21","60","2007"
"14.04.2016 20:30 - 14.04.2016 20:45 (CEST)","2067","9","71","1987"
"14.04.2016 20:45 - 14.04.2016 21:00 (CEST)","2045","2","77","1966"
"14.04.2016 21:00 - 14.04.2016 21:15 (CEST)","2041","0","90","1951"
"14.04.2016 21:15 - 14.04.2016 21:30 (CEST)","2104","0","104","2000"
"14.04.2016 21:30 - 14.04.2016 21:45 (CEST)","2164","0","113","2051"
"14.04.2016 21:45 - 14.04.2016 22:00 (CEST)","2230","0","127","2103"
"14.04.2016 22:00 - 14.04.2016 22:15 (CEST)","2333","0","142","2191"
"14.04.2016 22:15 - 14.04.2016 22:30 (CEST)","2481","0","163","2318"
"14.04.2016 22:30 - 14.04.2016 22:45 (CEST)","2626","0","181","2445"
"14.04.2016 22:45 - 14.04.2016 23:00 (CEST)","2774","0","198","2576"
"14.04.2016 23:00 - 14.04.2016 23:15 (CEST)","2989","0","273","2716"
"14.04.2016 23:15 - 14.04.2016 23:30 (CEST)","3233","0","304","2929"
"14.04.2016 23:30 - 14.04.2016 23:45 (CEST)","3481","0","336","3145"
"14.04.2016 23:45 - 15.04.2016 00:00 (CEST)","3724","0","366","3358"
"15.04.2016 00:00 - 15.04.2016 00:15 (CEST)","4298","0","353","3945"
"15.04.2016 00:15 - 15.04.2016 00:30 (CEST)","4558","0","383","4175"
"15.04.2016 00:30 - 15.04.2016 00:45 (CEST)","4823","0","413","4410"
"15.04.2016 00:45 - 15.04.2016 01:00 (CEST)","5086","0","445","4641"
"15.04.2016 01:00 - 15.04.2016 01:15 (CEST)","5343","0","472","4871"
"15.04.2016 01:15 - 15.04.2016 01:30 (CEST)","5599","0","487","5112"
"15.04.2016 01:30 - 15.04.2016 01:45 (CEST)","5855","0","502","5353"
"15.04.2016 01:45 - 15.04.2016 02:00 (CEST)","6112","0","521","5591"
"15.04.2016 02:00 - 15.04.2016 02:15 (CEST)","6161","0","528","5633"
"15.04.2016 02:15 - 15.04.2016 02:30 (CEST)","6267","0","525","5742"
"15.04.2016 02:30 - 15.04.2016 02:45 (CEST)","6374","0","523","5851"
"15.04.2016 02:45 - 15.04.2016 03:00 (CEST)","6481","0","523","5958"
"15.04.2016 03:00 - 15.04.2016 03:15 (CEST)","6595","0","516","6079"
"15.04.2016 03:15 - 15.04.2016 03:30 (CEST)","6645","0","502","6143"
"15.04.2016 03:30 - 15.04.2016 03:45 (CEST)","6697","0","490","6207"
"15.04.2016 03:45 - 15.04.2016 04:00 (CEST)","6748","0","478","6270"
"15.04.2016 04:00 - 15.04.2016 04:15 (CEST)","6769","0","408","6361"
"15.04.2016 04:15 - 15.04.2016 04:30 (CEST)","6823","0","388","6435"
"15.04.2016 04:30 - 15.04.2016 04:45 (CEST)","6878","0","370","6508"
"15.04.2016 04:45 - 15.04.2016 05:00 (CEST)","6932","0","350","6582"
"15.04.2016 05:00 - 15.04.2016 05:15 (CEST)","7000","0","328","6672"
"15.04.2016 05:15 - 15.04.2016 05:30 (CEST)","7142","0","313","6829"
"15.04.2016 05:30 - 15.04.2016 05:45 (CEST)","7293","1","297","6995"
"15.04.2016 05:45 - 15.04.2016 06:00 (CEST)","7406","1","283","7122"
"15.04.2016 06:00 - 15.04.2016 06:15 (CEST)","7538","9","270","7259"
"15.04.2016 06:15 - 15.04.2016 06:30 (CEST)","7691","43","262","7386"
"15.04.2016 06:30 - 15.04.2016 06:45 (CEST)","7915","150","256","7509"
"15.04.2016 06:45 - 15.04.2016 07:00 (CEST)","8183","315","247","7621"
"15.04.2016 07:00 - 15.04.2016 07:15 (CEST)","8589","594","244","7751"
"15.04.2016 07:15 - 15.04.2016 07:30 (CEST)","9038","947","239","7852"
"15.04.2016 07:30 - 15.04.2016 07:45 (CEST)","9549","1357","232","7960"
"15.04.2016 07:45 - 15.04.2016 08:00 (CEST)","9969","1802","225","7942"
"15.04.2016 08:00 - 15.04.2016 08:15 (CEST)","10317","2271","220","7826"
"15.04.2016 08:15 - 15.04.2016 08:30 (CEST)","10656","2769","222","7665"
"15.04.2016 08:30 - 15.04.2016 08:45 (CEST)","11003","3268","226","7509"
"15.04.2016 08:45 - 15.04.2016 09:00 (CEST)","11378","3770","228","7380"
"15.04.2016 09:00 - 15.04.2016 09:15 (CEST)","11742","4259","232","7251"
"15.04.2016 09:15 - 15.04.2016 09:30 (CEST)","12257","4734","236","7287"
"15.04.2016 09:30 - 15.04.2016 09:45 (CEST)","12789","5215","243","7331"
"15.04.2016 09:45 - 15.04.2016 10:00 (CEST)","13387","5689","249","7449"
"15.04.2016 10:00 - 15.04.2016 10:15 (CEST)","13997","6127","255","7615"
"15.04.2016 10:15 - 15.04.2016 10:30 (CEST)","14680","6530","258","7892"
"15.04.2016 10:30 - 15.04.2016 10:45 (CEST)","15357","6917","261","8179"
"15.04.2016 10:45 - 15.04.2016 11:00 (CEST)","15911","7283","263","8365"
"15.04.2016 11:00 - 15.04.2016 11:15 (CEST)","16446","7628","266","8552"
"15.04.2016 11:15 - 15.04.2016 11:30 (CEST)","17018","7967","267","8784"
"15.04.2016 11:30 - 15.04.2016 11:45 (CEST)","17589","8296","271","9022"
"15.04.2016 11:45 - 15.04.2016 12:00 (CEST)","18146","8610","273","9263"
"15.04.2016 12:00 - 15.04.2016 12:15 (CEST)","18671","8893","266","9512"
"15.04.2016 12:15 - 15.04.2016 12:30 (CEST)","19298","9150","267","9881"
"15.04.2016 12:30 - 15.04.2016 12:45 (CEST)","19903","9376","265","10262"
"15.04.2016 12:45 - 15.04.2016 13:00 (CEST)","20446","9575","263","10608"
"15.04.2016 13:00 - 15.04.2016 13:15 (CEST)","20920","9758","264","10898"
"15.04.2016 13:15 - 15.04.2016 13:30 (CEST)","21318","9926","262","11130"
"15.04.2016 13:30 - 15.04.2016 13:45 (CEST)","21696","10069","261","11366"
"15.04.2016 13:45 - 15.04.2016 14:00 (CEST)","21883","10178","259","11446"
"15.04.2016 14:00 - 15.04.2016 14:15 (CEST)","22007","10236","258","11513"
"15.04.2016 14:15 - 15.04.2016 14:30 (CEST)","22004","10244","255","11505"
"15.04.2016 14:30 - 15.04.2016 14:45 (CEST)","21940","10192","257","11491"
"15.04.2016 14:45 - 15.04.2016 15:00 (CEST)","21773","10079","255","11439"
"15.04.2016 15:00 - 15.04.2016 15:15 (CEST)","21590","9897","257","11436"
"15.04.2016 15:15 - 15.04.2016 15:30 (CEST)","21401","9631","258","11512"
"15.04.2016 15:30 - 15.04.2016 15:45 (CEST)","21173","9324","257","11592"
"15.04.2016 15:45 - 15.04.2016 16:00 (CEST)","20800","8973","252","11575"
"15.04.2016 16:00 - 15.04.2016 16:15 (CEST)","20367","8551","255","11561"
"15.04.2016 16:15 - 15.04.2016 16:30 (CEST)","19876","8077","253","11546"
"15.04.2016 16:30 - 15.04.2016 16:45 (CEST)","19381","7604","249","11528"
"15.04.2016 16:45 - 15.04.2016 17:00 (CEST)","18833","7112","250","11471"
"15.04.2016 17:00 - 15.04.2016 17:15 (CEST)","18164","6533","244","11387"
"15.04.2016 17:15 - 15.04.2016 17:30 (CEST)","17136","5886","250","11000"
"15.04.2016 17:30 - 15.04.2016 17:45 (CEST)","16103","5238","254","10611"
"15.04.2016 17:45 - 15.04.2016 18:00 (CEST)","15049","4565","261","10223"
"15.04.2016 18:00 - 15.04.2016 18:15 (CEST)","13977","3880","264","9833"
"15.04.2016 18:15 - 15.04.2016 18:30 (CEST)","12908","3205","254","9449"
"15.04.2016 18:30 - 15.04.2016 18:45 (CEST)","11861","2536","249","9076"
"15.04.2016 18:45 - 15.04.2016 19:00 (CEST)","10712","1886","246","8580"
"15.04.2016 19:00 - 15.04.2016 19:15 (CEST)","9651","1293","237","8121"
"15.04.2016 19:15 - 15.04.2016 19:30 (CEST)","8700","812","231","7657"
"15.04.2016 19:30 - 15.04.2016 19:45 (CEST)","7916","486","226","7204"
"15.04.2016 19:45 - 15.04.2016 20:00 (CEST)","7502","238","220","7044"
"15.04.2016 20:00 - 15.04.2016 20:15 (CEST)","7274","88","217","6969"
"15.04.2016 20:15 - 15.04.2016 20:30 (CEST)","7347","21","215","7111"
"15.04.2016 20:30 - 15.04.2016 20:45 (CEST)","7472","8","213","7251"
"15.04.2016 20:45 - 15.04.2016 21:00 (CEST)","7481","2","209","7270"
"15.04.2016 21:00 - 15.04.2016 21:15 (CEST)","7518","0","212","7306"
"15.04.2016 21:15 - 15.04.2016 21:30 (CEST)","7599","0","220","7379"
"15.04.2016 21:30 - 15.04.2016 21:45 (CEST)","7686","0","227","7459"
"15.04.2016 21:45 - 15.04.2016 22:00 (CEST)","7770","0","237","7533"
"15.04.2016 22:00 - 15.04.2016 22:15 (CEST)","7832","0","249","7583"
"15.04.2016 22:15 - 15.04.2016 22:30 (CEST)","7898","0","256","7642"
"15.04.2016 22:30 - 15.04.2016 22:45 (CEST)","7962","0","267","7695"
"15.04.2016 22:45 - 15.04.2016 23:00 (CEST)","8030","0","279","7751"
"15.04.2016 23:00 - 15.04.2016 23:15 (CEST)","8081","0","293","7788"
"15.04.2016 23:15 - 15.04.2016 23:30 (CEST)","8171","0","294","7877"
"15.04.2016 23:30 - 15.04.2016 23:45 (CEST)","8266","0","294","7972"
"15.04.2016 23:45 - 16.04.2016 00:00 (CEST)","8367","0","297","8070"
"16.04.2016 00:00 - 16.04.2016 00:15 (CEST)","9515","0","222","9293"
"16.04.2016 00:15 - 16.04.2016 00:30 (CEST)","9646","0","232","9414"
"16.04.2016 00:30 - 16.04.2016 00:45 (CEST)","9789","0","242","9547"
"16.04.2016 00:45 - 16.04.2016 01:00 (CEST)","9932","0","251","9681"
"16.04.2016 01:00 - 16.04.2016 01:15 (CEST)","10050","0","266","9784"
"16.04.2016 01:15 - 16.04.2016 01:30 (CEST)","10163","0","274","9889"
"16.04.2016 01:30 - 16.04.2016 01:45 (CEST)","10279","0","281","9998"
"16.04.2016 01:45 - 16.04.2016 02:00 (CEST)","10353","0","290","10063"
"16.04.2016 02:00 - 16.04.2016 02:15 (CEST)","9765","0","302","9463"
"16.04.2016 02:15 - 16.04.2016 02:30 (CEST)","9930","0","318","9612"
"16.04.2016 02:30 - 16.04.2016 02:45 (CEST)","10102","0","336","9766"
"16.04.2016 02:45 - 16.04.2016 03:00 (CEST)","10254","0","351","9903"
"16.04.2016 03:00 - 16.04.2016 03:15 (CEST)","10508","0","372","10136"
"16.04.2016 03:15 - 16.04.2016 03:30 (CEST)","10669","0","393","10276"
"16.04.2016 03:30 - 16.04.2016 03:45 (CEST)","10822","0","408","10414"
"16.04.2016 03:45 - 16.04.2016 04:00 (CEST)","10973","0","426","10547"
"16.04.2016 04:00 - 16.04.2016 04:15 (CEST)","11150","0","460","10690"
"16.04.2016 04:15 - 16.04.2016 04:30 (CEST)","11328","0","479","10849"
"16.04.2016 04:30 - 16.04.2016 04:45 (CEST)","11500","0","494","11006"
"16.04.2016 04:45 - 16.04.2016 05:00 (CEST)","11673","0","507","11166"
"16.04.2016 05:00 - 16.04.2016 05:15 (CEST)","11851","0","525","11326"
"16.04.2016 05:15 - 16.04.2016 05:30 (CEST)","11993","0","557","11436"
"16.04.2016 05:30 - 16.04.2016 05:45 (CEST)","12140","1","593","11546"
"16.04.2016 05:45 - 16.04.2016 06:00 (CEST)","12281","1","625","11655"
"16.04.2016 06:00 - 16.04.2016 06:15 (CEST)","12454","14","657","11783"
"16.04.2016 06:15 - 16.04.2016 06:30 (CEST)","12647","60","691","11896"
"16.04.2016 06:30 - 16.04.2016 06:45 (CEST)","12919","187","722","12010"
"16.04.2016 06:45 - 16.04.2016 07:00 (CEST)","13272","387","756","12129"
"16.04.2016 07:00 - 16.04.2016 07:15 (CEST)","13742","736","782","12224"
"16.04.2016 07:15 - 16.04.2016 07:30 (CEST)","14281","1188","807","12286"
"16.04.2016 07:30 - 16.04.2016 07:45 (CEST)","14904","1717","833","12354"
"16.04.2016 07:45 - 16.04.2016 08:00 (CEST)","15569","2287","860","12422"
"16.04.2016 08:00 - 16.04.2016 08:15 (CEST)","16288","2892","880","12516"
"16.04.2016 08:15 - 16.04.2016 08:30 (CEST)","17169","3534","901","12734"
"16.04.2016 08:30 - 16.04.2016 08:45 (CEST)","18064","4186","925","12953"
"16.04.2016 08:45 - 16.04.2016 09:00 (CEST)","18966","4845","946","13175"
"16.04.2016 09:00 - 16.04.2016 09:15 (CEST)","19918","5499","979","13440"
"16.04.2016 09:15 - 16.04.2016 09:30 (CEST)","21003","6136","1038","13829"
"16.04.2016 09:30 - 16.04.2016 09:45 (CEST)","22079","6765","1096","14218"
"16.04.2016 09:45 - 16.04.2016 10:00 (CEST)","23141","7365","1161","14615"
"16.04.2016 10:00 - 16.04.2016 10:15 (CEST)","24183","7917","1226","15040"
"16.04.2016 10:15 - 16.04.2016 10:30 (CEST)","25286","8424","1297","15565"
"16.04.2016 10:30 - 16.04.2016 10:45 (CEST)","26343","8893","1370","16080"
"16.04.2016 10:45 - 16.04.2016 11:00 (CEST)","27349","9325","1433","16591"
"16.04.2016 11:00 - 16.04.2016 11:15 (CEST)","28300","9718","1493","17089"
"16.04.2016 11:15 - 16.04.2016 11:30 (CEST)","28942","10074","1520","17348"
"16.04.2016 11:30 - 16.04.2016 11:45 (CEST)","29549","10391","1548","17610"
"16.04.2016 11:45 - 16.04.2016 12:00 (CEST)","30119","10671","1577","17871"
"16.04.2016 12:00 - 16.04.2016 12:15 (CEST)","30934","10924","1922","18088"
"16.04.2016 12:15 - 16.04.2016 12:30 (CEST)","31387","11145","1954","18288"
"16.04.2016 12:30 - 16.04.2016 12:45 (CEST)","31800","11334","1986","18480"
"16.04.2016 12:45 - 16.04.2016 13:00 (CEST)","32209","11506","2027","18676"
"16.04.2016 13:00 - 16.04.2016 13:15 (CEST)","32567","11661","2058","18848"
"16.04.2016 13:15 - 16.04.2016 13:30 (CEST)","32855","11811","2050","18994"
"16.04.2016 13:30 - 16.04.2016 13:45 (CEST)","33097","11918","2026","19153"
"16.04.2016 13:45 - 16.04.2016 14:00 (CEST)","33300","11982","2010","19308"
"16.04.2016 14:00 - 16.04.2016 14:15 (CEST)","33400","11988","1984","19428"
"16.04.2016 14:15 - 16.04.2016 14:30 (CEST)","33166","11937","1945","19284"
"16.04.2016 14:30 - 16.04.2016 14:45 (CEST)","32880","11837","1905","19138"
"16.04.2016 14:45 - 16.04.2016 15:00 (CEST)","32562","11702","1869","18991"
"16.04.2016 15:00 - 16.04.2016 15:15 (CEST)","32287","11476","1983","18828"
"16.04.2016 15:15 - 16.04.2016 15:30 (CEST)","31666","11156","1934","18576"
"16.04.2016 15:30 - 16.04.2016 15:45 (CEST)","30977","10773","1881","18323"
"16.04.2016 15:45 - 16.04.2016 16:00 (CEST)","30232","10331","1833","18068"
"16.04.2016 16:00 - 16.04.2016 16:15 (CEST)","29471","9842","1788","17841"
"16.04.2016 16:15 - 16.04.2016 16:30 (CEST)","28673","9312","1777","17584"
"16.04.2016 16:30 - 16.04.2016 16:45 (CEST)","27770","8691","1756","17323"
"16.04.2016 16:45 - 16.04.2016 17:00 (CEST)","26879","8075","1740","17064"
"16.04.2016 17:00 - 16.04.2016 17:15 (CEST)","25838","7358","1726","16754"
"16.04.2016 17:15 - 16.04.2016 17:30 (CEST)","24695","6695","1692","16308"
"16.04.2016 17:30 - 16.04.2016 17:45 (CEST)","23434","5920","1653","15861"
"16.04.2016 17:45 - 16.04.2016 18:00 (CEST)","22109","5073","1613","15423"
"16.04.2016 18:00 - 16.04.2016 18:15 (CEST)","20935","4288","1586","15061"
"16.04.2016 18:15 - 16.04.2016 18:30 (CEST)","19752","3528","1562","14662"
"16.04.2016 18:30 - 16.04.2016 18:45 (CEST)","18588","2785","1539","14264"
"16.04.2016 18:45 - 16.04.2016 19:00 (CEST)","17451","2064","1517","13870"
"16.04.2016 19:00 - 16.04.2016 19:15 (CEST)","16413","1424","1490","13499"
"16.04.2016 19:15 - 16.04.2016 19:30 (CEST)","15528","911","1468","13149"
"16.04.2016 19:30 - 16.04.2016 19:45 (CEST)","14798","552","1447","12799"
"16.04.2016 19:45 - 16.04.2016 20:00 (CEST)","14142","274","1421","12447"
"16.04.2016 20:00 - 16.04.2016 20:15 (CEST)","13710","103","1400","12207"
"16.04.2016 20:15 - 16.04.2016 20:30 (CEST)","13496","27","1383","12086"
"16.04.2016 20:30 - 16.04.2016 20:45 (CEST)","13340","10","1367","11963"
"16.04.2016 20:45 - 16.04.2016 21:00 (CEST)","13191","3","1351","11837"
"16.04.2016 21:00 - 16.04.2016 21:15 (CEST)","13063","0","1348","11715"
"16.04.2016 21:15 - 16.04.2016 21:30 (CEST)","12967","0","1342","11625"
"16.04.2016 21:30 - 16.04.2016 21:45 (CEST)","12864","0","1329","11535"
