"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"12.03.2015 00:45 - 12.03.2015 01:00","55243","53865"
"12.03.2015 01:00 - 12.03.2015 01:15","54585","53507"
"12.03.2015 01:15 - 12.03.2015 01:30","54074","52823"
"12.03.2015 01:30 - 12.03.2015 01:45","53784","52732"
"12.03.2015 01:45 - 12.03.2015 02:00","53392","52408"
"12.03.2015 02:00 - 12.03.2015 02:15","52997","52160"
"12.03.2015 02:15 - 12.03.2015 02:30","52781","52166"
"12.03.2015 02:30 - 12.03.2015 02:45","52832","52206"
"12.03.2015 02:45 - 12.03.2015 03:00","52859","52288"
"12.03.2015 03:00 - 12.03.2015 03:15","53030","52482"
"12.03.2015 03:15 - 12.03.2015 03:30","53039","52456"
"12.03.2015 03:30 - 12.03.2015 03:45","53212","52761"
"12.03.2015 03:45 - 12.03.2015 04:00","53448","52795"
"12.03.2015 04:00 - 12.03.2015 04:15","53917","53133"
"12.03.2015 04:15 - 12.03.2015 04:30","54262","53629"
"12.03.2015 04:30 - 12.03.2015 04:45","54873","54349"
"12.03.2015 04:45 - 12.03.2015 05:00","55455","54962"
"12.03.2015 05:00 - 12.03.2015 05:15","56726","56352"
"12.03.2015 05:15 - 12.03.2015 05:30","57402","57274"
"12.03.2015 05:30 - 12.03.2015 05:45","58769","58388"
"12.03.2015 05:45 - 12.03.2015 06:00","60253","59958"
"12.03.2015 06:00 - 12.03.2015 06:15","63482","63373"
"12.03.2015 06:15 - 12.03.2015 06:30","64141","65895"
"12.03.2015 06:30 - 12.03.2015 06:45","67876","67626"
"12.03.2015 06:45 - 12.03.2015 07:00","69303","68993"
"12.03.2015 07:00 - 12.03.2015 07:15","71263","70717"
"12.03.2015 07:15 - 12.03.2015 07:30","72504","71755"
"12.03.2015 07:30 - 12.03.2015 07:45","73590","72550"
"12.03.2015 07:45 - 12.03.2015 08:00","74204","73123"
"12.03.2015 08:00 - 12.03.2015 08:15","75065","73896"
"12.03.2015 08:15 - 12.03.2015 08:30","75602","74333"
"12.03.2015 08:30 - 12.03.2015 08:45","75641","74667"
"12.03.2015 08:45 - 12.03.2015 09:00","75599","74982"
"12.03.2015 09:00 - 12.03.2015 09:15","75349","74869"
"12.03.2015 09:15 - 12.03.2015 09:30","75661","75420"
"12.03.2015 09:30 - 12.03.2015 09:45","76364","75651"
"12.03.2015 09:45 - 12.03.2015 10:00","76739","75610"
"12.03.2015 10:00 - 12.03.2015 10:15","76916","76151"
"12.03.2015 10:15 - 12.03.2015 10:30","77162","76563"
"12.03.2015 10:30 - 12.03.2015 10:45","77905","76738"
"12.03.2015 10:45 - 12.03.2015 11:00","78057","77192"
"12.03.2015 11:00 - 12.03.2015 11:15","78158","77477"
"12.03.2015 11:15 - 12.03.2015 11:30","78340","77958"
"12.03.2015 11:30 - 12.03.2015 11:45","78502","78199"
"12.03.2015 11:45 - 12.03.2015 12:00","78220","78281"
"12.03.2015 12:00 - 12.03.2015 12:15","77947","77173"
"12.03.2015 12:15 - 12.03.2015 12:30","77421","76669"
"12.03.2015 12:30 - 12.03.2015 12:45","75781","76805"
"12.03.2015 12:45 - 12.03.2015 13:00","75734","76610"
"12.03.2015 13:00 - 12.03.2015 13:15","75713","76427"
"12.03.2015 13:15 - 12.03.2015 13:30","75155","75967"
"12.03.2015 13:30 - 12.03.2015 13:45","74721","75705"
"12.03.2015 13:45 - 12.03.2015 14:00","74447","75110"
"12.03.2015 14:00 - 12.03.2015 14:15","75743","74640"
"12.03.2015 14:15 - 12.03.2015 14:30","73869","74464"
"12.03.2015 14:30 - 12.03.2015 14:45","73778","74127"
"12.03.2015 14:45 - 12.03.2015 15:00","75064","73353"
"12.03.2015 15:00 - 12.03.2015 15:15","74777","73162"
"12.03.2015 15:15 - 12.03.2015 15:30","74027","72823"
"12.03.2015 15:30 - 12.03.2015 15:45","73422","72259"
"12.03.2015 15:45 - 12.03.2015 16:00","72864","71812"
"12.03.2015 16:00 - 12.03.2015 16:15","72461","71263"
"12.03.2015 16:15 - 12.03.2015 16:30","71916","70947"
"12.03.2015 16:30 - 12.03.2015 16:45","71764","70568"
"12.03.2015 16:45 - 12.03.2015 17:00","71606","70400"
"12.03.2015 17:00 - 12.03.2015 17:15","71869","70995"
"12.03.2015 17:15 - 12.03.2015 17:30","72191","71318"
"12.03.2015 17:30 - 12.03.2015 17:45","72401","71668"
"12.03.2015 17:45 - 12.03.2015 18:00","72805","72287"
"12.03.2015 18:00 - 12.03.2015 18:15","74279","72989"
"12.03.2015 18:15 - 12.03.2015 18:30","75279","73968"
"12.03.2015 18:30 - 12.03.2015 18:45","76538","75818"
"12.03.2015 18:45 - 12.03.2015 19:00","77296","76731"
"12.03.2015 19:00 - 12.03.2015 19:15","77133","76976"
"12.03.2015 19:15 - 12.03.2015 19:30","76599","76383"
"12.03.2015 19:30 - 12.03.2015 19:45","76064","76019"
"12.03.2015 19:45 - 12.03.2015 20:00","75274","75453"
"12.03.2015 20:00 - 12.03.2015 20:15","73841","73697"
"12.03.2015 20:15 - 12.03.2015 20:30","72385","72079"
"12.03.2015 20:30 - 12.03.2015 20:45","71285","70978"
"12.03.2015 20:45 - 12.03.2015 21:00","70013","69977"
"12.03.2015 21:00 - 12.03.2015 21:15","69089","68492"
"12.03.2015 21:15 - 12.03.2015 21:30","68224","67695"
"12.03.2015 21:30 - 12.03.2015 21:45","67280","66556"
"12.03.2015 21:45 - 12.03.2015 22:00","66366","65678"
"12.03.2015 22:00 - 12.03.2015 22:15","66413","65702"
"12.03.2015 22:15 - 12.03.2015 22:30","65645","64905"
"12.03.2015 22:30 - 12.03.2015 22:45","64430","63618"
"12.03.2015 22:45 - 12.03.2015 23:00","63044","62193"
"12.03.2015 23:00 - 12.03.2015 23:15","61801","61001"
"12.03.2015 23:15 - 12.03.2015 23:30","60623","59765"
"12.03.2015 23:30 - 12.03.2015 23:45","59538","58549"
"12.03.2015 23:45 - 13.03.2015 00:00","56290","57535"
"13.03.2015 00:00 - 13.03.2015 00:15","56798","57198"
"13.03.2015 00:15 - 13.03.2015 00:30","55322","56313"
"13.03.2015 00:30 - 13.03.2015 00:45","54673","55149"
"13.03.2015 00:45 - 13.03.2015 01:00","53990","54321"
"13.03.2015 01:00 - 13.03.2015 01:15","53437","53809"
"13.03.2015 01:15 - 13.03.2015 01:30","53513","53397"
"13.03.2015 01:30 - 13.03.2015 01:45","52810","53151"
"13.03.2015 01:45 - 13.03.2015 02:00","52336","52972"
"13.03.2015 02:00 - 13.03.2015 02:15","52635","52826"
"13.03.2015 02:15 - 13.03.2015 02:30","52897","52704"
"13.03.2015 02:30 - 13.03.2015 02:45","52827","52654"
"13.03.2015 02:45 - 13.03.2015 03:00","52907","52689"
"13.03.2015 03:00 - 13.03.2015 03:15","52968","52867"
"13.03.2015 03:15 - 13.03.2015 03:30","53038","53168"
"13.03.2015 03:30 - 13.03.2015 03:45","51953","53413"
"13.03.2015 03:45 - 13.03.2015 04:00","53417","53529"
"13.03.2015 04:00 - 13.03.2015 04:15","53903","53973"
"13.03.2015 04:15 - 13.03.2015 04:30","54146","54311"
"13.03.2015 04:30 - 13.03.2015 04:45","54694","54683"
"13.03.2015 04:45 - 13.03.2015 05:00","55253","55091"
"13.03.2015 05:00 - 13.03.2015 05:15","56515","56108"
"13.03.2015 05:15 - 13.03.2015 05:30","57284","56891"
"13.03.2015 05:30 - 13.03.2015 05:45","58405","57932"
"13.03.2015 05:45 - 13.03.2015 06:00","59949","59253"
"13.03.2015 06:00 - 13.03.2015 06:15","63016","62804"
"13.03.2015 06:15 - 13.03.2015 06:30","65375","65438"
"13.03.2015 06:30 - 13.03.2015 06:45","67235","66784"
"13.03.2015 06:45 - 13.03.2015 07:00","68789","68171"
"13.03.2015 07:00 - 13.03.2015 07:15","70573","69974"
"13.03.2015 07:15 - 13.03.2015 07:30","71733","71061"
"13.03.2015 07:30 - 13.03.2015 07:45","72688","72386"
"13.03.2015 07:45 - 13.03.2015 08:00","73372","73536"
"13.03.2015 08:00 - 13.03.2015 08:15","74485","73970"
"13.03.2015 08:15 - 13.03.2015 08:30","75132","74507"
"13.03.2015 08:30 - 13.03.2015 08:45","75209","75101"
"13.03.2015 08:45 - 13.03.2015 09:00","75445","75443"
"13.03.2015 09:00 - 13.03.2015 09:15","75204","75665"
"13.03.2015 09:15 - 13.03.2015 09:30","75588","76477"
"13.03.2015 09:30 - 13.03.2015 09:45","76080","76585"
"13.03.2015 09:45 - 13.03.2015 10:00","76478","76834"
"13.03.2015 10:00 - 13.03.2015 10:15","76958","76778"
"13.03.2015 10:15 - 13.03.2015 10:30","77178","77246"
"13.03.2015 10:30 - 13.03.2015 10:45","77412","77826"
"13.03.2015 10:45 - 13.03.2015 11:00","77549","78623"
"13.03.2015 11:00 - 13.03.2015 11:15","77634","79044"
"13.03.2015 11:15 - 13.03.2015 11:30","77275","79067"
"13.03.2015 11:30 - 13.03.2015 11:45","77952","79094"
"13.03.2015 11:45 - 13.03.2015 12:00","77644","78924"
"13.03.2015 12:00 - 13.03.2015 12:15","77165","78348"
"13.03.2015 12:15 - 13.03.2015 12:30","76155","77684"
"13.03.2015 12:30 - 13.03.2015 12:45","75850","76853"
"13.03.2015 12:45 - 13.03.2015 13:00","75200","76038"
"13.03.2015 13:00 - 13.03.2015 13:15","73296","75444"
"13.03.2015 13:15 - 13.03.2015 13:30","75063","74746"
"13.03.2015 13:30 - 13.03.2015 13:45","71869","73953"
"13.03.2015 13:45 - 13.03.2015 14:00","73223","72965"
"13.03.2015 14:00 - 13.03.2015 14:15","70838","72892"
"13.03.2015 14:15 - 13.03.2015 14:30","70793","72668"
"13.03.2015 14:30 - 13.03.2015 14:45","71697","72611"
"13.03.2015 14:45 - 13.03.2015 15:00","71096","72091"
"13.03.2015 15:00 - 13.03.2015 15:15","71192","72106"
"13.03.2015 15:15 - 13.03.2015 15:30","70431","71896"
"13.03.2015 15:30 - 13.03.2015 15:45","70743","71863"
"13.03.2015 15:45 - 13.03.2015 16:00","70397","71396"
"13.03.2015 16:00 - 13.03.2015 16:15","70262","71021"
"13.03.2015 16:15 - 13.03.2015 16:30","69880","70962"
"13.03.2015 16:30 - 13.03.2015 16:45","69863","70658"
"13.03.2015 16:45 - 13.03.2015 17:00","69506","70591"
"13.03.2015 17:00 - 13.03.2015 17:15","70066","71341"
"13.03.2015 17:15 - 13.03.2015 17:30","70328","71553"
"13.03.2015 17:30 - 13.03.2015 17:45","70392","71508"
"13.03.2015 17:45 - 13.03.2015 18:00","70761","72054"
"13.03.2015 18:00 - 13.03.2015 18:15","71616","72571"
"13.03.2015 18:15 - 13.03.2015 18:30","73020","73400"
"13.03.2015 18:30 - 13.03.2015 18:45","74057","74669"
"13.03.2015 18:45 - 13.03.2015 19:00","75281","75320"
"13.03.2015 19:00 - 13.03.2015 19:15","74831","75339"
"13.03.2015 19:15 - 13.03.2015 19:30","74030","74442"
"13.03.2015 19:30 - 13.03.2015 19:45","73869","73909"
"13.03.2015 19:45 - 13.03.2015 20:00","73192","72780"
"13.03.2015 20:00 - 13.03.2015 20:15","71760","71297"
"13.03.2015 20:15 - 13.03.2015 20:30","69800","69813"
"13.03.2015 20:30 - 13.03.2015 20:45","68756","68637"
"13.03.2015 20:45 - 13.03.2015 21:00","67569","67418"
"13.03.2015 21:00 - 13.03.2015 21:15","66694","65877"
"13.03.2015 21:15 - 13.03.2015 21:30","65866","65178"
"13.03.2015 21:30 - 13.03.2015 21:45","65133","64115"
"13.03.2015 21:45 - 13.03.2015 22:00","64110","63124"
"13.03.2015 22:00 - 13.03.2015 22:15","64367","63601"
"13.03.2015 22:15 - 13.03.2015 22:30","61090","62708"
"13.03.2015 22:30 - 13.03.2015 22:45","62610","61287"
"13.03.2015 22:45 - 13.03.2015 23:00","61420","60000"
"13.03.2015 23:00 - 13.03.2015 23:15","60227","59416"
"13.03.2015 23:15 - 13.03.2015 23:30","59156","58312"
"13.03.2015 23:30 - 13.03.2015 23:45","58102","57452"
"13.03.2015 23:45 - 14.03.2015 00:00","57172","56280"
"14.03.2015 00:00 - 14.03.2015 00:15","57006","55728"
"14.03.2015 00:15 - 14.03.2015 00:30","56074","54863"
"14.03.2015 00:30 - 14.03.2015 00:45","55324","53989"
"14.03.2015 00:45 - 14.03.2015 01:00","54595","53053"
"14.03.2015 01:00 - 14.03.2015 01:15","53826","52488"
"14.03.2015 01:15 - 14.03.2015 01:30","53260","51804"
"14.03.2015 01:30 - 14.03.2015 01:45","53027","51281"
"14.03.2015 01:45 - 14.03.2015 02:00","52651","50889"
"14.03.2015 02:00 - 14.03.2015 02:15","52208","50601"
"14.03.2015 02:15 - 14.03.2015 02:30","51996","50157"
"14.03.2015 02:30 - 14.03.2015 02:45","52008","50330"
"14.03.2015 02:45 - 14.03.2015 03:00","51879","49852"
"14.03.2015 03:00 - 14.03.2015 03:15","51856","49870"
"14.03.2015 03:15 - 14.03.2015 03:30","51769","49611"
"14.03.2015 03:30 - 14.03.2015 03:45","51832","49789"
"14.03.2015 03:45 - 14.03.2015 04:00","51933","49999"
"14.03.2015 04:00 - 14.03.2015 04:15","52172","50103"
"14.03.2015 04:15 - 14.03.2015 04:30","52273","50106"
"14.03.2015 04:30 - 14.03.2015 04:45","52575","50258"
"14.03.2015 04:45 - 14.03.2015 05:00","52879","50320"
"14.03.2015 05:00 - 14.03.2015 05:15","53506","50844"
"14.03.2015 05:15 - 14.03.2015 05:30","53665","50884"
"14.03.2015 05:30 - 14.03.2015 05:45","54206","50952"
"14.03.2015 05:45 - 14.03.2015 06:00","54752","50768"
"14.03.2015 06:00 - 14.03.2015 06:15","55450","51038"
"14.03.2015 06:15 - 14.03.2015 06:30","56210","51505"
"14.03.2015 06:30 - 14.03.2015 06:45","56796","51642"
"14.03.2015 06:45 - 14.03.2015 07:00","57468","52409"
"14.03.2015 07:00 - 14.03.2015 07:15","58626","53594"
"14.03.2015 07:15 - 14.03.2015 07:30","59463","54597"
"14.03.2015 07:30 - 14.03.2015 07:45","60217","55960"
"14.03.2015 07:45 - 14.03.2015 08:00","61151","57346"
"14.03.2015 08:00 - 14.03.2015 08:15","62478","58918"
"14.03.2015 08:15 - 14.03.2015 08:30","63423","59866"
"14.03.2015 08:30 - 14.03.2015 08:45","64444","60817"
"14.03.2015 08:45 - 14.03.2015 09:00","65277","61735"
"14.03.2015 09:00 - 14.03.2015 09:15","66091","62687"
"14.03.2015 09:15 - 14.03.2015 09:30","66795","63508"
"14.03.2015 09:30 - 14.03.2015 09:45","67704","63892"
"14.03.2015 09:45 - 14.03.2015 10:00","68313","64500"
"14.03.2015 10:00 - 14.03.2015 10:15","69010","64789"
"14.03.2015 10:15 - 14.03.2015 10:30","69312","65068"
"14.03.2015 10:30 - 14.03.2015 10:45","69811","65416"
"14.03.2015 10:45 - 14.03.2015 11:00","70100","65323"
"14.03.2015 11:00 - 14.03.2015 11:15","70660","65564"
"14.03.2015 11:15 - 14.03.2015 11:30","70795","66286"
"14.03.2015 11:30 - 14.03.2015 11:45","71302","66281"
"14.03.2015 11:45 - 14.03.2015 12:00","70734","65675"
"14.03.2015 12:00 - 14.03.2015 12:15","69970","65344"
"14.03.2015 12:15 - 14.03.2015 12:30","69374","65038"
"14.03.2015 12:30 - 14.03.2015 12:45","69128","64777"
"14.03.2015 12:45 - 14.03.2015 13:00","69203","64301"
"14.03.2015 13:00 - 14.03.2015 13:15","68827","63865"
"14.03.2015 13:15 - 14.03.2015 13:30","67775","63388"
"14.03.2015 13:30 - 14.03.2015 13:45","67748","62805"
"14.03.2015 13:45 - 14.03.2015 14:00","66914","62270"
"14.03.2015 14:00 - 14.03.2015 14:15","66448","62188"
"14.03.2015 14:15 - 14.03.2015 14:30","66559","61920"
"14.03.2015 14:30 - 14.03.2015 14:45","66392","62149"
"14.03.2015 14:45 - 14.03.2015 15:00","62515","61803"
"14.03.2015 15:00 - 14.03.2015 15:15","65678","61921"
"14.03.2015 15:15 - 14.03.2015 15:30","65042","61508"
"14.03.2015 15:30 - 14.03.2015 15:45","59779","61167"
"14.03.2015 15:45 - 14.03.2015 16:00","63488","60914"
"14.03.2015 16:00 - 14.03.2015 16:15","63643","60686"
"14.03.2015 16:15 - 14.03.2015 16:30","63323","60658"
"14.03.2015 16:30 - 14.03.2015 16:45","63368","60690"
"14.03.2015 16:45 - 14.03.2015 17:00","63718","60569"
"14.03.2015 17:00 - 14.03.2015 17:15","63876","60457"
"14.03.2015 17:15 - 14.03.2015 17:30","64387","61126"
"14.03.2015 17:30 - 14.03.2015 17:45","65166","61714"
"14.03.2015 17:45 - 14.03.2015 18:00","65858","62444"
"14.03.2015 18:00 - 14.03.2015 18:15","66830","64131"
"14.03.2015 18:15 - 14.03.2015 18:30","64118","64922"
"14.03.2015 18:30 - 14.03.2015 18:45","68841","65655"
"14.03.2015 18:45 - 14.03.2015 19:00","69072","65872"
"14.03.2015 19:00 - 14.03.2015 19:15","68874","65547"
"14.03.2015 19:15 - 14.03.2015 19:30","67979","65223"
"14.03.2015 19:30 - 14.03.2015 19:45","67206","64155"
"14.03.2015 19:45 - 14.03.2015 20:00","66314","63296"
"14.03.2015 20:00 - 14.03.2015 20:15","65118","62113"
"14.03.2015 20:15 - 14.03.2015 20:30","63703","60677"
"14.03.2015 20:30 - 14.03.2015 20:45","62552","59625"
"14.03.2015 20:45 - 14.03.2015 21:00","61659","58515"
"14.03.2015 21:00 - 14.03.2015 21:15","61038","58039"
"14.03.2015 21:15 - 14.03.2015 21:30","60673","57445"
"14.03.2015 21:30 - 14.03.2015 21:45","59720","57026"
"14.03.2015 21:45 - 14.03.2015 22:00","59336","56569"
"14.03.2015 22:00 - 14.03.2015 22:15","60097","57488"
"14.03.2015 22:15 - 14.03.2015 22:30","59600","57033"
"14.03.2015 22:30 - 14.03.2015 22:45","58604","56168"
"14.03.2015 22:45 - 14.03.2015 23:00","57498","55400"
"14.03.2015 23:00 - 14.03.2015 23:15","53839","53556"
"14.03.2015 23:15 - 14.03.2015 23:30","52975","52291"
"14.03.2015 23:30 - 14.03.2015 23:45","51909","51481"
"14.03.2015 23:45 - 15.03.2015 00:00","53785","50279"
"15.03.2015 00:00 - 15.03.2015 00:15","52604","49814"
"15.03.2015 00:15 - 15.03.2015 00:30","52018","49058"
"15.03.2015 00:30 - 15.03.2015 00:45","51295","48588"
"15.03.2015 00:45 - 15.03.2015 01:00","50616","47972"
"15.03.2015 01:00 - 15.03.2015 01:15","49962","47061"
"15.03.2015 01:15 - 15.03.2015 01:30","49441","46582"
"15.03.2015 01:30 - 15.03.2015 01:45","49127","46576"
"15.03.2015 01:45 - 15.03.2015 02:00","48644","46282"
"15.03.2015 02:00 - 15.03.2015 02:15","48527","45790"
"15.03.2015 02:15 - 15.03.2015 02:30","48211","45443"
"15.03.2015 02:30 - 15.03.2015 02:45","48333","45075"
"15.03.2015 02:45 - 15.03.2015 03:00","48129","45124"
"15.03.2015 03:00 - 15.03.2015 03:15","48084","45035"
"15.03.2015 03:15 - 15.03.2015 03:30","47874","44956"
"15.03.2015 03:30 - 15.03.2015 03:45","47824","44920"
"15.03.2015 03:45 - 15.03.2015 04:00","48071","44728"
"15.03.2015 04:00 - 15.03.2015 04:15","48097","44744"
"15.03.2015 04:15 - 15.03.2015 04:30","48196","44805"
"15.03.2015 04:30 - 15.03.2015 04:45","48419","45088"
"15.03.2015 04:45 - 15.03.2015 05:00","48615","45099"
"15.03.2015 05:00 - 15.03.2015 05:15","49076","45220"
"15.03.2015 05:15 - 15.03.2015 05:30","49148","45142"
"15.03.2015 05:30 - 15.03.2015 05:45","49442","44944"
"15.03.2015 05:45 - 15.03.2015 06:00","49738","44722"
"15.03.2015 06:00 - 15.03.2015 06:15","49844","44299"
"15.03.2015 06:15 - 15.03.2015 06:30","50035","44567"
"15.03.2015 06:30 - 15.03.2015 06:45","50526","44570"
"15.03.2015 06:45 - 15.03.2015 07:00","51113","44697"
"15.03.2015 07:00 - 15.03.2015 07:15","51897","45383"
"15.03.2015 07:15 - 15.03.2015 07:30","52645","46205"
"15.03.2015 07:30 - 15.03.2015 07:45","53556","47102"
"15.03.2015 07:45 - 15.03.2015 08:00","54302","48203"
"15.03.2015 08:00 - 15.03.2015 08:15","55471","50055"
"15.03.2015 08:15 - 15.03.2015 08:30","56176","51137"
"15.03.2015 08:30 - 15.03.2015 08:45","56936","52126"
"15.03.2015 08:45 - 15.03.2015 09:00","57321","52943"
"15.03.2015 09:00 - 15.03.2015 09:15","58419","53948"
"15.03.2015 09:15 - 15.03.2015 09:30","59369","54962"
"15.03.2015 09:30 - 15.03.2015 09:45","59829","55650"
"15.03.2015 09:45 - 15.03.2015 10:00","60689","56277"
"15.03.2015 10:00 - 15.03.2015 10:15","61541","57318"
"15.03.2015 10:15 - 15.03.2015 10:30","62348","58073"
"15.03.2015 10:30 - 15.03.2015 10:45","62856","58684"
"15.03.2015 10:45 - 15.03.2015 11:00","63618","59263"
"15.03.2015 11:00 - 15.03.2015 11:15","64109","60193"
"15.03.2015 11:15 - 15.03.2015 11:30","64876","61150"
"15.03.2015 11:30 - 15.03.2015 11:45","65584","61423"
"15.03.2015 11:45 - 15.03.2015 12:00","65265","61023"
"15.03.2015 12:00 - 15.03.2015 12:15","64863","61212"
"15.03.2015 12:15 - 15.03.2015 12:30","64014","60847"
"15.03.2015 12:30 - 15.03.2015 12:45","63822","60529"
"15.03.2015 12:45 - 15.03.2015 13:00","63850","59829"
"15.03.2015 13:00 - 15.03.2015 13:15","63528","58748"
"15.03.2015 13:15 - 15.03.2015 13:30","62672","58174"
"15.03.2015 13:30 - 15.03.2015 13:45","61901","57874"
"15.03.2015 13:45 - 15.03.2015 14:00","61560","56753"
"15.03.2015 14:00 - 15.03.2015 14:15","60745","56727"
"15.03.2015 14:15 - 15.03.2015 14:30","60955","56595"
"15.03.2015 14:30 - 15.03.2015 14:45","60558","56207"
"15.03.2015 14:45 - 15.03.2015 15:00","60637","55406"
"15.03.2015 15:00 - 15.03.2015 15:15","59468","55362"
"15.03.2015 15:15 - 15.03.2015 15:30","55529","55389"
"15.03.2015 15:30 - 15.03.2015 15:45","58218","54900"
"15.03.2015 15:45 - 15.03.2015 16:00","58558","54391"
"15.03.2015 16:00 - 15.03.2015 16:15","58350","54841"
"15.03.2015 16:15 - 15.03.2015 16:30","58343","54810"
"15.03.2015 16:30 - 15.03.2015 16:45","58107","54611"
"15.03.2015 16:45 - 15.03.2015 17:00","58157","54753"
"15.03.2015 17:00 - 15.03.2015 17:15","55689","55578"
"15.03.2015 17:15 - 15.03.2015 17:30","59080","56191"
"15.03.2015 17:30 - 15.03.2015 17:45","56943","56921"
"15.03.2015 17:45 - 15.03.2015 18:00","60289","57545"
"15.03.2015 18:00 - 15.03.2015 18:15","61835","59085"
"15.03.2015 18:15 - 15.03.2015 18:30","60233","60258"
"15.03.2015 18:30 - 15.03.2015 18:45","61371","62075"
"15.03.2015 18:45 - 15.03.2015 19:00","65086","63110"
"15.03.2015 19:00 - 15.03.2015 19:15","65290","63003"
"15.03.2015 19:15 - 15.03.2015 19:30","65162","62041"
"15.03.2015 19:30 - 15.03.2015 19:45","65424","61760"
"15.03.2015 19:45 - 15.03.2015 20:00","64644","61107"
"15.03.2015 20:00 - 15.03.2015 20:15","63933","61031"
"15.03.2015 20:15 - 15.03.2015 20:30","62679","59611"
"15.03.2015 20:30 - 15.03.2015 20:45","61677","58651"
"15.03.2015 20:45 - 15.03.2015 21:00","60781","57454"
"15.03.2015 21:00 - 15.03.2015 21:15","60463","57327"
"15.03.2015 21:15 - 15.03.2015 21:30","60005","56834"
"15.03.2015 21:30 - 15.03.2015 21:45","59584","56480"
"15.03.2015 21:45 - 15.03.2015 22:00","59341","56873"
"15.03.2015 22:00 - 15.03.2015 22:15","60220","57958"
"15.03.2015 22:15 - 15.03.2015 22:30","59845","57239"
"15.03.2015 22:30 - 15.03.2015 22:45","58977","56395"
"15.03.2015 22:45 - 15.03.2015 23:00","57857","55318"
"15.03.2015 23:00 - 15.03.2015 23:15","56773","54556"
"15.03.2015 23:15 - 15.03.2015 23:30","55820","53591"
"15.03.2015 23:30 - 15.03.2015 23:45","51504","52141"
"15.03.2015 23:45 - 16.03.2015 00:00","54334","51644"
"16.03.2015 00:00 - 16.03.2015 00:15","52604","50843"
"16.03.2015 00:15 - 16.03.2015 00:30","51882","50413"
"16.03.2015 00:30 - 16.03.2015 00:45","51434","50001"
"16.03.2015 00:45 - 16.03.2015 01:00","50816","49705"
"16.03.2015 01:00 - 16.03.2015 01:15","50267","49520"
"16.03.2015 01:15 - 16.03.2015 01:30","49849","49075"
"16.03.2015 01:30 - 16.03.2015 01:45","49680","48725"
"16.03.2015 01:45 - 16.03.2015 02:00","49495","48369"
"16.03.2015 02:00 - 16.03.2015 02:15","49171","48157"
"16.03.2015 02:15 - 16.03.2015 02:30","49052","47999"
"16.03.2015 02:30 - 16.03.2015 02:45","48976","47899"
"16.03.2015 02:45 - 16.03.2015 03:00","48952","48148"
"16.03.2015 03:00 - 16.03.2015 03:15","49145","48461"
"16.03.2015 03:15 - 16.03.2015 03:30","49169","48971"
"16.03.2015 03:30 - 16.03.2015 03:45","49217","48951"
"16.03.2015 03:45 - 16.03.2015 04:00","49488","49429"
"16.03.2015 04:00 - 16.03.2015 04:15","50212","50210"
"16.03.2015 04:15 - 16.03.2015 04:30","50565","50422"
"16.03.2015 04:30 - 16.03.2015 04:45","51121","51083"
"16.03.2015 04:45 - 16.03.2015 05:00","51834","51951"
"16.03.2015 05:00 - 16.03.2015 05:15","53434","53688"
"16.03.2015 05:15 - 16.03.2015 05:30","54332","54579"
"16.03.2015 05:30 - 16.03.2015 05:45","55804","56111"
"16.03.2015 05:45 - 16.03.2015 06:00","57499","57966"
"16.03.2015 06:00 - 16.03.2015 06:15","60707","61375"
"16.03.2015 06:15 - 16.03.2015 06:30","63300","63752"
"16.03.2015 06:30 - 16.03.2015 06:45","65361","65698"
"16.03.2015 06:45 - 16.03.2015 07:00","67003","66975"
"16.03.2015 07:00 - 16.03.2015 07:15","68969","69488"
"16.03.2015 07:15 - 16.03.2015 07:30","70103","70718"
"16.03.2015 07:30 - 16.03.2015 07:45","70853","72013"
"16.03.2015 07:45 - 16.03.2015 08:00","71680","73055"
"16.03.2015 08:00 - 16.03.2015 08:15","72764","73981"
"16.03.2015 08:15 - 16.03.2015 08:30","73246","74441"
"16.03.2015 08:30 - 16.03.2015 08:45","73780","75041"
"16.03.2015 08:45 - 16.03.2015 09:00","74074","75357"
"16.03.2015 09:00 - 16.03.2015 09:15","73980","74850"
"16.03.2015 09:15 - 16.03.2015 09:30","74694","75269"
"16.03.2015 09:30 - 16.03.2015 09:45","72541","75463"
"16.03.2015 09:45 - 16.03.2015 10:00","72914","76013"
"16.03.2015 10:00 - 16.03.2015 10:15","73317","76554"
"16.03.2015 10:15 - 16.03.2015 10:30","73400","76869"
"16.03.2015 10:30 - 16.03.2015 10:45","73644","76909"
"16.03.2015 10:45 - 16.03.2015 11:00","74054","77436"
"16.03.2015 11:00 - 16.03.2015 11:15","74629","77829"
"16.03.2015 11:15 - 16.03.2015 11:30","75288","78265"
"16.03.2015 11:30 - 16.03.2015 11:45","75647","78168"
"16.03.2015 11:45 - 16.03.2015 12:00","75526","78207"
"16.03.2015 12:00 - 16.03.2015 12:15","74891","77584"
"16.03.2015 12:15 - 16.03.2015 12:30","74550","76998"
"16.03.2015 12:30 - 16.03.2015 12:45","74375","76954"
"16.03.2015 12:45 - 16.03.2015 13:00","74681","76911"
"16.03.2015 13:00 - 16.03.2015 13:15","74930","77179"
"16.03.2015 13:15 - 16.03.2015 13:30","74382","76647"
