"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"03.07.2016 18:15 - 03.07.2016 18:30","54213","53451"
"03.07.2016 18:30 - 03.07.2016 18:45","54298","53471"
"03.07.2016 18:45 - 03.07.2016 19:00","54409","53780"
"03.07.2016 19:00 - 03.07.2016 19:15","54313","54404"
"03.07.2016 19:15 - 03.07.2016 19:30","54190","53994"
"03.07.2016 19:30 - 03.07.2016 19:45","53840","54000"
"03.07.2016 19:45 - 03.07.2016 20:00","53393","54002"
"03.07.2016 20:00 - 03.07.2016 20:15","53941","53934"
"03.07.2016 20:15 - 03.07.2016 20:30","53903","53327"
"03.07.2016 20:30 - 03.07.2016 20:45","53046","53253"
"03.07.2016 20:45 - 03.07.2016 21:00","52970","52917"
"03.07.2016 21:00 - 03.07.2016 21:15","52489","52898"
"03.07.2016 21:15 - 03.07.2016 21:30","52265","52300"
"03.07.2016 21:30 - 03.07.2016 21:45","52606","52355"
"03.07.2016 21:45 - 03.07.2016 22:00","53195","52594"
"03.07.2016 22:00 - 03.07.2016 22:15","53549","53414"
"03.07.2016 22:15 - 03.07.2016 22:30","53476","53128"
"03.07.2016 22:30 - 03.07.2016 22:45","52839","52502"
"03.07.2016 22:45 - 03.07.2016 23:00","51891","51507"
"03.07.2016 23:00 - 03.07.2016 23:15","50295","50393"
"03.07.2016 23:15 - 03.07.2016 23:30","49276","49242"
"03.07.2016 23:30 - 03.07.2016 23:45","48511","48378"
"03.07.2016 23:45 - 04.07.2016 00:00","47753","47567"
"04.07.2016 00:00 - 04.07.2016 00:15","46929","46928"
"04.07.2016 00:15 - 04.07.2016 00:30","46304","46521"
"04.07.2016 00:30 - 04.07.2016 00:45","45812","46015"
"04.07.2016 00:45 - 04.07.2016 01:00","45389","45314"
"04.07.2016 01:00 - 04.07.2016 01:15","44588","44832"
"04.07.2016 01:15 - 04.07.2016 01:30","44301","44383"
"04.07.2016 01:30 - 04.07.2016 01:45","44118","44107"
"04.07.2016 01:45 - 04.07.2016 02:00","43843","43910"
"04.07.2016 02:00 - 04.07.2016 02:15","43566","43601"
"04.07.2016 02:15 - 04.07.2016 02:30","43361","43451"
"04.07.2016 02:30 - 04.07.2016 02:45","43350","43455"
"04.07.2016 02:45 - 04.07.2016 03:00","43270","43588"
"04.07.2016 03:00 - 04.07.2016 03:15","43392","43543"
"04.07.2016 03:15 - 04.07.2016 03:30","43346","43400"
"04.07.2016 03:30 - 04.07.2016 03:45","43390","43588"
"04.07.2016 03:45 - 04.07.2016 04:00","43445","43779"
"04.07.2016 04:00 - 04.07.2016 04:15","44393","44388"
"04.07.2016 04:15 - 04.07.2016 04:30","44814","44752"
"04.07.2016 04:30 - 04.07.2016 04:45","45280","45358"
"04.07.2016 04:45 - 04.07.2016 05:00","45873","45947"
"04.07.2016 05:00 - 04.07.2016 05:15","47621","47343"
"04.07.2016 05:15 - 04.07.2016 05:30","48262","48150"
"04.07.2016 05:30 - 04.07.2016 05:45","49890","49632"
"04.07.2016 05:45 - 04.07.2016 06:00","51689","52051"
"04.07.2016 06:00 - 04.07.2016 06:15","55617","55467"
"04.07.2016 06:15 - 04.07.2016 06:30","58129","57990"
"04.07.2016 06:30 - 04.07.2016 06:45","60267","60387"
"04.07.2016 06:45 - 04.07.2016 07:00","61901","62374"
"04.07.2016 07:00 - 04.07.2016 07:15","64409","64571"
"04.07.2016 07:15 - 04.07.2016 07:30","65708","65868"
"04.07.2016 07:30 - 04.07.2016 07:45","66895","67066"
"04.07.2016 07:45 - 04.07.2016 08:00","68197","68183"
"04.07.2016 08:00 - 04.07.2016 08:15","69531","69250"
"04.07.2016 08:15 - 04.07.2016 08:30","69999","69829"
"04.07.2016 08:30 - 04.07.2016 08:45","70320","70341"
"04.07.2016 08:45 - 04.07.2016 09:00","70366","70615"
"04.07.2016 09:00 - 04.07.2016 09:15","69948","69780"
"04.07.2016 09:15 - 04.07.2016 09:30","70657","70480"
"04.07.2016 09:30 - 04.07.2016 09:45","70929","71116"
"04.07.2016 09:45 - 04.07.2016 10:00","71136","71267"
"04.07.2016 10:00 - 04.07.2016 10:15","71720","71567"
"04.07.2016 10:15 - 04.07.2016 10:30","72002","71824"
"04.07.2016 10:30 - 04.07.2016 10:45","72369","72429"
"04.07.2016 10:45 - 04.07.2016 11:00","72875","73357"
"04.07.2016 11:00 - 04.07.2016 11:15","73265","74053"
"04.07.2016 11:15 - 04.07.2016 11:30","73766","75050"
"04.07.2016 11:30 - 04.07.2016 11:45","73930","75550"
"04.07.2016 11:45 - 04.07.2016 12:00","74085","75698"
"04.07.2016 12:00 - 04.07.2016 12:15","72578","75350"
"04.07.2016 12:15 - 04.07.2016 12:30","71936","74724"
"04.07.2016 12:30 - 04.07.2016 12:45","72433","74826"
"04.07.2016 12:45 - 04.07.2016 13:00","71602","75132"
"04.07.2016 13:00 - 04.07.2016 13:15","72305","75082"
"04.07.2016 13:15 - 04.07.2016 13:30","71656","74994"
"04.07.2016 13:30 - 04.07.2016 13:45","71347","74238"
"04.07.2016 13:45 - 04.07.2016 14:00","71180","73381"
"04.07.2016 14:00 - 04.07.2016 14:15","71138","72718"
"04.07.2016 14:15 - 04.07.2016 14:30","71012","72242"
"04.07.2016 14:30 - 04.07.2016 14:45","70182","72008"
"04.07.2016 14:45 - 04.07.2016 15:00","70341","72003"
"04.07.2016 15:00 - 04.07.2016 15:15","69978","71809"
"04.07.2016 15:15 - 04.07.2016 15:30","69900","71740"
"04.07.2016 15:30 - 04.07.2016 15:45","69839","71172"
"04.07.2016 15:45 - 04.07.2016 16:00","69273","70541"
"04.07.2016 16:00 - 04.07.2016 16:15","68432","69886"
"04.07.2016 16:15 - 04.07.2016 16:30","67892","69809"
"04.07.2016 16:30 - 04.07.2016 16:45","66933","69274"
"04.07.2016 16:45 - 04.07.2016 17:00","68364","68990"
"04.07.2016 17:00 - 04.07.2016 17:15","67761","68860"
"04.07.2016 17:15 - 04.07.2016 17:30","68281","68925"
"04.07.2016 17:30 - 04.07.2016 17:45","67594","69015"
"04.07.2016 17:45 - 04.07.2016 18:00","68142","68870"
"04.07.2016 18:00 - 04.07.2016 18:15","68322","68633"
"04.07.2016 18:15 - 04.07.2016 18:30","67264","68166"
"04.07.2016 18:30 - 04.07.2016 18:45","67706","68263"
"04.07.2016 18:45 - 04.07.2016 19:00","67873","68447"
"04.07.2016 19:00 - 04.07.2016 19:15","67247","68382"
"04.07.2016 19:15 - 04.07.2016 19:30","66503","67646"
"04.07.2016 19:30 - 04.07.2016 19:45","66298","67498"
"04.07.2016 19:45 - 04.07.2016 20:00","66426","67178"
"04.07.2016 20:00 - 04.07.2016 20:15","65692","66614"
"04.07.2016 20:15 - 04.07.2016 20:30","64594","65448"
"04.07.2016 20:30 - 04.07.2016 20:45","64215","64428"
"04.07.2016 20:45 - 04.07.2016 21:00","63325","63770"
"04.07.2016 21:00 - 04.07.2016 21:15","63236","63419"
"04.07.2016 21:15 - 04.07.2016 21:30","62317","62827"
"04.07.2016 21:30 - 04.07.2016 21:45","62109","62247"
"04.07.2016 21:45 - 04.07.2016 22:00","60248","61845"
"04.07.2016 22:00 - 04.07.2016 22:15","59765","61894"
"04.07.2016 22:15 - 04.07.2016 22:30","58934","61248"
"04.07.2016 22:30 - 04.07.2016 22:45","57786","59998"
"04.07.2016 22:45 - 04.07.2016 23:00","56875","58739"
"04.07.2016 23:00 - 04.07.2016 23:15","55625","57276"
"04.07.2016 23:15 - 04.07.2016 23:30","54530","55907"
"04.07.2016 23:30 - 04.07.2016 23:45","53421","54805"
"04.07.2016 23:45 - 05.07.2016 00:00","52794","53926"
"05.07.2016 00:00 - 05.07.2016 00:15","51813","52633"
"05.07.2016 00:15 - 05.07.2016 00:30","51215","51880"
"05.07.2016 00:30 - 05.07.2016 00:45","50761","51152"
"05.07.2016 00:45 - 05.07.2016 01:00","50169","50687"
"05.07.2016 01:00 - 05.07.2016 01:15","49432","50001"
"05.07.2016 01:15 - 05.07.2016 01:30","49082","49630"
"05.07.2016 01:30 - 05.07.2016 01:45","48746","49215"
"05.07.2016 01:45 - 05.07.2016 02:00","48449","48879"
"05.07.2016 02:00 - 05.07.2016 02:15","47997","48594"
"05.07.2016 02:15 - 05.07.2016 02:30","47809","48175"
"05.07.2016 02:30 - 05.07.2016 02:45","47695","48125"
"05.07.2016 02:45 - 05.07.2016 03:00","47741","48148"
"05.07.2016 03:00 - 05.07.2016 03:15","47775","48055"
"05.07.2016 03:15 - 05.07.2016 03:30","47677","48105"
"05.07.2016 03:30 - 05.07.2016 03:45","47708","48038"
"05.07.2016 03:45 - 05.07.2016 04:00","47823","48390"
"05.07.2016 04:00 - 05.07.2016 04:15","48365","48715"
"05.07.2016 04:15 - 05.07.2016 04:30","48635","48933"
"05.07.2016 04:30 - 05.07.2016 04:45","48941","49323"
"05.07.2016 04:45 - 05.07.2016 05:00","49413","50014"
"05.07.2016 05:00 - 05.07.2016 05:15","50761","51385"
"05.07.2016 05:15 - 05.07.2016 05:30","51379","52166"
"05.07.2016 05:30 - 05.07.2016 05:45","52479","53414"
"05.07.2016 05:45 - 05.07.2016 06:00","53909","55070"
"05.07.2016 06:00 - 05.07.2016 06:15","57605","58325"
"05.07.2016 06:15 - 05.07.2016 06:30","59875","60890"
"05.07.2016 06:30 - 05.07.2016 06:45","61717","62404"
"05.07.2016 06:45 - 05.07.2016 07:00","63250","64054"
"05.07.2016 07:00 - 05.07.2016 07:15","65634","66655"
"05.07.2016 07:15 - 05.07.2016 07:30","66919","67887"
"05.07.2016 07:30 - 05.07.2016 07:45","67938","68987"
"05.07.2016 07:45 - 05.07.2016 08:00","69138","69721"
"05.07.2016 08:00 - 05.07.2016 08:15","70192","70933"
"05.07.2016 08:15 - 05.07.2016 08:30","70649","71376"
"05.07.2016 08:30 - 05.07.2016 08:45","71045","71953"
"05.07.2016 08:45 - 05.07.2016 09:00","70939","72188"
"05.07.2016 09:00 - 05.07.2016 09:15","70523","72231"
"05.07.2016 09:15 - 05.07.2016 09:30","71195","72763"
"05.07.2016 09:30 - 05.07.2016 09:45","71468","73117"
"05.07.2016 09:45 - 05.07.2016 10:00","71787","73872"
"05.07.2016 10:00 - 05.07.2016 10:15","72298","74757"
"05.07.2016 10:15 - 05.07.2016 10:30","72631","75146"
"05.07.2016 10:30 - 05.07.2016 10:45","72866","75601"
"05.07.2016 10:45 - 05.07.2016 11:00","73426","76414"
"05.07.2016 11:00 - 05.07.2016 11:15","73996","77215"
"05.07.2016 11:15 - 05.07.2016 11:30","74479","77728"
"05.07.2016 11:30 - 05.07.2016 11:45","74605","78043"
"05.07.2016 11:45 - 05.07.2016 12:00","74280","78040"
"05.07.2016 12:00 - 05.07.2016 12:15","73802","77522"
"05.07.2016 12:15 - 05.07.2016 12:30","73601","76786"
"05.07.2016 12:30 - 05.07.2016 12:45","73496","76096"
"05.07.2016 12:45 - 05.07.2016 13:00","73433","76138"
"05.07.2016 13:00 - 05.07.2016 13:15","72909","76614"
"05.07.2016 13:15 - 05.07.2016 13:30","72687","76415"
"05.07.2016 13:30 - 05.07.2016 13:45","72404","75522"
"05.07.2016 13:45 - 05.07.2016 14:00","71884","75013"
"05.07.2016 14:00 - 05.07.2016 14:15","71871","74198"
"05.07.2016 14:15 - 05.07.2016 14:30","71781","74843"
"05.07.2016 14:30 - 05.07.2016 14:45","71494","74818"
"05.07.2016 14:45 - 05.07.2016 15:00","71787","74641"
"05.07.2016 15:00 - 05.07.2016 15:15","71942","74505"
"05.07.2016 15:15 - 05.07.2016 15:30","70958","74374"
"05.07.2016 15:30 - 05.07.2016 15:45","70886","74277"
"05.07.2016 15:45 - 05.07.2016 16:00","70181","74302"
"05.07.2016 16:00 - 05.07.2016 16:15","70124","73822"
"05.07.2016 16:15 - 05.07.2016 16:30","69797","73075"
"05.07.2016 16:30 - 05.07.2016 16:45","69538","72737"
"05.07.2016 16:45 - 05.07.2016 17:00","69253","72195"
"05.07.2016 17:00 - 05.07.2016 17:15","68754","72269"
"05.07.2016 17:15 - 05.07.2016 17:30","69122","72259"
"05.07.2016 17:30 - 05.07.2016 17:45","69161","72255"
"05.07.2016 17:45 - 05.07.2016 18:00","69153","71924"
"05.07.2016 18:00 - 05.07.2016 18:15","69060","71328"
"05.07.2016 18:15 - 05.07.2016 18:30","68563","70967"
"05.07.2016 18:30 - 05.07.2016 18:45","68658","70782"
"05.07.2016 18:45 - 05.07.2016 19:00","68723","71041"
"05.07.2016 19:00 - 05.07.2016 19:15","68650","70446"
"05.07.2016 19:15 - 05.07.2016 19:30","68089","70230"
"05.07.2016 19:30 - 05.07.2016 19:45","67655","70044"
"05.07.2016 19:45 - 05.07.2016 20:00","67185","69898"
"05.07.2016 20:00 - 05.07.2016 20:15","66494","68727"
"05.07.2016 20:15 - 05.07.2016 20:30","65804","67821"
"05.07.2016 20:30 - 05.07.2016 20:45","65127","66954"
"05.07.2016 20:45 - 05.07.2016 21:00","64510","66092"
"05.07.2016 21:00 - 05.07.2016 21:15","63483","65407"
"05.07.2016 21:15 - 05.07.2016 21:30","62932","64236"
"05.07.2016 21:30 - 05.07.2016 21:45","62343","64134"
"05.07.2016 21:45 - 05.07.2016 22:00","61700","63380"
"05.07.2016 22:00 - 05.07.2016 22:15","61137","63644"
"05.07.2016 22:15 - 05.07.2016 22:30","60360","62609"
"05.07.2016 22:30 - 05.07.2016 22:45","59288","61349"
"05.07.2016 22:45 - 05.07.2016 23:00","58036","60116"
"05.07.2016 23:00 - 05.07.2016 23:15","56396","58820"
"05.07.2016 23:15 - 05.07.2016 23:30","55125","57578"
"05.07.2016 23:30 - 05.07.2016 23:45","54087","56416"
"05.07.2016 23:45 - 06.07.2016 00:00","53405","55729"
"06.07.2016 00:00 - 06.07.2016 00:15","52438","54231"
"06.07.2016 00:15 - 06.07.2016 00:30","51822","53342"
"06.07.2016 00:30 - 06.07.2016 00:45","51193","52567"
"06.07.2016 00:45 - 06.07.2016 01:00","50651","51882"
"06.07.2016 01:00 - 06.07.2016 01:15","49859","51286"
"06.07.2016 01:15 - 06.07.2016 01:30","49377","50377"
"06.07.2016 01:30 - 06.07.2016 01:45","48995","50304"
"06.07.2016 01:45 - 06.07.2016 02:00","48706","50023"
"06.07.2016 02:00 - 06.07.2016 02:15","48233","49796"
"06.07.2016 02:15 - 06.07.2016 02:30","48012","49644"
"06.07.2016 02:30 - 06.07.2016 02:45","48038","49507"
"06.07.2016 02:45 - 06.07.2016 03:00","47881","49530"
"06.07.2016 03:00 - 06.07.2016 03:15","47962","49348"
"06.07.2016 03:15 - 06.07.2016 03:30","47976","49308"
"06.07.2016 03:30 - 06.07.2016 03:45","47985","49489"
"06.07.2016 03:45 - 06.07.2016 04:00","48105","49361"
"06.07.2016 04:00 - 06.07.2016 04:15","48671","49522"
"06.07.2016 04:15 - 06.07.2016 04:30","48966","49924"
"06.07.2016 04:30 - 06.07.2016 04:45","49317","50411"
"06.07.2016 04:45 - 06.07.2016 05:00","49833","50874"
"06.07.2016 05:00 - 06.07.2016 05:15","51217","51927"
"06.07.2016 05:15 - 06.07.2016 05:30","51672","52330"
"06.07.2016 05:30 - 06.07.2016 05:45","52858","53563"
"06.07.2016 05:45 - 06.07.2016 06:00","54217","55463"
"06.07.2016 06:00 - 06.07.2016 06:15","57816","58759"
"06.07.2016 06:15 - 06.07.2016 06:30","60109","61505"
"06.07.2016 06:30 - 06.07.2016 06:45","61913","62963"
"06.07.2016 06:45 - 06.07.2016 07:00","63425","65006"
"06.07.2016 07:00 - 06.07.2016 07:15","65825","66964"
"06.07.2016 07:15 - 06.07.2016 07:30","67001","68508"
"06.07.2016 07:30 - 06.07.2016 07:45","68011","69801"
"06.07.2016 07:45 - 06.07.2016 08:00","69078","70546"
"06.07.2016 08:00 - 06.07.2016 08:15","69931","71451"
"06.07.2016 08:15 - 06.07.2016 08:30","70857","72579"
"06.07.2016 08:30 - 06.07.2016 08:45","71310","72790"
"06.07.2016 08:45 - 06.07.2016 09:00","71400","73134"
"06.07.2016 09:00 - 06.07.2016 09:15","71170","73101"
"06.07.2016 09:15 - 06.07.2016 09:30","71816","73921"
"06.07.2016 09:30 - 06.07.2016 09:45","72101","74440"
"06.07.2016 09:45 - 06.07.2016 10:00","72426","75037"
"06.07.2016 10:00 - 06.07.2016 10:15","72867","75590"
"06.07.2016 10:15 - 06.07.2016 10:30","73285","76297"
"06.07.2016 10:30 - 06.07.2016 10:45","73551","77135"
"06.07.2016 10:45 - 06.07.2016 11:00","74020","77523"
"06.07.2016 11:00 - 06.07.2016 11:15","74347","78133"
"06.07.2016 11:15 - 06.07.2016 11:30","74912","78813"
"06.07.2016 11:30 - 06.07.2016 11:45","75177","77784"
"06.07.2016 11:45 - 06.07.2016 12:00","74691","78368"
"06.07.2016 12:00 - 06.07.2016 12:15","74261","77543"
"06.07.2016 12:15 - 06.07.2016 12:30","73948","77078"
"06.07.2016 12:30 - 06.07.2016 12:45","73917","76895"
"06.07.2016 12:45 - 06.07.2016 13:00","74180","77009"
"06.07.2016 13:00 - 06.07.2016 13:15","73868","76966"
"06.07.2016 13:15 - 06.07.2016 13:30","73652","76852"
"06.07.2016 13:30 - 06.07.2016 13:45","73175","76653"
"06.07.2016 13:45 - 06.07.2016 14:00","72495","75976"
"06.07.2016 14:00 - 06.07.2016 14:15","72190","75547"
"06.07.2016 14:15 - 06.07.2016 14:30","71984","75129"
"06.07.2016 14:30 - 06.07.2016 14:45","71577","75496"
"06.07.2016 14:45 - 06.07.2016 15:00","72109","75261"
"06.07.2016 15:00 - 06.07.2016 15:15","72149","74783"
"06.07.2016 15:15 - 06.07.2016 15:30","71213","74030"
"06.07.2016 15:30 - 06.07.2016 15:45","70917","73926"
"06.07.2016 15:45 - 06.07.2016 16:00","70464","73207"
"06.07.2016 16:00 - 06.07.2016 16:15","70226","73335"
"06.07.2016 16:15 - 06.07.2016 16:30","70243","72751"
"06.07.2016 16:30 - 06.07.2016 16:45","69664","72037"
"06.07.2016 16:45 - 06.07.2016 17:00","69030","71563"
"06.07.2016 17:00 - 06.07.2016 17:15","68743","71368"
"06.07.2016 17:15 - 06.07.2016 17:30","68972","71138"
"06.07.2016 17:30 - 06.07.2016 17:45","69092","71380"
"06.07.2016 17:45 - 06.07.2016 18:00","68979","71167"
"06.07.2016 18:00 - 06.07.2016 18:15","68654","70383"
"06.07.2016 18:15 - 06.07.2016 18:30","68468","69856"
"06.07.2016 18:30 - 06.07.2016 18:45","68574","69808"
"06.07.2016 18:45 - 06.07.2016 19:00","68625","69975"
"06.07.2016 19:00 - 06.07.2016 19:15","68302","69421"
"06.07.2016 19:15 - 06.07.2016 19:30","67656","68899"
"06.07.2016 19:30 - 06.07.2016 19:45","67305","68538"
"06.07.2016 19:45 - 06.07.2016 20:00","66898","68205"
"06.07.2016 20:00 - 06.07.2016 20:15","66033","67558"
"06.07.2016 20:15 - 06.07.2016 20:30","65272","66531"
"06.07.2016 20:30 - 06.07.2016 20:45","64560","65479"
"06.07.2016 20:45 - 06.07.2016 21:00","63966","64905"
"06.07.2016 21:00 - 06.07.2016 21:15","63050","63755"
"06.07.2016 21:15 - 06.07.2016 21:30","62684","63307"
"06.07.2016 21:30 - 06.07.2016 21:45","62071","62435"
"06.07.2016 21:45 - 06.07.2016 22:00","61700","62039"
"06.07.2016 22:00 - 06.07.2016 22:15","61219","61732"
"06.07.2016 22:15 - 06.07.2016 22:30","60711","61082"
"06.07.2016 22:30 - 06.07.2016 22:45","59684","59849"
"06.07.2016 22:45 - 06.07.2016 23:00","58391","58911"
"06.07.2016 23:00 - 06.07.2016 23:15","56626","57433"
"06.07.2016 23:15 - 06.07.2016 23:30","55416","56429"
"06.07.2016 23:30 - 06.07.2016 23:45","54348","55047"
"06.07.2016 23:45 - 07.07.2016 00:00","53605","53803"
"07.07.2016 00:00 - 07.07.2016 00:15","53361","53115"
"07.07.2016 00:15 - 07.07.2016 00:30","52653","51886"
"07.07.2016 00:30 - 07.07.2016 00:45","52078","51252"
"07.07.2016 00:45 - 07.07.2016 01:00","51482","50544"
"07.07.2016 01:00 - 07.07.2016 01:15","50738","49889"
"07.07.2016 01:15 - 07.07.2016 01:30","50239","49690"
"07.07.2016 01:30 - 07.07.2016 01:45","49980","49392"
"07.07.2016 01:45 - 07.07.2016 02:00","49622","49028"
"07.07.2016 02:00 - 07.07.2016 02:15","49094","48479"
"07.07.2016 02:15 - 07.07.2016 02:30","48885","48088"
"07.07.2016 02:30 - 07.07.2016 02:45","49017","48128"
"07.07.2016 02:45 - 07.07.2016 03:00","48932","48138"
"07.07.2016 03:00 - 07.07.2016 03:15","48986","48199"
"07.07.2016 03:15 - 07.07.2016 03:30","48852","48447"
"07.07.2016 03:30 - 07.07.2016 03:45","48818","48519"
"07.07.2016 03:45 - 07.07.2016 04:00","48905","48558"
"07.07.2016 04:00 - 07.07.2016 04:15","49420","48927"
"07.07.2016 04:15 - 07.07.2016 04:30","49730","49296"
"07.07.2016 04:30 - 07.07.2016 04:45","50095","49719"
"07.07.2016 04:45 - 07.07.2016 05:00","50499","49807"
"07.07.2016 05:00 - 07.07.2016 05:15","51647","50975"
"07.07.2016 05:15 - 07.07.2016 05:30","52186","51718"
"07.07.2016 05:30 - 07.07.2016 05:45","53253","53083"
"07.07.2016 05:45 - 07.07.2016 06:00","54734","54549"
"07.07.2016 06:00 - 07.07.2016 06:15","58374","58040"
"07.07.2016 06:15 - 07.07.2016 06:30","60616","60522"
"07.07.2016 06:30 - 07.07.2016 06:45","62350","62643"
"07.07.2016 06:45 - 07.07.2016 07:00","63846","64169"
"07.07.2016 07:00 - 07.07.2016 07:15","66170","66370"
"07.07.2016 07:15 - 07.07.2016 07:30","67258","67700"
"07.07.2016 07:30 - 07.07.2016 07:45","68371","68941"
"07.07.2016 07:45 - 07.07.2016 08:00","69398","69703"
"07.07.2016 08:00 - 07.07.2016 08:15","70327","70561"
"07.07.2016 08:15 - 07.07.2016 08:30","70707","71032"
"07.07.2016 08:30 - 07.07.2016 08:45","71123","71797"
"07.07.2016 08:45 - 07.07.2016 09:00","71304","72034"
"07.07.2016 09:00 - 07.07.2016 09:15","70999","72101"
"07.07.2016 09:15 - 07.07.2016 09:30","71654","72546"
"07.07.2016 09:30 - 07.07.2016 09:45","71823","73091"
"07.07.2016 09:45 - 07.07.2016 10:00","72122","73484"
"07.07.2016 10:00 - 07.07.2016 10:15","72586","73709"
"07.07.2016 10:15 - 07.07.2016 10:30","72857","74057"
"07.07.2016 10:30 - 07.07.2016 10:45","73144","74590"
"07.07.2016 10:45 - 07.07.2016 11:00","74017","75278"
"07.07.2016 11:00 - 07.07.2016 11:15","74452","75612"
"07.07.2016 11:15 - 07.07.2016 11:30","74817","75577"
"07.07.2016 11:30 - 07.07.2016 11:45","75251","75962"
"07.07.2016 11:45 - 07.07.2016 12:00","74695","75948"
"07.07.2016 12:00 - 07.07.2016 12:15","74386","75032"
"07.07.2016 12:15 - 07.07.2016 12:30","74156","74398"
"07.07.2016 12:30 - 07.07.2016 12:45","73944","74377"
"07.07.2016 12:45 - 07.07.2016 13:00","74077","74816"
"07.07.2016 13:00 - 07.07.2016 13:15","73888","74665"
"07.07.2016 13:15 - 07.07.2016 13:30","73830","74689"
"07.07.2016 13:30 - 07.07.2016 13:45","73237","74001"
"07.07.2016 13:45 - 07.07.2016 14:00","72620","73527"
"07.07.2016 14:00 - 07.07.2016 14:15","71902","73141"
"07.07.2016 14:15 - 07.07.2016 14:30","72093","72987"
"07.07.2016 14:30 - 07.07.2016 14:45","71978","72824"
"07.07.2016 14:45 - 07.07.2016 15:00","72366","72278"
"07.07.2016 15:00 - 07.07.2016 15:15","72415","72272"
"07.07.2016 15:15 - 07.07.2016 15:30","71241","72336"
"07.07.2016 15:30 - 07.07.2016 15:45","71001","72082"
"07.07.2016 15:45 - 07.07.2016 16:00","70780","71163"
"07.07.2016 16:00 - 07.07.2016 16:15","70726","70631"
"07.07.2016 16:15 - 07.07.2016 16:30","70463","70212"
"07.07.2016 16:30 - 07.07.2016 16:45","70051","69918"
"07.07.2016 16:45 - 07.07.2016 17:00","69439","69373"
"07.07.2016 17:00 - 07.07.2016 17:15","69096","69298"
"07.07.2016 17:15 - 07.07.2016 17:30","69183","69470"
"07.07.2016 17:30 - 07.07.2016 17:45","69279","69649"
"07.07.2016 17:45 - 07.07.2016 18:00","69145","69512"
"07.07.2016 18:00 - 07.07.2016 18:15","68830","69248"
"07.07.2016 18:15 - 07.07.2016 18:30","68607","69399"
"07.07.2016 18:30 - 07.07.2016 18:45","68593","69367"
"07.07.2016 18:45 - 07.07.2016 19:00","68472","69255"
"07.07.2016 19:00 - 07.07.2016 19:15","68601","68950"
"07.07.2016 19:15 - 07.07.2016 19:30","68468","68663"
"07.07.2016 19:30 - 07.07.2016 19:45","68032","67916"
"07.07.2016 19:45 - 07.07.2016 20:00","67585","66924"
"07.07.2016 20:00 - 07.07.2016 20:15","66907","65817"
"07.07.2016 20:15 - 07.07.2016 20:30","66117","64598"
"07.07.2016 20:30 - 07.07.2016 20:45","65418","63377"
"07.07.2016 20:45 - 07.07.2016 21:00","64805","62363"
"07.07.2016 21:00 - 07.07.2016 21:15","63817","60943"
"07.07.2016 21:15 - 07.07.2016 21:30","62962","60074"
"07.07.2016 21:30 - 07.07.2016 21:45","62474","59486"
"07.07.2016 21:45 - 07.07.2016 22:00","62299","60127"
"07.07.2016 22:00 - 07.07.2016 22:15","61982","60251"
"07.07.2016 22:15 - 07.07.2016 22:30","61318","59500"
"07.07.2016 22:30 - 07.07.2016 22:45","60267","58505"
"07.07.2016 22:45 - 07.07.2016 23:00","59032","57375"
"07.07.2016 23:00 - 07.07.2016 23:15","57258","57339"
"07.07.2016 23:15 - 07.07.2016 23:30","56081","56808"
"07.07.2016 23:30 - 07.07.2016 23:45","55171","55323"
"07.07.2016 23:45 - 08.07.2016 00:00","54432","54599"
"08.07.2016 00:00 - 08.07.2016 00:15","52432","53809"
"08.07.2016 00:15 - 08.07.2016 00:30","51714","53070"
"08.07.2016 00:30 - 08.07.2016 00:45","51073","52096"
"08.07.2016 00:45 - 08.07.2016 01:00","50495","51424"
"08.07.2016 01:00 - 08.07.2016 01:15","49671","50995"
"08.07.2016 01:15 - 08.07.2016 01:30","49234","50376"
"08.07.2016 01:30 - 08.07.2016 01:45","49043","49825"
"08.07.2016 01:45 - 08.07.2016 02:00","48673","49687"
"08.07.2016 02:00 - 08.07.2016 02:15","48206","49193"
"08.07.2016 02:15 - 08.07.2016 02:30","47939","48760"
"08.07.2016 02:30 - 08.07.2016 02:45","47928","48830"
"08.07.2016 02:45 - 08.07.2016 03:00","47985","49098"
"08.07.2016 03:00 - 08.07.2016 03:15","48099","48996"
"08.07.2016 03:15 - 08.07.2016 03:30","48132","48650"
"08.07.2016 03:30 - 08.07.2016 03:45","48019","48964"
"08.07.2016 03:45 - 08.07.2016 04:00","48116","49079"
"08.07.2016 04:00 - 08.07.2016 04:15","48701","49551"
"08.07.2016 04:15 - 08.07.2016 04:30","48984","49803"
"08.07.2016 04:30 - 08.07.2016 04:45","49306","50163"
"08.07.2016 04:45 - 08.07.2016 05:00","49676","50581"
"08.07.2016 05:00 - 08.07.2016 05:15","50957","51718"
"08.07.2016 05:15 - 08.07.2016 05:30","51455","52254"
"08.07.2016 05:30 - 08.07.2016 05:45","52513","53555"
"08.07.2016 05:45 - 08.07.2016 06:00","53968","54827"
"08.07.2016 06:00 - 08.07.2016 06:15","57529","57819"
"08.07.2016 06:15 - 08.07.2016 06:30","59750","60273"
"08.07.2016 06:30 - 08.07.2016 06:45","61586","62121"
"08.07.2016 06:45 - 08.07.2016 07:00","63159","63769"
